"interface_id"	"parent_interface_id"	"row_kind"	"caller"	"declaration_evidence"	"required_interface"	"abi_layout"	"owner"	"availability"	"recovery_disposition"	"failure_contract"	"successor"	"focused_evidence"
"MVDM-DECL-00539"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:68"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00539"
"MVDM-DECL-00540"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:69"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00540"
"MVDM-DECL-00541"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:70"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00541"
"MVDM-DECL-00542"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:71"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00542"
"MVDM-DECL-00543"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:72"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00543"
"MVDM-DECL-00544"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:73"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00544"
"MVDM-DECL-00545"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:74"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00545"
"MVDM-DECL-00546"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:75"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00546"
"MVDM-DECL-00547"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:76"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00547"
"MVDM-DECL-00548"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:77"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00548"
"MVDM-DECL-00549"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:78"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00549"
"MVDM-DECL-00550"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:79"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00550"
"MVDM-DECL-00551"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:80"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00551"
"MVDM-DECL-00552"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:81"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00552"
"MVDM-DECL-00553"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:82"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00553"
"MVDM-DECL-00554"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:83"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00554"
"MVDM-DECL-00555"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:84"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00555"
"MVDM-DECL-00556"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:85"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00556"
"MVDM-DECL-00557"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:86"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00557"
"MVDM-DECL-00558"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:87"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00558"
"MVDM-DECL-00559"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:88"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00559"
"MVDM-DECL-00560"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:89"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00560"
"MVDM-DECL-00561"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:90"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00561"
"MVDM-DECL-00562"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:91"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00562"
"MVDM-DECL-00563"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:92"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00563"
"MVDM-DECL-00564"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:93"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00564"
"MVDM-DECL-00565"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:94"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00565"
"MVDM-DECL-00566"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:95"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00566"
"MVDM-DECL-00567"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:96"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00567"
"MVDM-DECL-00568"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:97"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00568"
"MVDM-DECL-00569"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:98"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00569"
"MVDM-DECL-00570"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:99"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00570"
"MVDM-DECL-00571"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:100"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00571"
"MVDM-DECL-00572"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:101"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00572"
"MVDM-DECL-00573"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:102"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00573"
"MVDM-DECL-00574"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:103"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00574"
"MVDM-DECL-00575"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:104"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00575"
"MVDM-DECL-00576"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:105"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00576"
"MVDM-DECL-00577"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:106"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00577"
"MVDM-DECL-00578"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:107"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00578"
"MVDM-DECL-00579"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:108"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00579"
"MVDM-DECL-00580"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:109"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00580"
"MVDM-DECL-00581"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:110"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00581"
"MVDM-DECL-00582"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:111"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00582"
"MVDM-DECL-00583"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:112"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00583"
"MVDM-DECL-00584"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:113"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00584"
"MVDM-DECL-00585"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:114"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00585"
"MVDM-DECL-00586"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:115"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00586"
"MVDM-DECL-00587"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:116"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00587"
"MVDM-DECL-00588"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:117"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00588"
"MVDM-DECL-00589"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:118"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00589"
"MVDM-DECL-00590"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:119"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00590"
"MVDM-DECL-00591"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:120"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00591"
"MVDM-DECL-00592"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:121"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00592"
"MVDM-DECL-00593"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:122"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00593"
"MVDM-DECL-00594"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:123"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00594"
"MVDM-DECL-00595"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:124"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00595"
"MVDM-DECL-00596"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:125"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00596"
"MVDM-DECL-00597"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:126"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00597"
"MVDM-DECL-00598"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:127"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00598"
"MVDM-DECL-00599"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:128"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00599"
"MVDM-DECL-00600"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:129"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00600"
"MVDM-DECL-00601"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:130"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00601"
"MVDM-DECL-00602"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:131"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00602"
"MVDM-DECL-00603"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:132"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00603"
"MVDM-DECL-00604"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:133"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00604"
"MVDM-DECL-00605"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:134"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00605"
"MVDM-DECL-00606"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:135"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00606"
"MVDM-DECL-00607"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:136"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00607"
"MVDM-DECL-00608"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:137"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00608"
"MVDM-DECL-00609"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:138"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00609"
"MVDM-DECL-00610"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:139"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00610"
"MVDM-DECL-00611"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:140"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00611"
"MVDM-DECL-00612"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:141"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00612"
"MVDM-DECL-00613"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:142"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00613"
"MVDM-DECL-00614"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:143"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00614"
"MVDM-DECL-00615"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:144"	"IPT4"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00615"
"MVDM-DECL-00616"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:145"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00616"
"MVDM-DECL-00617"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:146"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00617"
"MVDM-DECL-00618"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:147"	"IPT2"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00618"
"MVDM-DECL-00619"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:148"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00619"
"MVDM-DECL-00620"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:149"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00620"
"MVDM-DECL-00621"	""	"textual-declaration-candidate"	""	"softpc.new/base/ccpu386/evidfunc.h:150"	"IPT3"	"function-or-callback-textual"	"unassigned-pending-caller-resolution"	"unreviewed"	"unreviewed"	"unreviewed; declaration alone does not prove a required runtime interface"	"T276 S4 caller-to-interface resolution"	"MVDM-DECL-00621"
