"file_id"	"source_path"	"package_root"	"file_kind"	"final_disposition"	"final_owner_or_link_boundary"	"final_change_class"	"named_adapter"	"mapping_implication"	"final_evidence"	"final_audit_state"
"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0375"	"softpc.new/base/ccpu386/c_reg.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0376"	"softpc.new/base/ccpu386/c_seg.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0377"	"softpc.new/base/ccpu386/c_seg.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0378"	"softpc.new/base/ccpu386/c_stack.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0379"	"softpc.new/base/ccpu386/c_stack.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0380"	"softpc.new/base/ccpu386/c_tlb.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0381"	"softpc.new/base/ccpu386/c_tlb.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0382"	"softpc.new/base/ccpu386/c_tsksw.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0383"	"softpc.new/base/ccpu386/c_tsksw.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0385"	"softpc.new/base/ccpu386/c_xcptn.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0386"	"softpc.new/base/ccpu386/c_xfer.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0387"	"softpc.new/base/ccpu386/c_xfer.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0388"	"softpc.new/base/ccpu386/c_xtrn.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0389"	"softpc.new/base/ccpu386/c_xtrn.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0390"	"softpc.new/base/ccpu386/call.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0391"	"softpc.new/base/ccpu386/call.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0392"	"softpc.new/base/ccpu386/cbw.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0393"	"softpc.new/base/ccpu386/cbw.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0394"	"softpc.new/base/ccpu386/ccpudefs.inc"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0395"	"softpc.new/base/ccpu386/ccpupig.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0396"	"softpc.new/base/ccpu386/ccpupig.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0397"	"softpc.new/base/ccpu386/ccpusas4.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0398"	"softpc.new/base/ccpu386/ccpusas4.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0399"	"softpc.new/base/ccpu386/cdq.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0400"	"softpc.new/base/ccpu386/cdq.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0401"	"softpc.new/base/ccpu386/c-files"	"softpc.new"	"resource-or-other"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0402"	"softpc.new/base/ccpu386/clc.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0403"	"softpc.new/base/ccpu386/clc.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0404"	"softpc.new/base/ccpu386/cld.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0405"	"softpc.new/base/ccpu386/cld.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0406"	"softpc.new/base/ccpu386/cli.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0407"	"softpc.new/base/ccpu386/cli.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0408"	"softpc.new/base/ccpu386/clts.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0409"	"softpc.new/base/ccpu386/clts.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0410"	"softpc.new/base/ccpu386/cmc.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0411"	"softpc.new/base/ccpu386/cmc.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0412"	"softpc.new/base/ccpu386/cmp.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0413"	"softpc.new/base/ccpu386/cmp.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0414"	"softpc.new/base/ccpu386/cmpxchg.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0415"	"softpc.new/base/ccpu386/cmpxchg.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0416"	"softpc.new/base/ccpu386/cpu4gen.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0417"	"softpc.new/base/ccpu386/cpuint_c.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0418"	"softpc.new/base/ccpu386/cwd.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0419"	"softpc.new/base/ccpu386/cwd.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0420"	"softpc.new/base/ccpu386/cwde.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0421"	"softpc.new/base/ccpu386/cwde.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0422"	"softpc.new/base/ccpu386/daa.c"	"softpc.new"	"source"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
"MVDM-FILE-0423"	"softpc.new/base/ccpu386/daa.h"	"softpc.new"	"declaration"	"not-host-runtime"	"retained opennt-mvdm-host SoftPC machine evidence; Bochs owns the final CPU/device execution"	"none; byte-exact source mirror retained outside the final host link graph"	"adapter-softpc -> adapter-bochs is the same-shaped machine boundary, not an import of this executor"	"not applicable to this excluded executor; any admitted caller uses adapter-softpc and the session guest-memory mapping-manager lease"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"	"final-disposition-audited; not implemented"
