"edge_id"	"call_id"	"caller_path"	"caller_line"	"symbol"	"original_declaration_path"	"candidate_source_paths"	"candidate_package_roots"	"definition_form_candidates"	"candidate_state"	"next_stage"
"MVDM-BOUNDARY-00616"	"MVDM-CALL-019844"	"softpc.new/base/cvidc/sevid004.c"	"2255"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00617"	"MVDM-CALL-019845"	"softpc.new/base/cvidc/sevid004.c"	"2256"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00618"	"MVDM-CALL-019860"	"softpc.new/base/cvidc/sevid004.c"	"2377"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00619"	"MVDM-CALL-019861"	"softpc.new/base/cvidc/sevid004.c"	"2378"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00620"	"MVDM-CALL-019870"	"softpc.new/base/cvidc/sevid004.c"	"2574"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00621"	"MVDM-CALL-019871"	"softpc.new/base/cvidc/sevid004.c"	"2575"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00622"	"MVDM-CALL-019877"	"softpc.new/base/cvidc/sevid004.c"	"2622"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00623"	"MVDM-CALL-019878"	"softpc.new/base/cvidc/sevid004.c"	"2623"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00624"	"MVDM-CALL-019891"	"softpc.new/base/cvidc/sevid004.c"	"2717"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00625"	"MVDM-CALL-019892"	"softpc.new/base/cvidc/sevid004.c"	"2718"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00626"	"MVDM-CALL-019907"	"softpc.new/base/cvidc/sevid004.c"	"2839"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00627"	"MVDM-CALL-019908"	"softpc.new/base/cvidc/sevid004.c"	"2840"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00628"	"MVDM-CALL-019915"	"softpc.new/base/cvidc/sevid004.c"	"2976"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00629"	"MVDM-CALL-019916"	"softpc.new/base/cvidc/sevid004.c"	"2977"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00630"	"MVDM-CALL-019931"	"softpc.new/base/cvidc/sevid004.c"	"3081"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00631"	"MVDM-CALL-019932"	"softpc.new/base/cvidc/sevid004.c"	"3082"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00632"	"MVDM-CALL-019947"	"softpc.new/base/cvidc/sevid004.c"	"3203"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00633"	"MVDM-CALL-019948"	"softpc.new/base/cvidc/sevid004.c"	"3204"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00634"	"MVDM-CALL-019957"	"softpc.new/base/cvidc/sevid004.c"	"3388"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00635"	"MVDM-CALL-019958"	"softpc.new/base/cvidc/sevid004.c"	"3389"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00636"	"MVDM-CALL-019964"	"softpc.new/base/cvidc/sevid004.c"	"3436"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00637"	"MVDM-CALL-019965"	"softpc.new/base/cvidc/sevid004.c"	"3437"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00638"	"MVDM-CALL-019970"	"softpc.new/base/cvidc/sevid004.c"	"3474"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00639"	"MVDM-CALL-019971"	"softpc.new/base/cvidc/sevid004.c"	"3475"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00640"	"MVDM-CALL-019977"	"softpc.new/base/cvidc/sevid004.c"	"3550"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00641"	"MVDM-CALL-019978"	"softpc.new/base/cvidc/sevid004.c"	"3551"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00642"	"MVDM-CALL-019987"	"softpc.new/base/cvidc/sevid004.c"	"3613"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00643"	"MVDM-CALL-019988"	"softpc.new/base/cvidc/sevid004.c"	"3614"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00644"	"MVDM-CALL-019992"	"softpc.new/base/cvidc/sevid004.c"	"3676"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00645"	"MVDM-CALL-019993"	"softpc.new/base/cvidc/sevid004.c"	"3677"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00646"	"MVDM-CALL-019998"	"softpc.new/base/cvidc/sevid004.c"	"3720"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00647"	"MVDM-CALL-019999"	"softpc.new/base/cvidc/sevid004.c"	"3721"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00648"	"MVDM-CALL-020046"	"softpc.new/base/cvidc/sevid004.c"	"4083"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00649"	"MVDM-CALL-020047"	"softpc.new/base/cvidc/sevid004.c"	"4084"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00650"	"MVDM-CALL-020056"	"softpc.new/base/cvidc/sevid004.c"	"4168"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00651"	"MVDM-CALL-020057"	"softpc.new/base/cvidc/sevid004.c"	"4169"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00652"	"MVDM-CALL-020069"	"softpc.new/base/cvidc/sevid004.c"	"4277"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00653"	"MVDM-CALL-020070"	"softpc.new/base/cvidc/sevid004.c"	"4278"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00654"	"MVDM-CALL-020134"	"softpc.new/base/cvidc/sevid004.c"	"4795"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
"MVDM-BOUNDARY-00655"	"MVDM-CALL-020135"	"softpc.new/base/cvidc/sevid004.c"	"4796"	"malloc"	"softpc.new/base/inc/standard.h"	"base/win32/winnls/nlstrans/table.c;net/sockets/sockreg/sockreg.c;net/sockets/winsock2.nt5/dll/ws2_rp/ws2_hlpr/dll.cpp;net/sockets/winsock2.nt5/util/ws2inst/ws2inst.c;windows/core/advapi/tlogon.c;windows/port1632/xmpl/xmpl.c"	"base/win32/winnls;net/sockets/sockreg;net/sockets/winsock2.nt5;windows/core/advapi;windows/port1632/xmpl"	""	"non-mvdm-upstream-source-candidates-found"	"confirm exact declaration/definition and package closure only when non-MVDM candidate exists"
