candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	caller_source_root	callee_spelling	original_mvdm_definition_candidate_count	root_matching_candidate_count	linkage_matching_candidate_count	allowed_package_roots	selectable_definition_count	selectable_definition_identities	next_disposition
"MVDM-FIRST-REBASELINED-006086"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"273"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006087"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"274"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006088"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"275"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006089"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"276"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006090"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"278"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006091"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"294"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006092"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"295"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006093"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"296"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006094"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"297"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006095"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"325"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006096"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"326"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006097"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"327"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006098"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"328"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006099"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"330"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006100"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"331"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006101"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"332"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006102"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"333"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006103"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"334"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006104"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"335"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006105"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"336"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006106"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"342"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006107"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"353"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006108"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"354"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006109"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"355"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006110"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"356"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006111"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"358"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006112"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"359"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006113"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"360"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006114"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"364"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006115"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"366"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006116"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"371"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006117"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"373"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_write"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006121"	"UpDateInProgress"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"821"	"O:\repos.external\OpenNT\base\mvdm"	"cmos_read"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006290"	"time_strobe"	"softpc.new/base/system/timestrb.c"	"e314b1b5e88474ac9d1c978b3db71820fee667f7de3eff23b66e48bf0d3532e7"	"82"	"O:\repos.external\OpenNT\base\mvdm"	"do_hunter"	"0"	"0"	"0"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-006554"	"config"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"397"	"O:\repos.external\OpenNT\base\mvdm"	"GetNextVDMCommand"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/softpc.new;nt/private/mvdm/inc;nt/private/mvdm/softpc.new;nt/private/windows/inc;public/internal"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-006562"	"config_inquire"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"606"	"O:\repos.external\OpenNT\base\mvdm"	"host_using_fdisk"	"2"	"1"	"1"	"base/mvdm/inc;base/mvdm/softpc.new;nt/private/mvdm/inc;nt/private/mvdm/softpc.new;nt/private/windows/inc;public/internal"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|100"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006566"	"config_inquire"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"616"	"O:\repos.external\OpenNT\base\mvdm"	"host_fdisk_change"	"2"	"1"	"1"	"base/mvdm/inc;base/mvdm/softpc.new;nt/private/mvdm/inc;nt/private/mvdm/softpc.new;nt/private/windows/inc;public/internal"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|121"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006642"	"nt_cga_colour_hi_graph_big"	"softpc.new/host/src/nt_cga.c"	"ef84222253b20092ab43505ea3232b3c1174833166ebb4880cb378880a967cc7"	"878"	"O:\repos.external\OpenNT\base\mvdm"	"high_stretch3"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_graph.c|e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9|1401"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-006647"	"nt_cga_colour_hi_graph_huge"	"softpc.new/host/src/nt_cga.c"	"ef84222253b20092ab43505ea3232b3c1174833166ebb4880cb378880a967cc7"	"948"	"O:\repos.external\OpenNT\base\mvdm"	"high_stretch4"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_graph.c|e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9|1422"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-007009"	"nt_event_loop"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"354"	"O:\repos.external\OpenNT\base\mvdm"	"GetConsoleInputWaitHandle"	"0"	"0"	"0"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new;nt/private/windows/inc;nt/public/sdk/inc;public/internal;public/sdk"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-007061"	"cmdPushExitInConsoleBuffer"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"1900"	"O:\repos.external\OpenNT\base\mvdm"	"ExitVDM"	"0"	"0"	"0"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new;nt/private/windows/inc;nt/public/sdk/inc;public/internal;public/sdk"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-007327"	"scs_init"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"60"	"O:\repos.external\OpenNT\base\mvdm"	"GetNextVDMCommand"	"0"	"0"	"0"	"base/mvdm/inc;base/mvdm/softpc.new;nt/private/mvdm/inc;nt/private/mvdm/softpc.new;nt/private/windows/inc;nt/public/sdk/inc;public/internal;public/sdk"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-007462"	"host_terminate"	"softpc.new/host/src/nt_reset.c"	"9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47"	"330"	"O:\repos.external\OpenNT\base\mvdm"	"ExitVDM"	"0"	"0"	"0"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new;nt/private/windows/inc;public/internal"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-007463"	"host_terminate"	"softpc.new/host/src/nt_reset.c"	"9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47"	"332"	"O:\repos.external\OpenNT\base\mvdm"	"ExitVDM"	"0"	"0"	"0"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new;nt/private/windows/inc;public/internal"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
"MVDM-FIRST-REBASELINED-007465"	"host_read_resource"	"softpc.new/host/src/nt_rez.c"	"12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc"	"67"	"O:\repos.external\OpenNT\base\mvdm"	"host_find_file"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|370"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-007468"	"host_read_resource"	"softpc.new/host/src/nt_rez.c"	"12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc"	"76"	"O:\repos.external\OpenNT\base\mvdm"	"host_find_file"	"2"	"1"	"1"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new"	"1"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|370"	"one original-MVDM body meets root/linkage/package gate; signature and conditional-form proof remains"
"MVDM-FIRST-REBASELINED-007491"	"host_terminate"	"softpc.new/host/src/nt_term.c"	"ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be"	"62"	"O:\repos.external\OpenNT\base\mvdm"	"ExitVDM"	"0"	"0"	"0"	"base/mvdm/softpc.new;nt/private/mvdm/softpc.new;nt/private/windows/inc;public/internal"	"0"	""	"no original-MVDM body candidate; continue approved-source-union resolution"
