path	kind	current_owner	target_owner	provenance	disposition	planned_s	reason
src/bx-core/cpu/tasking.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/tbm32.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/tbm64.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/vm8086.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/vmcs.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/vmexit.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/vmfunc.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/vmx.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/xop.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/cpu/xsave.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/disasm/dis_decode.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/disasm/dis_groups.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/disasm/resolve.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/disasm/syntax.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/f2xm1.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/ferr.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpatan.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fprem.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_arith.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_cmov.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_compare.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_const.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_load_store.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_misc.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fpu_trans.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fsincos.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/fyl2x.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/poly.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/softfloat.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/softfloat16.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/softfloat-muladd.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/softfloat-round-pack.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/softfloat-specialize.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/fpu/softfloatx80.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/memory/memory.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-core/memory/misc_mem.cc	source	bx-core	bx-core	adopted Bochs 2.6	retain	S3	adopted core; README exception register required
src/bx-mantle/bx_ntvdm_a20_capability_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_cancellation_controller_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_finite_run.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_first_fault_observation_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_generic_ud_bridge.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_headless_8042.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_interrupt_return_observation_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_ivt_watch_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_machine_engine_v1.c	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_machine_stage_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_mechanical_action_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_minimal_machine.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_minimal_sim.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_ordinary_ram_reservation_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_physical_irq_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_physical_write_observation_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_port_action_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_protected_range_action_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_segment_access_observation_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/bx_ntvdm_software_interrupt_observation_v1.cc	source	bx-mantle	adapter-softpc	project-authored legacy machine boundary	git mv	S3	candidate foreign-semantic mantle source; retain in mantle only if S3 proves Bochs-only
src/bx-mantle/keyboard.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/logio.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/minimal_port_space.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/minimal_product_shell.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/paramtree.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/pc_system.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/pic.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-mantle/scancodes.cc	source	bx-mantle	bx-mantle	project-authored Bochs-only assembly	retain	S3	candidate native Bochs-only source; S3 semantic scan required
src/bx-vdm/bop/command_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/command_v2_runtime_session.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/config_complete_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/dem_v2_composition_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/dem_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/dem_v2_runtime_session.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/dem_v2_startup_composition.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/observation/bx_ntvdm_bop_sequence_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/observation/bx_ntvdm_command_bootstrap_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/observation/bx_ntvdm_command_current_dir_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/observation/bx_ntvdm_dem_open_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/observation/bx_ntvdm_demfile_create_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/observation/bx_ntvdm_generic_ud_sequence_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/observation/bx_ntvdm_ntdos_exec_entry_observation_v1.c	source	bx-vdm	adapter-softpc	project-authored mechanical observation	git mv	S7	bounded machine observation; no BOP meaning
src/bx-vdm/bop/opennt/command/cmdconf.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmddisp.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdenv.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdexec.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdexit.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdkeyb.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdmisc.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdpif.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/command/cmdredir.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/dem.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demdasd.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demdata.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demdir.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demdisp.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demerror.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demfcb.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demfile.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demgset.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demhndl.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demioctl.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demlabel.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demlock.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demmisc.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demmsg.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dem/demsrch.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dpmi/dpmi32.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/dpmi/dpmiselr.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/emm_fncs.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/mem_size.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/mouse_install1_headless.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/nt_bop_config_done.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/printer_openclose.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/spckbd_handoff.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/tape_io.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/softpc/update_kbd_int15.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/suballoc.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/xms.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/xmsa20.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/xmsblock.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/xmsdisp.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/xmsmisc.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/opennt/xms/xmsumb.c	source	bx-vdm	opennt-bop	imported OpenNT BOP mirror	git mv	S5	original BOP/provider mirror
src/bx-vdm/bop/redir_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/shim/bx_ntvdm_dem_direct_context.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/bx_ntvdm_guest_pointer_manager.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/bx_ntvdm_host_handle_manager.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/command_binary_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/command_config_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/command_environment_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/command_misc_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/command_native_session_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/command_opennt_pif_parser.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/command_pif_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/config_complete_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/dem_direct_host_session.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/dem_ingress_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/dem_native_session_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demdasd_ioctl_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demdir_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demdisp_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demerror_lock_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demfile_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demgset_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demhndl_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demmisc_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/demsrch_fcb_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/dpmi_descriptor_source_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/dpmi_startup_session_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/dpmi_startup_source_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/dpmi_xmem_record_adapter.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/opennt_error_dialog_facade.c	source	bx-vdm	adapter-win32	project-authored source-shaped Win32/NTDLL facade	git mv	S6	same-shaped unavailable API recovery
src/bx-vdm/bop/shim/redir_session_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/softpc_emm_unavailable_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/softpc_memory_size_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/softpc_mouse_vector_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/softpc_printer_openclose_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/softpc_tape_io_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/spckbd_handoff_shim.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	same-shaped Bochs-backed machine adaptation
src/bx-vdm/bop/shim/top_level_nosupport_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/xms_native_session_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/shim/xms_shim.c	source	bx-vdm	opennt-host	project-authored OpenNT host capability shim	review/split	S6	default host-capability classification; S6 verifies no route or API facade semantics
src/bx-vdm/bop/softpc_emm_unavailable_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/softpc_machine_interrupt_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/softpc_memory_size_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/softpc_mouse_vector_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/softpc_printer_openclose_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/softpc_tape_io_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/spckbd_handoff_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/top_level_nosupport_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/xms_v2_generic_ud_bridge.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bop/xms_v2_runtime_session.c	source	bx-vdm	opennt-bop	project-authored BOP route/composition	git mv	S5	BOP ingress or provider routing
src/bx-vdm/bx_ntvdm_bulk_result_transaction.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_cpu_delta_abi.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_cpu_result_v2.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_cpu_state_abi.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
src/bx-vdm/bx_ntvdm_engine_contract_v1.c	source	bx-vdm	adapter-softpc	project-authored SoftPC/CCPU facade	git mv	S7	typed mechanical CCPU/SoftPC-to-Bochs boundary
