"file_id"	"target_path"	"package_root"	"file_kind"	"original_build_membership"	"provisional_composition_disposition"	"source_role_and_reason"	"original_evidence"	"interface_state"	"final_state"
"MVDM-FILE-1306"	"suballoc/suballoc.txt"	"suballoc"	"resource-or-other"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original suballoc library or test"	"suballoc/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1307"	"suballoc/tsa.c"	"suballoc"	"source"	"not-observed-in-literal-sources"	"test-program-profile-excluded"	"original UMTEST program; not a suballoc library member"	"suballoc/sources: UMTEST=tsa"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1446"	"vdmutils/dirs"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1447"	"vdmutils/forcedos/forcedos.c"	"vdmutils"	"source"	"observed-in-literal-sources"	"standalone-tool-profile-excluded"	"original utility program source, not a reusable VDM host runtime library"	"per-directory original sources description"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1448"	"vdmutils/forcedos/forcedos.h"	"vdmutils"	"declaration"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1449"	"vdmutils/forcedos/forcedos.rc"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1450"	"vdmutils/forcedos/makefile"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1451"	"vdmutils/forcedos/pif.h"	"vdmutils"	"declaration"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1452"	"vdmutils/forcedos/sources"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1453"	"vdmutils/graftabl/graftabl.c"	"vdmutils"	"source"	"observed-in-literal-sources"	"standalone-tool-profile-excluded"	"original utility program source, not a reusable VDM host runtime library"	"per-directory original sources description"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1454"	"vdmutils/graftabl/graftabl.h"	"vdmutils"	"declaration"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1455"	"vdmutils/graftabl/graftabl.rc"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1456"	"vdmutils/graftabl/makefile"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1457"	"vdmutils/graftabl/sources"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1458"	"vdmutils/pifedit/makefile"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1459"	"vdmutils/pifedit/mods.c"	"vdmutils"	"source"	"observed-in-literal-sources"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1460"	"vdmutils/pifedit/mods.h"	"vdmutils"	"declaration"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1461"	"vdmutils/pifedit/pif.def"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"source"	"observed-in-literal-sources"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1463"	"vdmutils/pifedit/pifedit.h"	"vdmutils"	"declaration"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1464"	"vdmutils/pifedit/pifedit.ico"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1465"	"vdmutils/pifedit/pifedit.rc"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1466"	"vdmutils/pifedit/pifedit.rcv"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1467"	"vdmutils/pifedit/pifhelp.h"	"vdmutils"	"declaration"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1468"	"vdmutils/pifedit/pifsubs.c"	"vdmutils"	"source"	"observed-in-literal-sources"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1469"	"vdmutils/pifedit/sources"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1470"	"vdmutils/win/makefile"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1471"	"vdmutils/win/sources"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1472"	"vdmutils/win/win.c"	"vdmutils"	"source"	"observed-in-literal-sources"	"standalone-tool-profile-excluded"	"original utility program source, not a reusable VDM host runtime library"	"per-directory original sources description"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1473"	"vdmutils/win/win.rc"	"vdmutils"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
