record_id	source_path	owner_package	review_cluster	profile_class	source_line	candidate_kind	symbol	source_excerpt	review_requirement	x86_x64_disposition
T310-S8-P4-ABI-000516	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	96	function-pointer-indirect-call	do_sas_M_get_dw_ptr	host_addr ( *do_sas_M_get_dw_ptr ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000517	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	97	function-pointer-declaration-or-slot	do_sas_enable_20_bit_wrapping	VOID ( *do_sas_enable_20_bit_wrapping ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000518	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	97	function-pointer-indirect-call	do_sas_enable_20_bit_wrapping	VOID ( *do_sas_enable_20_bit_wrapping ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000519	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	98	function-pointer-declaration-or-slot	do_sas_disable_20_bit_wrapping	VOID ( *do_sas_disable_20_bit_wrapping ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000520	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	98	function-pointer-indirect-call	do_sas_disable_20_bit_wrapping	VOID ( *do_sas_disable_20_bit_wrapping ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000521	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	99	function-pointer-declaration-or-slot	do_sas_scratch_address	host_addr ( *do_sas_scratch_address ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000522	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	99	function-pointer-indirect-call	do_sas_scratch_address	host_addr ( *do_sas_scratch_address ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000523	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	100	function-pointer-declaration-or-slot	do_sas_connect_memory	VOID ( *do_sas_connect_memory ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000524	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	100	function-pointer-indirect-call	do_sas_connect_memory	VOID ( *do_sas_connect_memory ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000525	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	101	function-pointer-declaration-or-slot	do_sas_store_no_check	VOID ( *do_sas_store_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000526	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	101	function-pointer-indirect-call	do_sas_store_no_check	VOID ( *do_sas_store_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000527	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	102	function-pointer-declaration-or-slot	do_sas_storew_no_check	VOID ( *do_sas_storew_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000528	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	102	function-pointer-indirect-call	do_sas_storew_no_check	VOID ( *do_sas_storew_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000529	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	103	function-pointer-declaration-or-slot	do_sas_storedw_no_check	VOID ( *do_sas_storedw_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000530	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	103	function-pointer-indirect-call	do_sas_storedw_no_check	VOID ( *do_sas_storedw_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000531	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	104	function-pointer-declaration-or-slot	do_sas_hw_at_no_check	half_word ( *do_sas_hw_at_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000532	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	104	function-pointer-indirect-call	do_sas_hw_at_no_check	half_word ( *do_sas_hw_at_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000533	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	105	function-pointer-declaration-or-slot	do_sas_w_at_no_check	word ( *do_sas_w_at_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000534	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	105	function-pointer-indirect-call	do_sas_w_at_no_check	word ( *do_sas_w_at_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000535	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	106	function-pointer-declaration-or-slot	do_sas_blockop	half_word ( *do_sas_blockop ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000536	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	106	function-pointer-indirect-call	do_sas_blockop	half_word ( *do_sas_blockop ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000537	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	107	function-pointer-declaration-or-slot	do_sas_dw_at_no_check	double_word ( *do_sas_dw_at_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000538	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	107	function-pointer-indirect-call	do_sas_dw_at_no_check	double_word ( *do_sas_dw_at_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000539	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	108	function-pointer-declaration-or-slot	do_sas_twenty_bit_wrapping_enabled	BOOL ( *do_sas_twenty_bit_wrapping_enabled ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000540	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	108	function-pointer-indirect-call	do_sas_twenty_bit_wrapping_enabled	BOOL ( *do_sas_twenty_bit_wrapping_enabled ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000541	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	109	function-pointer-declaration-or-slot	do_sas_part_enable_20_bit_wrap	VOID ( *do_sas_part_enable_20_bit_wrap ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000542	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	109	function-pointer-indirect-call	do_sas_part_enable_20_bit_wrap	VOID ( *do_sas_part_enable_20_bit_wrap ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000543	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	110	function-pointer-declaration-or-slot	do_sas_part_disable_20_bit_wrap	VOID ( *do_sas_part_disable_20_bit_wrap ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000544	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	110	function-pointer-indirect-call	do_sas_part_disable_20_bit_wrap	VOID ( *do_sas_part_disable_20_bit_wrap ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000545	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	111	function-pointer-declaration-or-slot	do_sas_loads_no_check	VOID ( *do_sas_loads_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000546	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	111	function-pointer-indirect-call	do_sas_loads_no_check	VOID ( *do_sas_loads_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000547	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	112	function-pointer-declaration-or-slot	do_sas_stores_no_check	VOID ( *do_sas_stores_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000548	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	112	function-pointer-indirect-call	do_sas_stores_no_check	VOID ( *do_sas_stores_no_check ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000549	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	113	function-pointer-declaration-or-slot	do_sas_overwrite_memory	VOID ( *do_sas_overwrite_memory ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000550	src/mvdm-host/softpc.new/base/inc/host_sas.h	softpc.new	SPC-SAS-MEMORY-CONTRACT	selected-softpc-machine-source	113	function-pointer-indirect-call	do_sas_overwrite_memory	VOID ( *do_sas_overwrite_memory ) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000551	src/mvdm-host/softpc.new/base/inc/host_sig.h	softpc.new	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	14	function-pointer-declaration-or-slot	VOIDFUNC	typedef void (*VOIDFUNC)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000552	src/mvdm-host/softpc.new/base/inc/host_sig.h	softpc.new	SPC-OTHER-MACHINE-SOURCE	selected-softpc-machine-source	14	function-pointer-indirect-call	VOIDFUNC	typedef void (*VOIDFUNC)();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000553	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	254	function-pointer-declaration-or-slot	init	VOID (*init) (half_word hunter_mode);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000554	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	254	function-pointer-indirect-call	init	VOID (*init) (half_word hunter_mode);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000555	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	257	function-pointer-declaration-or-slot	activate_menus	VOID (*activate_menus) (BOOL activate);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000556	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	257	function-pointer-indirect-call	activate_menus	VOID (*activate_menus) (BOOL activate);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000557	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	260	function-pointer-declaration-or-slot	flip_indicate	VOID (*flip_indicate) (BOOL sd_file);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000558	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	260	function-pointer-indirect-call	flip_indicate	VOID (*flip_indicate) (BOOL sd_file);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000559	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	263	function-pointer-declaration-or-slot	mark_error	VOID (*mark_error) (USHORT x, USHORT y);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000560	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	263	function-pointer-indirect-call	mark_error	VOID (*mark_error) (USHORT x, USHORT y);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000561	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	264	function-pointer-declaration-or-slot	wipe_error	VOID (*wipe_error) (USHORT x, USHORT y);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000562	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	264	function-pointer-indirect-call	wipe_error	VOID (*wipe_error) (USHORT x, USHORT y);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000563	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	267	function-pointer-declaration-or-slot	draw_box	VOID (*draw_box) (BOX *box);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000564	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	267	function-pointer-indirect-call	draw_box	VOID (*draw_box) (BOX *box);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000565	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	268	function-pointer-declaration-or-slot	wipe_box	VOID (*wipe_box) (BOX *box);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000566	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	268	function-pointer-indirect-call	wipe_box	VOID (*wipe_box) (BOX *box);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000567	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	273	function-pointer-declaration-or-slot	check_image	ULONG (*check_image) (BOOL initial);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000568	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	273	function-pointer-indirect-call	check_image	ULONG (*check_image) (BOOL initial);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000569	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	274	function-pointer-declaration-or-slot	display_image	VOID (*display_image) (BOOL image_swapped);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000570	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	274	function-pointer-indirect-call	display_image	VOID (*display_image) (BOOL image_swapped);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000571	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	275	function-pointer-declaration-or-slot	display_status	VOID (*display_status) (CHAR *message);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000572	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	275	function-pointer-indirect-call	display_status	VOID (*display_status) (CHAR *message);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000573	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	280	function-pointer-declaration-or-slot	init	VOID (*init) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000574	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	280	function-pointer-indirect-call	init	VOID (*init) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000575	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	283	function-pointer-declaration-or-slot	activate_menus	VOID (*activate_menus) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000576	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	283	function-pointer-indirect-call	activate_menus	VOID (*activate_menus) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000577	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	286	function-pointer-declaration-or-slot	flip_indicate	VOID (*flip_indicate) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000578	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	286	function-pointer-indirect-call	flip_indicate	VOID (*flip_indicate) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000579	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	289	function-pointer-declaration-or-slot	mark_error	VOID (*mark_error) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000580	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	289	function-pointer-indirect-call	mark_error	VOID (*mark_error) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000581	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	290	function-pointer-declaration-or-slot	wipe_error	VOID (*wipe_error) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000582	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	290	function-pointer-indirect-call	wipe_error	VOID (*wipe_error) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000583	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	293	function-pointer-declaration-or-slot	draw_box	VOID (*draw_box) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000584	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	293	function-pointer-indirect-call	draw_box	VOID (*draw_box) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000585	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	294	function-pointer-declaration-or-slot	wipe_box	VOID (*wipe_box) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000586	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	294	function-pointer-indirect-call	wipe_box	VOID (*wipe_box) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000587	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	299	function-pointer-declaration-or-slot	check_image	ULONG (*check_image) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000588	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	299	function-pointer-indirect-call	check_image	ULONG (*check_image) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000589	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	300	function-pointer-declaration-or-slot	display_image	VOID (*display_image) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000590	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	300	function-pointer-indirect-call	display_image	VOID (*display_image) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000591	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	301	function-pointer-declaration-or-slot	display_status	VOID (*display_status) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000592	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	301	function-pointer-indirect-call	display_status	VOID (*display_status) ();	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000593	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	332	function-pointer-declaration-or-slot	start_screen	VOID (*start_screen) (USHORT screen_no); /* Fast forward */	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000594	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	332	function-pointer-indirect-call	start_screen	VOID (*start_screen) (USHORT screen_no); /* Fast forward */	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000595	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	333	function-pointer-declaration-or-slot	next_screen	VOID (*next_screen) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000596	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	333	function-pointer-indirect-call	next_screen	VOID (*next_screen) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000597	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	334	function-pointer-declaration-or-slot	prev_screen	VOID (*prev_screen) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000598	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	334	function-pointer-indirect-call	prev_screen	VOID (*prev_screen) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000599	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	335	function-pointer-declaration-or-slot	show_screen	VOID (*show_screen) (USHORT screen_no, BOOL compare);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000600	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	335	function-pointer-indirect-call	show_screen	VOID (*show_screen) (USHORT screen_no, BOOL compare);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000601	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	336	function-pointer-declaration-or-slot	continue_trap	VOID (*continue_trap) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000602	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	336	function-pointer-indirect-call	continue_trap	VOID (*continue_trap) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
T310-S8-P4-ABI-000603	src/mvdm-host/softpc.new/base/inc/hunter.h	softpc.new	SPC-HUNTER-UNSELECTED	unselected-debug-profile	337	function-pointer-declaration-or-slot	abort_trap	VOID (*abort_trap) (VOID);	read declaration, assignment/initializer, selected callers and original package context	unreviewed-source-context-required
