function_id	symbol	stage1_semantic_disposition	function_disposition	final_owner	runtime_direct_call_site_count	caller_paths	selected_definition_candidates	external_definition_candidates	external_package_roots	source_definition_status	first_hop_basis	next_stage
"MVDM-FIRST-HOP-FUNCTION-0523"	"GetKeyState"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"5"	"softpc.new/host/src/nt_event.c;vdmutils/pifedit/pifedit.c;wow32/wstruc.c;wow32/wumsg.c;wow32/wusercli.c"	""	"windows/core/ntuser/client/wow.c:316@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;windows/core/ntuser/client/ntstubs.c:589@7df814a5496ceb8cedaee8b51d9f4d1966629f109f15ebf8622805eb6902eb01;nt/private/ntos/w32/ntuser/client/wow.c:316@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/ntos/w32/ntuser/client/ntstubs.c:589@7df814a5496ceb8cedaee8b51d9f4d1966629f109f15ebf8622805eb6902eb01"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0524"	"GetLastActivePopup"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser.c"	""	"windows/core/ntuser/client/winmgrc.c:190@26f0174e6a0db53d942506cbdc12efbfebc34a943d780170e7bf9d95775514a4;nt/private/ntos/w32/ntuser/client/winmgrc.c:190@26f0174e6a0db53d942506cbdc12efbfebc34a943d780170e7bf9d95775514a4"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0525"	"GetLastError"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"165"	"dos/command/cmdexec.c;dos/command/cmdredir.c;dos/dem/demdasd.c;dos/dem/demerror.c;dos/dem/demfcb.c;dos/dem/demgset.c;dos/dem/demhndl.c;dos/dem/demioctl.c;dos/dem/demsrch.c;fax/wowfaxui/wfhelper.c;fax/wowfaxui/wfsheets.c;fax/wowfaxui/wfupgrad.c;ieuvddex/i386/profile.c;ieuvddex/i386/reflect.c;ieuvddex/i386/regs.c;ieuvddex/i386/vdmtib.c;ieuvddex/pmode.c;ieuvddex/system.c;softpc.new/base/ccpu386/ntthread.c;softpc.new/debugger/vdmdebug.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vga.c;v86/scaffold/i386/softpc.c;vdd/samples/adlibvdd/vdd.c;vdd/samples/mscdex/vdd/vcdex.c;vdd/samples/vsbd/vdd.c;vdmexts/i386/profile.c;vdmexts/i386/regs.c;vdmexts/i386/vdmtib.c;vdmexts/reflect.c;vdmexts/system.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcpst.c;vdmredir/vrmslot.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmutils/forcedos/forcedos.c;vdmutils/win/win.c;wow32/wkfileio.c;wow32/wkman.c;wow32/wow32.c;wow32/wow32fax.c;wow32/wspool.c;wow32/wucomm.c;wow32/wumsg.c;wow32/wuser31.c"	""	"com/ole32/stg/props/utest/pch.cxx:132@d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8;base/win32/client/error.c:82@8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5;nt/private/ole32/stg/props/utest/pch.cxx:132@d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8;nt/private/windows/base/client/error.c:82@8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5"	"base/win32/client;com/ole32;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0526"	"GetLocaleInfo"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"dos/command/cmdconf.c"	""	"com/oleaut32/dispatch/nlshelp.cpp:210@0802970f0baec7fdd53727604e3b8c70f87a3ccbe7bbac9c64976333756d4765;nt/private/oleauto/src/dispatch/nlshelp.cpp:210@0802970f0baec7fdd53727604e3b8c70f87a3ccbe7bbac9c64976333756d4765"	"com/oleaut32;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0527"	"GetLocalTime"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"10"	"dos/dem/demfcb.c;dos/dem/demgset.c;softpc.new/base/system/cmosnt.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c;vdmredir/vrdlcdbg.c;wow32/wdos.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0528"	"GetMailslotInfo"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"vdmredir/vrmslot.c"	""	"base/win32/client/mailslot.c:193@1a033f1cebdb6b6385b0e7b87422bfab375c6f70d4611d827f06748d1a97f400;nt/private/windows/base/client/mailslot.c:193@1a033f1cebdb6b6385b0e7b87422bfab375c6f70d4611d827f06748d1a97f400"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0529"	"GetMapMode"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0530"	"GetMenu"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wusercli.c"	""	"windows/core/ntuser/client/wow.c:324@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/ntos/w32/ntuser/client/wow.c:324@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0531"	"GetMenuCheckMarkDimensions"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumenu.c"	""	"windows/core/ntuser/client/menuc.c:397@7a912bc007995df587728dd7bbc651ef3ec7165386da6ca0d34e3fa30ba6aa2c;nt/private/ntos/w32/ntuser/client/menuc.c:397@7a912bc007995df587728dd7bbc651ef3ec7165386da6ca0d34e3fa30ba6aa2c"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0532"	"GetMenuItemCount"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wusercli.c"	""	"windows/core/ntuser/client/wow.c:357@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/ntos/w32/ntuser/client/wow.c:357@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0533"	"GetMenuItemID"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wusercli.c"	""	"windows/core/ntuser/client/wow.c:378@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/ntos/w32/ntuser/client/wow.c:378@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0534"	"GetMenuState"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wusercli.c"	""	"windows/core/ntuser/client/wow.c:404@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/ntos/w32/ntuser/client/wow.c:404@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0535"	"GetMenuString"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumenu.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0536"	"GetMessage"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"softpc.new/host/src/nt_hunt.c;vdmutils/pifedit/pifedit.c;wow32/wumsg.c"	""	"nt/private/nw/test/getmsg.c:126@e3d9d9343118831e77841b3e0cd6790e20bcbdb365459cb9a2c8d8f1add37cc9;nt/private/nw/rdr/fsctl.c:1331@aa881b9ba12c482d26483472be8fc8910e40041683e2d4428c19dc4fe19cf17c;nt/private/rpc/midlnew/back/src/proxy.cxx:746@fa304ad2b03f5266417855843aae8a0c5c4b76328902f5e35f20bbcaf7dd13c1"	"nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0537"	"GetMessageExtraInfo"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser31.c"	""	"windows/core/ntuser/client/clmsg.c:1880@2f87967a05e730e2c95b8ce0b92443d323f76baec97446d3c4f8c9dc163710fd;nt/private/ntos/w32/ntuser/client/clmsg.c:1880@2f87967a05e730e2c95b8ce0b92443d323f76baec97446d3c4f8c9dc163710fd"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0538"	"GetMessagePos"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumsg.c"	""	"windows/core/ntuser/client/client.c:2656@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472;nt/private/ntos/w32/ntuser/client/client.c:2656@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0539"	"GetMessageTime"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wumsg.c"	""	"windows/core/ntuser/client/clmsg.c:1868@2f87967a05e730e2c95b8ce0b92443d323f76baec97446d3c4f8c9dc163710fd;nt/private/ntos/w32/ntuser/client/clmsg.c:1868@2f87967a05e730e2c95b8ce0b92443d323f76baec97446d3c4f8c9dc163710fd"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0540"	"GetMetaFile"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgmeta.c"	""	"base/mvdm/wow16/gdi/meta.c:1720@1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64;nt/private/mvdm/wow16/gdi/meta.c:1720@1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"base/mvdm;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0541"	"GetMetaFileBitsEx"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"4"	"wow32/wgmeta.c"	""	"windows/core/ntgdi/client/mfrec16.c:2382@3e47d367f3f4bbc4fbce94b18e86fcc8ffe763155d60938c82fc4ee243ecb0b2;nt/private/ntos/w32/ntgdi/client/mfrec16.c:2382@3e47d367f3f4bbc4fbce94b18e86fcc8ffe763155d60938c82fc4ee243ecb0b2"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0542"	"GetModuleFileName"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"wow32/wkernel.c;wow32/wow32.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0543"	"GetNamedPipeHandleState"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"vdmredir/vrnmpipe.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0544"	"GetNamedPipeInfo"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"vdmredir/vrnmpipe.c"	""	"base/win32/client/namepipe.c:1070@125d28753700bd70f44b2411ad87cb9029154c6fb77322c28f253961e9438cac;nt/private/windows/base/client/namepipe.c:1070@125d28753700bd70f44b2411ad87cb9029154c6fb77322c28f253961e9438cac"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0545"	"GetNearestColor"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wgdi.c"	""	"windows/core/ntgdi/client/dcquery.c:487@210ee355ddfc264fd0639e4f124817358e790c8be9ca3dab8082aa6b82ecd8e6;nt/private/ntos/w32/ntgdi/client/dcquery.c:487@210ee355ddfc264fd0639e4f124817358e790c8be9ca3dab8082aa6b82ecd8e6"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0546"	"GetNearestPaletteIndex"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgpal.c"	""	"windows/core/ntgdi/client/object.c:3176@cc616c448244a2073eb109f433db9e64351605246932ccbf08ba088ecae596f8;nt/private/ntos/w32/ntgdi/client/object.c:3176@cc616c448244a2073eb109f433db9e64351605246932ccbf08ba088ecae596f8"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0547"	"GetNextDlgGroupItem"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wudlg.c"	""	"windows/core/ntuser/client/dlgmgrc.c:395@678d2cd4b79a15a79e6c0257b4bd93ad69fa7be95a513b627565490256cb1afc;nt/private/ntos/w32/ntuser/client/dlgmgrc.c:395@678d2cd4b79a15a79e6c0257b4bd93ad69fa7be95a513b627565490256cb1afc"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0548"	"GetNextDlgTabItem"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wudlg.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0549"	"GetNextWindow"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wusercli.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0550"	"GetObject"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"9"	"wow32/wcuricon.c;wow32/wgdi.c"	""	"windows/mfc/src42/olelink.cpp:664@fbe728b701c7557bbcd5c72e92702ae29d0f6dd4ea526f2c4118c30f42e2b260;windows/mfc/src40/olelink.cpp:664@fbe728b701c7557bbcd5c72e92702ae29d0f6dd4ea526f2c4118c30f42e2b260;windows/mfc/src30/olelink.cpp:630@0a20118d4907c4190e5468151bf86573591dd8ba1f63a743c8e428c4c0b5a2df;com/ole32/dcomss/olescm/scmrot.cxx:640@37e41cde487ccfa9adbc2f0c0e26ee77408754746478c70d7cfe02276fdd4054;com/ole32/com/rot/crot.cxx:946@a03be2d268aaca0a144ddb6f3fac5bb60aa93678053acc48b5ec0103344b5acc;com/ole32/com/remote.obs/dde/client/ddeioc.cxx:105@f5ba3f73ef5d74000a735cb445961eb686c4991723924e86c6dd67a0b71f6ccd;com/ole32/com/dde/client/ddeioc.cxx:105@16533231d3dd1bd463ebbd32cd619953216d93e974bf6b0e50115298610638c2;nt/private/sdktools/vctools/ntmfc/src42/olelink.cpp:664@fbe728b701c7557bbcd5c72e92702ae29d0f6dd4ea526f2c4118c30f42e2b260;nt/private/sdktools/vctools/ntmfc/src40/olelink.cpp:664@fbe728b701c7557bbcd5c72e92702ae29d0f6dd4ea526f2c4118c30f42e2b260;nt/private/sdktools/vctools/ntmfc/src/olelink.cpp:630@0a20118d4907c4190e5468151bf86573591dd8ba1f63a743c8e428c4c0b5a2df;nt/private/net/ui/mfc200/src/olesvr.cpp:827@491bd39a330c140c4402e38c82705bbcafdf2499230d98996d4af3c248f4b0f1;nt/private/ole32/dcomss/olescm/scmrot.cxx:640@37e41cde487ccfa9adbc2f0c0e26ee77408754746478c70d7cfe02276fdd4054;nt/private/ole32/com/rot/crot.cxx:946@a03be2d268aaca0a144ddb6f3fac5bb60aa93678053acc48b5ec0103344b5acc;nt/private/ole32/com/remote/dde/client/ddeioc.cxx:105@f5ba3f73ef5d74000a735cb445961eb686c4991723924e86c6dd67a0b71f6ccd;nt/private/ole32/com/dde/client/ddeioc.cxx:105@16533231d3dd1bd463ebbd32cd619953216d93e974bf6b0e50115298610638c2;nt/private/oleutest/balls/common/bscbnd.cxx:553@b443fde2a2918e0c9132257edb652978dde53495880b7f7e86f325507516b089;nt/private/oleutest/dll/oleimpl.cxx:641@0392cfbfe479ed6a74b3252186579a59192e5f38d0d36bd068dd258045d2de8f"	"com/ole32;nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0551"	"GetObjectType"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"4"	"wow32/wgdi.c;wow32/wgdi31.c;wow32/wuclass.c"	""	"windows/core/ntgdi/client/object.c:3506@cc616c448244a2073eb109f433db9e64351605246932ccbf08ba088ecae596f8;nt/private/ntos/w32/ntgdi/client/object.c:3506@cc616c448244a2073eb109f433db9e64351605246932ccbf08ba088ecae596f8"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0552"	"GetOEMCP"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"dos/command/cmdconf.c"	""	"base/win32/winnls/mbcs.c:979@04f6088b309f7a8ff03fa72fe7590d9b003ea8bf1ec9ec435dc7c28bee31388d;nt/private/windows/winnls/mbcs.c:979@04f6088b309f7a8ff03fa72fe7590d9b003ea8bf1ec9ec435dc7c28bee31388d"	"base/win32/winnls;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0553"	"GetOpenClipboardWindow"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser31.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0554"	"GetOpenFileName"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"vdmutils/pifedit/pifedit.c"	""	"shell/comdlg32/fileopen.c:890@7c01592f7a76baf3cc17636561f6eecc28d32766b3605eab6e90c84b175b4ee3;nt/private/windows/shell/comdlg/fileopen.c:890@7c01592f7a76baf3cc17636561f6eecc28d32766b3605eab6e90c84b175b4ee3"	"nt/private;shell/comdlg32"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0555"	"GetOutlineTextMetrics"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi31.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0556"	"GetOverlappedResult"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"14"	"softpc.new/host/src/nt_com.c;vdmredir/vrnmpipe.c;wow32/wucomm.c"	""	"com/ole32/stg/fsstg.obs/overlap.cxx:93@c1048b6fcd121899c3b5870fad5f16a29233444a5d04eb701e66af51d2ebff90;base/win32/client/error.c:517@8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5;nt/private/ole32/stg/fsstg/overlap.cxx:93@c1048b6fcd121899c3b5870fad5f16a29233444a5d04eb701e66af51d2ebff90;nt/private/windows/base/client/error.c:517@8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5"	"base/win32/client;com/ole32;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0557"	"GetPaletteEntries"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgpal.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0558"	"GetParent"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"vdmutils/pifedit/pifedit.c;wow32/wusercli.c;wow32/wuwind.c"	""	"windows/core/ntuser/client/wow.c:480@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;com/ole32/stg/xact.obs/coord.cxx:1256@2600214cc0753eb80a855f6919a4725c841a1905960f443a314bc5aac4b5e879;com/ole32/stg/async/docfile/stgconn.cxx:645@87e1dc7fbf8b5d5e1d8e5bc06f6b333319241f35d59116bf1d0f7f1c27346400;nt/private/ntos/w32/ntuser/client/wow.c:480@1ece9db0e35238434843bb73ece92dd66000a44bc6b1148a08bcabf1329f8d9a;nt/private/wangview/norway/iedit95/aimgfile.cpp:489@418ab53ae3617379d5449d95b12ea5ba953abd8b12c366636a933d6ab9810e40;nt/private/wangview/norway/iedit95/aapp.cpp:488@8e6851034e483bac7892856c524c7f5db6cb40db41d460856db748daefc978d6;nt/private/ole32/stg/xact/coord.cxx:1256@2600214cc0753eb80a855f6919a4725c841a1905960f443a314bc5aac4b5e879;nt/private/ole32/stg/async/docfile/stgconn.cxx:645@87e1dc7fbf8b5d5e1d8e5bc06f6b333319241f35d59116bf1d0f7f1c27346400;nt/private/net/ui/llsmgr/srvobj.cpp:284@ebc62a7293c44dc3d65424ee5ad863caabe2095df41b66d868029c5ba5986f79;nt/private/net/ui/llsmgr/ctlobj.cpp:458@1149b47c96a472ad58dc3e0c47ea7a240d324be11e32068665211a3c5f124d8b;nt/private/net/ui/llsmgr/appobj.cpp:503@226df6bc04be3e02fa595a6f47d9b273ca5350c68b1e75378ee4379a4d9aa31a"	"com/ole32;nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
