"audit_id"	"source_path"	"file_kind"	"manifest_state"	"mirror_identity"	"current_sha256"	"canonical_source_path"	"canonical_sha256"	"inherited_or_current_disposition"	"S1_note"
"T335-WOW-071"	"wow32/obj/i386/wkgthunk.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"CC91C9C11B9111A5E107BED10E59D9E345B4CDA1F71DDA2EF7F9035D3B89173F"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-072"	"wow32/obj/i386/wkman.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7776FB33697D3E02EAE7145E9FB72DBE01C62FA905752DD83229E81F71A33057"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-073"	"wow32/obj/i386/wkmem.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"535A853CD0CA1EF70CDBDC191B3AF7FE68927E40BA0DD4BEB7E2F425006B11BA"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-074"	"wow32/obj/i386/wmdisp32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"14A217A66E0EFCEB32A936BFD9B8CF30E81E7327C41D624CAEA0F413A621866D"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-075"	"wow32/obj/i386/wmmalias.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"386FAA11533C825DE9D36676C434F58B64E13791FFE7F222A13F77C67E53FD7E"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-076"	"wow32/obj/i386/wmmedia.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"6ABB3BF9C6CED85458B9E9E16FE330EB3F4A40211D37D83FB8C5BF63CEAE82F2"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-077"	"wow32/obj/i386/wmmedia1.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"400CB4B10CC5FC6B5E9A75AADE4960357738B489403DB4B6FD94C9D213F62321"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-078"	"wow32/obj/i386/wmmedia2.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"525042C1CA26610C69C0F400E1139FF16F663CA8EA765DF0770B50CE666F3271"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-079"	"wow32/obj/i386/wmmstru1.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"E3C2E97D544535CCF3D8F0D67AA44DB21AA73F84B499FAABAA25DD82C14BF548"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-080"	"wow32/obj/i386/wmmstru2.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"AD4148583A29186D7AD25BDEB83104278CAFCC9520F91A1CC0FB8523404682A5"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-081"	"wow32/obj/i386/wmmstruc.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"23973B32B01FAA3C7E532016DBE1F94E8C383D316CA867714A97F556F40491BC"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-082"	"wow32/obj/i386/wmsg16.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"003E22E661E86CC3F8C07C2B7C4A23BDADA1E0586BBC3C7ABAB8444AE671B1E5"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-083"	"wow32/obj/i386/wmsgbm.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"9F2F512BEA136C09B68B4FC24C0D14F8CA36D532101339E2D4A35D37D30FC37D"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-084"	"wow32/obj/i386/wmsgcb.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"980F73066B0A10C8CDBB7BAD6ABBD0B1331FAA9D6AD9AB0D4D235E332F1F3D9E"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-085"	"wow32/obj/i386/wmsgem.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"3F78A95CC7BB9D7B0E04E26A1AD7D4FCEA1C7969C3E5A051B90F5C3178289469"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-086"	"wow32/obj/i386/wmsglb.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"E0EAB222CA9DC9200B954F9EACA9810F024ED19FE906340C8F9A582669054049"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-087"	"wow32/obj/i386/wmsgsbm.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7F1ECA9DFDB033B5B9FB719E50DDB2C9FB7B3EDB737F29835BE6C2A2A54C175D"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-088"	"wow32/obj/i386/wmtbl32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"D785BE5E9F8624B843EFC5A7B5AC1B4D47618AEB2695C0EC4FDFD6C598C766DF"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-089"	"wow32/obj/i386/wole2.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"66EADC4474957AB7BD9B053ADAF8F3B0EEAC7CF3EE8644D074C1E89802CB2D3A"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-090"	"wow32/obj/i386/wow32.def"	".def"	"declaration-or-build-carrier"	"canonical-path-not-found"	"DD8316BE8281D09B036B4C4F951824DDB63C065ACA7887D257784C8DB42F2EC9"	""	""	"binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-091"	"wow32/obj/i386/wow32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7ACA974410346D5FEB165E50508E9FF0E6BD14097F72D265D5E32F91A3914CE4"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-092"	"wow32/obj/i386/wow32.res"	".res"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"6574EA89AF9BE976C462B192963E992C2063A33C0E8CB86E7540CE2942502C36"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-093"	"wow32/obj/i386/wow32fax.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"D12B9E525621B769F337D3AC091F728A6880469A39EB560244EEE1E6AB4B4743"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-094"	"wow32/obj/i386/wowhooks.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"50DC3FE11C841ABEB04AAB581F43C2BEEC18855D2F87CF09B9477935F6A13211"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-095"	"wow32/obj/i386/wowtbl.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"474F44AE35B49EF4C2AE6256453F839D3AD3A1E826A1C2CF808649AA778A94C2"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-096"	"wow32/obj/i386/wparam.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"579D6FA741B596EB2F98B3528B969C1A869D3FE63F9104A96D7A41E2908B5983"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-097"	"wow32/obj/i386/wreldc.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"73956397A07B7988F35C0C5D7872582BF92CFCCFF08B6F26AD5F6239DBBF518B"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-098"	"wow32/obj/i386/wres16.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"BF6779CEFCD91DCA20095E7C9D6919DA0086969FFA48E540A93358EC5C9C882F"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-099"	"wow32/obj/i386/wres32.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"219EA58CB48EA22D7A716B12FCF7A14EFC352EFCD95AB1BC1C1B20B7CD6B73FE"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-100"	"wow32/obj/i386/wsdata.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"0AA9CEB719457C396B61E456BEB32848CDE0E56EDE34F85A2FEFD066E501AC61"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-101"	"wow32/obj/i386/wsext.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"6B01061B2B726FACC719122377E68FD521476F863065BCA7F8849FA812145F75"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-102"	"wow32/obj/i386/wshell.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"9CB9BEAB8302E674F995707CCEA285BE6C9F51E4266340399AF528AF9BC033A1"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-103"	"wow32/obj/i386/wsman.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"30DBF068AE0117D30632B11DFAD6036FF17176B35E6907D8980743A4C42E7EA5"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-104"	"wow32/obj/i386/wspool.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"A42E3A625538E85630301D6D1A4A6D4D42004CCCFCCA16E2D6BD7F7FEDB5EAFD"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-105"	"wow32/obj/i386/wsraw.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"532033527F066477C16E34B0E4E1424E69EFC6D97362B0EC5C1DB6D632720ADD"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-106"	"wow32/obj/i386/wstruc.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"A8A4C77BE555B698634742A8E432CEBA976E336720273936F73C86320AE3745A"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-107"	"wow32/obj/i386/wsubcls.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"6585A08C39B714A5F102B47573C7D57F47363E447BD27F333AE7498E64193DF5"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-108"	"wow32/obj/i386/wthman.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"14AF3C354028AD8BDB493406CA8E1FBC901D64A61F9784206C5E1F3E98E97E56"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-109"	"wow32/obj/i386/wucaret.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"A0E4C9A567E3B2226CCA55FEEB94408A36230E3724BADF7DFE44A3728D593570"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-110"	"wow32/obj/i386/wuclass.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"4CE7C4B610B22D2D40CBE3D2091BF21414BA2A4FF4D4C51C04E657C1CAD160E5"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-111"	"wow32/obj/i386/wuclip.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"DA859EC311BD8676E6920E6079BDB9FEE6A00D4EF25DDE783623F54115DA6108"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-112"	"wow32/obj/i386/wucomm.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"2D8A634C218062747348EF4F41D9F1043D8206E61287BCD9ED091444B521A237"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-113"	"wow32/obj/i386/wucursor.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"A77C81B30C6CF67BAFAA1C0058DC7AE5207E0902C6960FF19D388F6ABD26EFC1"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-114"	"wow32/obj/i386/wudlg.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"4E80F54DEEBDB092791C281EFF480BB65C0171BF1B7B754FC5B20EB58C1680EE"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-115"	"wow32/obj/i386/wuhook.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"DD3C78C50062831AF167862B7DE71F06356A739C4A5D260BCDA84E9DD1A363CE"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-116"	"wow32/obj/i386/wulang.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"1A8A8B149EEA76FFF7C74CB4F0E11E62343C7AD6AEC1CAA4829AE85FA05BDE05"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-117"	"wow32/obj/i386/wuman.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"25B34A895DC08DDA0D9B004309A1D2DC74893AF84B199E4DAEF49B0851A077B1"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-118"	"wow32/obj/i386/wumenu.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"D72745D25757C1254A001633B92D254BC347F167F1F3037F2EBF91FBAB9B67EA"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-119"	"wow32/obj/i386/wumsg.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"EFE3B2B7A96AA6522BE06E2650570EAD0F78103B47D158F23AC9FA7CD8280378"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-120"	"wow32/obj/i386/wuser.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"783FEFC72CF1B77E5F1FFFDA92E79FF0C651997B97183534FBF53E49960D26FD"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-121"	"wow32/obj/i386/wuser31.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"CD3A2148065F5B61D65C97305985FD67CB592A97A51A5EE034FFBD57FE3A7C9C"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-122"	"wow32/obj/i386/wusercli.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"D6B5F4C81C78CE299B47296A802506DA60FCB6DA9A4E758A6CB175E03D2E2D3B"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-123"	"wow32/obj/i386/wutext.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"B4976EF05E56BB5A919863F7B3648411AD457153B0DDEE97BF5A24D564108830"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-124"	"wow32/obj/i386/wutmr.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"7381E410189F1B58657C3B280BF6025E727E8399065AFEE740444943C46FFCC9"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-125"	"wow32/obj/i386/wuwind.obj"	".obj"	"mirror-intermediate-or-artifact"	"canonical-path-not-found"	"0C44DA063A64687C722CE2AB7E145A1991CC8627738FEDC6160A2414F0CB1CA9"	""	""	"not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-126"	"wow32/precomp.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"B4841D516682F6677332FEDE6CA47187BFDC132A288F71564378A1C87F7BB314"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/precomp.h"	"B4841D516682F6677332FEDE6CA47187BFDC132A288F71564378A1C87F7BB314"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-127"	"wow32/sources"	"none"	"unselected-source-or-product-carrier"	"byte-exact"	"D24767FF50C4C7017E6FCF5F550E120DB0F580F7C07C77CBE7E99E4432F52B36"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/sources"	"D24767FF50C4C7017E6FCF5F550E120DB0F580F7C07C77CBE7E99E4432F52B36"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-128"	"wow32/sz.src"	".src"	"unselected-source-or-product-carrier"	"byte-exact"	"8F2489B4E39F39531F5EF69BE267D27EA4E9868863017225C81B9F0D72B8D107"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/sz.src"	"8F2489B4E39F39531F5EF69BE267D27EA4E9868863017225C81B9F0D72B8D107"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-129"	"wow32/thunkdll.txt"	".txt"	"unselected-source-or-product-carrier"	"byte-exact"	"E5323E63E53DFE15E3C4F03A18FDA80086038194B661F4543C08165E37AA44E2"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/thunkdll.txt"	"E5323E63E53DFE15E3C4F03A18FDA80086038194B661F4543C08165E37AA44E2"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-130"	"wow32/waccel.c"	".c"	"selected-original-source"	"byte-exact"	"C78DD24195E1A7D28DC3A9EE535B4104E9859F98EA8869F8F5591BC9C159A8E8"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/waccel.c"	"C78DD24195E1A7D28DC3A9EE535B4104E9859F98EA8869F8F5591BC9C159A8E8"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-131"	"wow32/waccel.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"3E004870D439167F62980D25F331BC26A06E267B0DF1C34688CEDDBC69DE223E"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/waccel.h"	"3E004870D439167F62980D25F331BC26A06E267B0DF1C34688CEDDBC69DE223E"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-132"	"wow32/walias.c"	".c"	"selected-original-source"	"byte-exact"	"6118B6837C7ED291CC9D70446B7D691699D49C9EF6F2BE60D8E0FAC478D93B65"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/walias.c"	"6118B6837C7ED291CC9D70446B7D691699D49C9EF6F2BE60D8E0FAC478D93B65"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-133"	"wow32/walias.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"C87AE2F07B48F09276D205E2236D97F084F75F21706C524CB27734A3E36001CC"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/walias.h"	"C87AE2F07B48F09276D205E2236D97F084F75F21706C524CB27734A3E36001CC"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-134"	"wow32/walloc16.c"	".c"	"selected-original-source"	"byte-exact"	"6A1111899ADF5351E03F9989325D2412EF0716DA307A36793DC35ABF585C81F2"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/walloc16.c"	"6A1111899ADF5351E03F9989325D2412EF0716DA307A36793DC35ABF585C81F2"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-135"	"wow32/wcall16.c"	".c"	"selected-original-source"	"byte-exact"	"4875844ABFB8D22025480C14174481A194779D83759CE3A696E978B68C55A9F0"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcall16.c"	"4875844ABFB8D22025480C14174481A194779D83759CE3A696E978B68C55A9F0"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-136"	"wow32/wcall16.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"A1E95E5B8C27BB71613BA0C47C3181F000529D98235601DA58B6A1169D79F01E"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcall16.h"	"A1E95E5B8C27BB71613BA0C47C3181F000529D98235601DA58B6A1169D79F01E"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-137"	"wow32/wcall32.c"	".c"	"selected-original-source"	"byte-exact"	"0F72AE39E691F3EF672DF4F1AEB3EBB6443E87F091FB6322EF1C13604AB3D571"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcall32.c"	"0F72AE39E691F3EF672DF4F1AEB3EBB6443E87F091FB6322EF1C13604AB3D571"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-138"	"wow32/wcall32.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"1432B8D6F2ADACB9EF23EF85991079ECD0E39A4C2675CB535D04E04BEB8D04AB"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcall32.h"	"1432B8D6F2ADACB9EF23EF85991079ECD0E39A4C2675CB535D04E04BEB8D04AB"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-139"	"wow32/wcmdgtbl.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"4C320281E81D1CECFAD832587C4887E9D96E09488348234BC276FF4B5CC00B32"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcmdgtbl.h"	"4C320281E81D1CECFAD832587C4887E9D96E09488348234BC276FF4B5CC00B32"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-140"	"wow32/wcntl32.c"	".c"	"selected-original-source"	"byte-exact"	"36C8CB9A46F13998D0459BC4869DC6DD4191423C0429A7335EBD26F68C804B59"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcntl32.c"	"36C8CB9A46F13998D0459BC4869DC6DD4191423C0429A7335EBD26F68C804B59"	"inherits-overlay-required; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-141"	"wow32/wcntl32.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"CB390C859CEB36946BE4BAEC6B91D517BDB130C047E64249FF7CA688D1BBF7BD"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcntl32.h"	"CB390C859CEB36946BE4BAEC6B91D517BDB130C047E64249FF7CA688D1BBF7BD"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-142"	"wow32/wcommdlg.c"	".c"	"selected-original-source"	"byte-exact"	"01CE83329AE37A3E987971398115B8C7B5D9DCBC3320BDFFAAA595244740A7D0"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcommdlg.c"	"01CE83329AE37A3E987971398115B8C7B5D9DCBC3320BDFFAAA595244740A7D0"	"inherits-adapter-backed; future whole-subdomain package"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-143"	"wow32/wcommdlg.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"F2229629FE88AC3A5243200AF9F9F92A6A853D39322FD470DE1CBA588A5E9E69"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcommdlg.h"	"F2229629FE88AC3A5243200AF9F9F92A6A853D39322FD470DE1CBA588A5E9E69"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-144"	"wow32/wctlm32.c"	".c"	"unselected-source-or-product-carrier"	"byte-exact"	"E5C1218929F64A5BB1C2227AB1903E095E0DB50E3A1F44DBB4AD4A028579B8CA"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wctlm32.c"	"E5C1218929F64A5BB1C2227AB1903E095E0DB50E3A1F44DBB4AD4A028579B8CA"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-145"	"wow32/wctlm32.h"	".h"	"declaration-or-build-carrier"	"byte-exact"	"FDC8D63510ADB6CA75D03DB984D7812E1711CBDDBF23F3F654A3B8D5FBBE253B"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wctlm32.h"	"FDC8D63510ADB6CA75D03DB984D7812E1711CBDDBF23F3F654A3B8D5FBBE253B"	"inherits-binding-only"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
"T335-WOW-146"	"wow32/wcurcash.c"	".c"	"unselected-source-or-product-carrier"	"byte-exact"	"ED9FA5EE3EB6CE9059D58F21DEA3A7416B0229678F7F62918DE02A2CF78D0E61"	"O:/repos.external/opennt-4.5/nt/private/mvdm/wow32/wcurcash.c"	"ED9FA5EE3EB6CE9059D58F21DEA3A7416B0229678F7F62918DE02A2CF78D0E61"	"inherits-not-host-runtime"	"T335/S1 profile rebaseline; source/body enablement requires a later owner-cohort decision"
