"file_id"	"source_path"	"file_kind"	"original_role_group"	"provisional_component_owner"	"required_boundary_owner"	"original_contract_summary"	"provisional_disposition"	"state"	"evidence"
"MVDM-FILE-1549"	"wow32/wkfileio.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wkfileio.c; wow32/sources (condition-aware)"
"MVDM-FILE-1550"	"wow32/wkfileio.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkfileio.h; wow32/sources (condition-aware)"
"MVDM-FILE-1551"	"wow32/wkglobal.c"	"source"	"historical-wow32-unselected-source"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"not selected by active original WOW32 sources configuration"	"unselected source evidence only"	"provisional-not-enabled"	"wow32/wkglobal.c; wow32/sources (condition-aware)"
"MVDM-FILE-1552"	"wow32/wkglobal.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkglobal.h; wow32/sources (condition-aware)"
"MVDM-FILE-1553"	"wow32/wkgthunk.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wkgthunk.c; wow32/sources (condition-aware)"
"MVDM-FILE-1554"	"wow32/wkgthunk.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkgthunk.h; wow32/sources (condition-aware)"
"MVDM-FILE-1555"	"wow32/wklocal.c"	"source"	"historical-wow32-unselected-source"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"not selected by active original WOW32 sources configuration"	"unselected source evidence only"	"provisional-not-enabled"	"wow32/wklocal.c; wow32/sources (condition-aware)"
"MVDM-FILE-1556"	"wow32/wklocal.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wklocal.h; wow32/sources (condition-aware)"
"MVDM-FILE-1557"	"wow32/wkman.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wkman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1558"	"wow32/wkman.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1559"	"wow32/wkmem.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wkmem.c; wow32/sources (condition-aware)"
"MVDM-FILE-1560"	"wow32/wkmem.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wkmem.h; wow32/sources (condition-aware)"
"MVDM-FILE-1561"	"wow32/wktbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wktbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1562"	"wow32/wktbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wktbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1563"	"wow32/wmdisp32.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmdisp32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1564"	"wow32/wmdisp32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmdisp32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1565"	"wow32/wmmalias.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmalias.c; wow32/sources (condition-aware)"
"MVDM-FILE-1566"	"wow32/wmmalias.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmmalias.h; wow32/sources (condition-aware)"
"MVDM-FILE-1567"	"wow32/wmmedia.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmedia.c; wow32/sources (condition-aware)"
"MVDM-FILE-1568"	"wow32/wmmedia.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmmedia.h; wow32/sources (condition-aware)"
"MVDM-FILE-1569"	"wow32/wmmedia1.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmedia1.c; wow32/sources (condition-aware)"
"MVDM-FILE-1570"	"wow32/wmmedia2.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmedia2.c; wow32/sources (condition-aware)"
"MVDM-FILE-1571"	"wow32/wmmstru1.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmstru1.c; wow32/sources (condition-aware)"
"MVDM-FILE-1572"	"wow32/wmmstru2.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmstru2.c; wow32/sources (condition-aware)"
"MVDM-FILE-1573"	"wow32/wmmstruc.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmmstruc.c; wow32/sources (condition-aware)"
"MVDM-FILE-1574"	"wow32/wmmstruc.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmmstruc.h; wow32/sources (condition-aware)"
"MVDM-FILE-1575"	"wow32/wmmtbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmmtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1576"	"wow32/wmmtbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmmtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1577"	"wow32/wmsg16.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmsg16.c; wow32/sources (condition-aware)"
"MVDM-FILE-1578"	"wow32/wmsg16.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmsg16.h; wow32/sources (condition-aware)"
"MVDM-FILE-1579"	"wow32/wmsgbm.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmsgbm.c; wow32/sources (condition-aware)"
"MVDM-FILE-1580"	"wow32/wmsgbm.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmsgbm.h; wow32/sources (condition-aware)"
"MVDM-FILE-1581"	"wow32/wmsgcb.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmsgcb.c; wow32/sources (condition-aware)"
"MVDM-FILE-1582"	"wow32/wmsgcb.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmsgcb.h; wow32/sources (condition-aware)"
"MVDM-FILE-1583"	"wow32/wmsgem.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmsgem.c; wow32/sources (condition-aware)"
"MVDM-FILE-1584"	"wow32/wmsgem.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmsgem.h; wow32/sources (condition-aware)"
"MVDM-FILE-1585"	"wow32/wmsglb.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmsglb.c; wow32/sources (condition-aware)"
"MVDM-FILE-1586"	"wow32/wmsglb.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmsglb.h; wow32/sources (condition-aware)"
"MVDM-FILE-1587"	"wow32/wmsgsbm.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmsgsbm.c; wow32/sources (condition-aware)"
"MVDM-FILE-1588"	"wow32/wmsgsbm.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmsgsbm.h; wow32/sources (condition-aware)"
"MVDM-FILE-1589"	"wow32/wmtbl32.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wmtbl32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1590"	"wow32/wmtbl32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wmtbl32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1591"	"wow32/wole2.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wole2.c; wow32/sources (condition-aware)"
"MVDM-FILE-1592"	"wow32/wole2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wole2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1593"	"wow32/wow32.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wow32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1594"	"wow32/wow32.def"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 DLL build, export, profile or resource input"	"build/resource evidence only"	"provisional-not-enabled"	"wow32/wow32.def; wow32/sources (condition-aware)"
"MVDM-FILE-1595"	"wow32/wow32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wow32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1596"	"wow32/wow32.prf"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 DLL build, export, profile or resource input"	"build/resource evidence only"	"provisional-not-enabled"	"wow32/wow32.prf; wow32/sources (condition-aware)"
"MVDM-FILE-1597"	"wow32/wow32.rc"	"resource-or-other"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wow32.rc; wow32/sources (condition-aware)"
"MVDM-FILE-1598"	"wow32/wow32.tt"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 DLL build, export, profile or resource input"	"build/resource evidence only"	"provisional-not-enabled"	"wow32/wow32.tt; wow32/sources (condition-aware)"
"MVDM-FILE-1599"	"wow32/wow32fax.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wow32fax.c; wow32/sources (condition-aware)"
"MVDM-FILE-1600"	"wow32/wowdde.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wowdde.h; wow32/sources (condition-aware)"
"MVDM-FILE-1601"	"wow32/wowhooks.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wowhooks.c; wow32/sources (condition-aware)"
"MVDM-FILE-1602"	"wow32/wowhooks.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wowhooks.h; wow32/sources (condition-aware)"
"MVDM-FILE-1603"	"wow32/wowtable.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wowtable.h; wow32/sources (condition-aware)"
"MVDM-FILE-1604"	"wow32/wowtbl.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wowtbl.c; wow32/sources (condition-aware)"
"MVDM-FILE-1605"	"wow32/wowtbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wowtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1606"	"wow32/wparam.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wparam.c; wow32/sources (condition-aware)"
"MVDM-FILE-1607"	"wow32/wparam.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wparam.h; wow32/sources (condition-aware)"
"MVDM-FILE-1608"	"wow32/wreldc.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wreldc.c; wow32/sources (condition-aware)"
"MVDM-FILE-1609"	"wow32/wreldc.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wreldc.h; wow32/sources (condition-aware)"
"MVDM-FILE-1610"	"wow32/wres16.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wres16.c; wow32/sources (condition-aware)"
"MVDM-FILE-1611"	"wow32/wres16.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wres16.h; wow32/sources (condition-aware)"
"MVDM-FILE-1612"	"wow32/wres32.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wres32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1613"	"wow32/wres32.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wres32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1614"	"wow32/wsdata.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wsdata.c; wow32/sources (condition-aware)"
"MVDM-FILE-1615"	"wow32/wsdynmc.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wsdynmc.h; wow32/sources (condition-aware)"
"MVDM-FILE-1616"	"wow32/wsext.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wsext.c; wow32/sources (condition-aware)"
"MVDM-FILE-1617"	"wow32/wshell.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wshell.c; wow32/sources (condition-aware)"
"MVDM-FILE-1618"	"wow32/wshell.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wshell.h; wow32/sources (condition-aware)"
"MVDM-FILE-1619"	"wow32/wshltbl.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wshltbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1620"	"wow32/wshtbl2.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wshtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1621"	"wow32/wsman.c"	"source"	"historical-wow32-active-provider-body"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"selected by original WOW32 DLL build; preserve original user/gdi/thunk/provider control flow as one package"	"WOW owner-package prerequisite; no body enabled"	"provisional-not-enabled"	"wow32/wsman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1622"	"wow32/wsman.h"	"declaration"	"historical-wow32-declaration-or-table"	"opennt-mvdm-host"	"adapter-wow; adapter-win32; adapter-softpc; adapter-vdm-monitor; session"	"original WOW32 ABI/table/layout evidence"	"declaration/table recovery prerequisite"	"provisional-not-enabled"	"wow32/wsman.h; wow32/sources (condition-aware)"
