zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	exclusion
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|206"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"206"	"XmitPrep"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|259"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"259"	"CopyDDEShareHandle"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|277"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"277"	"CopyBitmap"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|320"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"320"	"CopyPalette"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|352"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"352"	"CopyHDDEDATA"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/hdata.c|ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8|418"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/hdata.c"	"ccb5dae526bf31363aae403a71e57ec90adb9d621700b3ba3677e3b38d5317a8"	"418"	"FreeDDEData"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/heapwach.c|0b51f04c635c8ea08914ea98d67d4111d66c38f1200ac187b073d7a30682d813|19"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/heapwach.c"	"0b51f04c635c8ea08914ea98d67d4111d66c38f1200ac187b073d7a30682d813"	"19"	"LogAlloc"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/register.c|9b47a313bc08e784c7ddd277030d19aa61f8d5c86314c28272a0f51ed923fef2|29"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/register.c"	"9b47a313bc08e784c7ddd277030d19aa61f8d5c86314c28272a0f51ed923fef2"	"29"	"SendMessageToClass"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/register.c|9b47a313bc08e784c7ddd277030d19aa61f8d5c86314c28272a0f51ed923fef2|70"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/register.c"	"9b47a313bc08e784c7ddd277030d19aa61f8d5c86314c28272a0f51ed923fef2"	"70"	"RegisterService"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdinit.c|38f32f7fbd08be627168e1f7e8fe743998621d0239d04800c9a47a3ebd53174b|70"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdinit.c"	"38f32f7fbd08be627168e1f7e8fe743998621d0239d04800c9a47a3ebd53174b"	"70"	"GetDDEClientWindow"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdptcl.c|742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037|16"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdptcl.c"	"742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037"	"16"	"FreeDdeMsgData"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdptcl.c|742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037|62"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdptcl.c"	"742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037"	"62"	"ClientXferReq"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdptcl.c|742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037|189"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdptcl.c"	"742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037"	"189"	"SendClientReq"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdptcl.c|742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037|461"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdptcl.c"	"742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037"	"461"	"PostServerAdvise"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdptcl.c|742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037|537"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdptcl.c"	"742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037"	"537"	"QReply"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/ddeml/stdptcl.c|742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037|731"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/ddeml/stdptcl.c"	"742cf96c570e94df2f809012d212d2336901dccb215ab4bb00bb335dfa3d4037"	"731"	"ClientXferRespond"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|132"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"132"	"PlayMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|295"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"295"	"IsDIBBlackAndWhite"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|322"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"322"	"BigRead"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|364"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"364"	"UseStretchDIB"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|420"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"420"	"GetEvent"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|658"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"658"	"PlayMetaFileRecord"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1482"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1482"	"AddToHandleTable"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1510"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1510"	"GetFileNumber"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1575"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1575"	"AllocBuffer"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1604"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1604"	"CreateBitmapForDC"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1660"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1660"	"GetSizeOfColorTable"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1698"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1698"	"DeleteMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/meta.c|1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64|1720"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/meta.c"	"1f4603b822661de7ac7a13597d1a1b72cd280f574718b0128f0123c0d008ea64"	"1720"	"GetMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|64"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"64"	"RecordParms"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|289"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"289"	"MarkMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|1559"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"1559"	"ProbeSize"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|1703"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"1703"	"CreateMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|1785"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"1785"	"CloseMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|1959"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"1959"	"CopyMetaFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/gdi/metarec.c|b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de|2110"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/gdi/metarec.c"	"b7e60597669551b22e69d072c95414df1398211be863292ce82a9293fd99f0de"	"2110"	"CopyFile"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/inc/dbcs.c|24798e19a3d56bebf0a1982ad78d845c363b72cb8eb7eff4d89ce697b81bb6bc|28"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/inc/dbcs.c"	"24798e19a3d56bebf0a1982ad78d845c363b72cb8eb7eff4d89ce697b81bb6bc"	"28"	"IsDBCSLeadByte"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/inc/dbcs.c|24798e19a3d56bebf0a1982ad78d845c363b72cb8eb7eff4d89ce697b81bb6bc|70"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/inc/dbcs.c"	"24798e19a3d56bebf0a1982ad78d845c363b72cb8eb7eff4d89ce697b81bb6bc"	"70"	"AnsiNext"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/inc/dbcs.c|24798e19a3d56bebf0a1982ad78d845c363b72cb8eb7eff4d89ce697b81bb6bc|102"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/inc/dbcs.c"	"24798e19a3d56bebf0a1982ad78d845c363b72cb8eb7eff4d89ce697b81bb6bc"	"102"	"AnsiPrev"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|185"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"185"	"HandleNotify"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|205"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"205"	"mciDebugOut"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|407"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"407"	"mciBreak"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|440"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"440"	"mciAutoCloseDevice"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|467"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"467"	"mciSendSingleCommand"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|603"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"603"	"mciSendCommandInternal"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|887"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"887"	"mciSendCommand"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|1008"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"1008"	"mciSendCommand16"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|1068"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"1068"	"mciColonizeDigit"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|1120"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"1120"	"mciColonize"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|1156"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"1156"	"mciConvertReturnValue"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|1335"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"1335"	"mciSendSystemString"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mci.c|30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06|2168"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mci.c"	"30b8b5274dcea32ea205496daf59858150c9b3c67bd94727981b86af515b1c06"	"2168"	"mciGetErrorString"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|100"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"100"	"mciEatCommandEntry"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|120"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"120"	"mciGetParamSize"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|167"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"167"	"mciRegisterCommandTable"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|232"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"232"	"mciLoadCommandResource"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|382"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"382"	"mciLoadTableType"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|423"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"423"	"mciFreeCommandResource"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|506"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"506"	"mciCheckLocks"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|541"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"541"	"mciUnlockCommandTable"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|577"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"577"	"FindCommandInTable"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
"O:\repos.external\OpenNT\base\mvdm|wow16/mmsystem/mciparse.c|af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc|693"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow16/mmsystem/mciparse.c"	"af4699758a6865ac9596c01700029252a67bc72dbc1c5b3bed2a7e676bb67cfc"	"693"	"FindCommandItem"	"mvdm-guest source is not a zero-degree host root or admitted host closure member"
