"audit_id"	"source_path"	"owner_package"	"file_kind"	"original_role_group"	"original_subdomain"	"final_product_disposition"	"boundary_owners"	"mapping_instance"	"current_sha256"	"source_evidence"
"MVDM-FILE-1511"	"wow32/wddeml32.c"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"13DB1E133CBB9BE8037FE9A57B1CF637F744EF23C9277697C096486BDE3A8C2C"	"wow32/wddeml32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1512"	"wow32/wddeml32.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"B74CDA34EC90308AA0212142E7282A878DD7C2267A0305C07147543C0B0A0A52"	"wow32/wddeml32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1513"	"wow32/wddetbl2.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"AE89A2A82C10AD6FF2B8A41F7E876AF2286B9AD48C8441B7726D901483E30148"	"wow32/wddetbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1514"	"wow32/wdib.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"D0BD4F9CB7BBA0DC5E977A8C096337DF0830E3804EF6AEB8759CF979176DD910"	"wow32/wdib.c; wow32/sources (condition-aware)"
"MVDM-FILE-1515"	"wow32/wdib.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"AC3C662CAD367DC6C63C0812A376FBCC7BAE5DF7407BAE6EADBCFAEEE3D78CF4"	"wow32/wdib.h; wow32/sources (condition-aware)"
"MVDM-FILE-1516"	"wow32/wdos.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"E87B5CB3825ED937266C3BADD287EFD03CEC3AF0C26ACB32CCC86D71FA47F314"	"wow32/wdos.c; wow32/sources (condition-aware)"
"MVDM-FILE-1517"	"wow32/wdos.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"1423FD130D03880C90591F8F31885800F93CBCEE405B59894BB984424293966D"	"wow32/wdos.h; wow32/sources (condition-aware)"
"MVDM-FILE-1518"	"wow32/wgdi.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"4C28E5166B294AC2A17982B3FF6E6559F369B8A8A2DD766AA18E16C8F74379D6"	"wow32/wgdi.c; wow32/sources (condition-aware)"
"MVDM-FILE-1519"	"wow32/wgdi.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"14BED9C13085E4165A1912C69F0942DA5637489FC536CC415F3883366AD034D6"	"wow32/wgdi.h; wow32/sources (condition-aware)"
"MVDM-FILE-1520"	"wow32/wgdi31.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"38D1D570FD1625AFFDF99EB1CE072E78B26A532ABFD5FC9DD32C10B2C46D06E6"	"wow32/wgdi31.c; wow32/sources (condition-aware)"
"MVDM-FILE-1521"	"wow32/wgdi31.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"E7BE60E1D9B0C2FAA7BC42FB02AE3CF0FC188F6F00729C88E7E8F9CA33280B37"	"wow32/wgdi31.h; wow32/sources (condition-aware)"
"MVDM-FILE-1522"	"wow32/wgfont.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"383A2AECB42C3B96AEE822559F9C9D331C1ED7BCDC7E089D018DEFC33C3FC969"	"wow32/wgfont.c; wow32/sources (condition-aware)"
"MVDM-FILE-1523"	"wow32/wgfont.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"CFE03BFC28C71E6AAC2715112A591F7CAB7B1D0EB9D06D4CF97FDCBA21D0E15D"	"wow32/wgfont.h; wow32/sources (condition-aware)"
"MVDM-FILE-1524"	"wow32/wgman.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"C3BD58FC081256AF5F14653F1A15F56693BCF06EA5B20C2E15E4E0DDCC29B101"	"wow32/wgman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1525"	"wow32/wgman.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"191937F2EAE51746A02815DE843A897418DE73B19C99AABED93085A99E1D477C"	"wow32/wgman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1526"	"wow32/wgmeta.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"213B4AA2F1F7A11AC310D7152027DA2DA0EA804B9EFEB6FEFC0CF609CE3D5260"	"wow32/wgmeta.c; wow32/sources (condition-aware)"
"MVDM-FILE-1527"	"wow32/wgmeta.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"2A20DC9AB3210F9015615520DE2E759F896D64AB9AA2631C754C954944696CAE"	"wow32/wgmeta.h; wow32/sources (condition-aware)"
"MVDM-FILE-1528"	"wow32/wgpal.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"942BD3C12615416A532638DF4B53A08E963BD1E60DD0D081FD34765ACE0872C8"	"wow32/wgpal.c; wow32/sources (condition-aware)"
"MVDM-FILE-1529"	"wow32/wgpal.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"183C2384851DFAE9BDA593970ECA2ECC9E1E940F0418B84FF477AF7E86EAF582"	"wow32/wgpal.h; wow32/sources (condition-aware)"
"MVDM-FILE-1530"	"wow32/wgprnset.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"7E53074328ACE93AE8CE39FB218FA780FF868999B40F7904FDBBFF45FBD7B990"	"wow32/wgprnset.c; wow32/sources (condition-aware)"
"MVDM-FILE-1531"	"wow32/wgprnset.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"6A5B7B76249B5209AA7D4B9FD2F6C29786676F3293AF68A4FDC0FEE1E52BD9E7"	"wow32/wgprnset.h; wow32/sources (condition-aware)"
"MVDM-FILE-1532"	"wow32/wgtbl.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"43CC4724B0E6040C0ED6CDF12C4478C40A1E0BCD3B74BF6B32D91B9F77DF71A1"	"wow32/wgtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1533"	"wow32/wgtbl2.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"DACD3DAD507BF731B23F4CD80BA402027DD9727B3E2B15D9EC33F0764BBDBD07"	"wow32/wgtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1534"	"wow32/wgtext.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"gdi-and-window-object"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"863EFA2383AFDDC1419D291C94112CBC87E918DA59A33ECD483884C323D3AFDD"	"wow32/wgtext.c; wow32/sources (condition-aware)"
"MVDM-FILE-1535"	"wow32/wgtext.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"3253E077DA714AD87BC526A55522032290FF8E9A8F2728DF490FE1DB05EA5EF5"	"wow32/wgtext.h; wow32/sources (condition-aware)"
"MVDM-FILE-1536"	"wow32/wheap.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"thunk-frame-and-structure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"BE3AF89DA01D5A6F296A47B7E505E2D6598B4C4E1A5CB35E76DAB3AC839848DE"	"wow32/wheap.c; wow32/sources (condition-aware)"
"MVDM-FILE-1537"	"wow32/wheap.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"2F2D102A6651259FE3FA290D63BEB8544F1D54D08C930AE4A12EFAF0BD55D7D4"	"wow32/wheap.h; wow32/sources (condition-aware)"
"MVDM-FILE-1538"	"wow32/win30api.xls"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"440676F0E110C9CFCFFBB246D364A50198323C716FEE98FC9C642C69102D11BE"	"wow32/win30api.xls; wow32/sources (condition-aware)"
"MVDM-FILE-1539"	"wow32/winsockp.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"08E825BA1CE4B4226BF46045FFB2C0DAD08E38A6A9BBB18653215C64A05086D1"	"wow32/winsockp.h; wow32/sources (condition-aware)"
"MVDM-FILE-1540"	"wow32/winspldl.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"1536AFD93C023039E526EF708F405D80A8B1AF5683EE9FEB6BA16959860A847E"	"wow32/winspldl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1541"	"wow32/wintype.xls"	"wow32"	"resource-or-other"	"historical-wow32-build-or-resource-input"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"2C6ACD290ADCAF4D44620539AF833AA58B28CD8845CB0D3D4789211085EF9BD0"	"wow32/wintype.xls; wow32/sources (condition-aware)"
"MVDM-FILE-1542"	"wow32/witbl.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"F6C77E7764D702501085CE7BE7F8D8BA79CB70673E6830CB9B7FD7D0550A2A03"	"wow32/witbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1543"	"wow32/wkbdtbl2.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"B00166F7ABF269442FA1AA4B5C07AB1C08AB126C15E886DD654F519FBEABB0EB"	"wow32/wkbdtbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1544"	"wow32/wkbman.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"D5D728A2E7527814343BD2470BCE98CA9028796FF7E404C7FE7B57ABBCFE4367"	"wow32/wkbman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1545"	"wow32/wkbman.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"518922370D849B9E37F564F48B786F45559710AF7677CC43B62D5AAD85F929CC"	"wow32/wkbman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1546"	"wow32/wkbtbl.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"416AA19BD74BFDF5B5B4BB7AE849FEE56E9ECC378F47EEA9F70ED252D8DB8CC6"	"wow32/wkbtbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1547"	"wow32/wkernel.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"C07F5E981D65F6911419990292FD3466D487FD79FF52B4819BB9905F808E68BD"	"wow32/wkernel.c; wow32/sources (condition-aware)"
"MVDM-FILE-1548"	"wow32/wkernel.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"F5A886ADDEC40935BD442845052C54BF7C56D54CCFD96B0A408CE6D24E607184"	"wow32/wkernel.h; wow32/sources (condition-aware)"
"MVDM-FILE-1549"	"wow32/wkfileio.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"F2D224C7730EB97E3ECB1F24E8072EE157F085557F96A15A5FFE070989D3D3EF"	"wow32/wkfileio.c; wow32/sources (condition-aware)"
"MVDM-FILE-1550"	"wow32/wkfileio.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"C60B67D47069D212A75FEF09A3BAD25542CAEAAC77D5A442DFC3E4217923ED14"	"wow32/wkfileio.h; wow32/sources (condition-aware)"
"MVDM-FILE-1551"	"wow32/wkglobal.c"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"7B7E81EDAE26D68F6577A4928274FF7244637807805B268E62D4EE3CE3E7A1E9"	"wow32/wkglobal.c; wow32/sources (condition-aware)"
"MVDM-FILE-1552"	"wow32/wkglobal.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"3F17FAE6A9962AF439050E188E139D264BBB33B059DE1D450048D904D3B5F3D2"	"wow32/wkglobal.h; wow32/sources (condition-aware)"
"MVDM-FILE-1553"	"wow32/wkgthunk.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"787DFD9D5135B71CDFF6CA2BCC8145BD3EDF5E2EA26B7E9C87B14176F82EFEEC"	"wow32/wkgthunk.c; wow32/sources (condition-aware)"
"MVDM-FILE-1554"	"wow32/wkgthunk.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"87E01C6D4E7DD4CD96238649530A7A3FC180B06CC4C060B49AB45CB892E74993"	"wow32/wkgthunk.h; wow32/sources (condition-aware)"
"MVDM-FILE-1555"	"wow32/wklocal.c"	"wow32"	"source"	"historical-wow32-unselected-source"	"carrier-or-inactive-form"	"not-host-runtime"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"88FAEB38403ED790FF538383125B7BF1481A125D1F3F9C69F79BC1E6E1EF6ECB"	"wow32/wklocal.c; wow32/sources (condition-aware)"
"MVDM-FILE-1556"	"wow32/wklocal.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"C80F41BF0882C55F2935FF2CFA82A2FC590B63A92DCB0837898489275875749A"	"wow32/wklocal.h; wow32/sources (condition-aware)"
"MVDM-FILE-1557"	"wow32/wkman.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"56BE1989F2BC3ACAFFCFA6345B20E38F5E7312BADF03AF04D4565F8F4A489AC9"	"wow32/wkman.c; wow32/sources (condition-aware)"
"MVDM-FILE-1558"	"wow32/wkman.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"730EC4DEE5B07377C8533A82596BA9A9934CE74AF355603AA6BAD2637AD3BC8C"	"wow32/wkman.h; wow32/sources (condition-aware)"
"MVDM-FILE-1559"	"wow32/wkmem.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"kernel-task-and-dos-session"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"9D0FAE5E7719398D5D9776602664D5F9A0DD4BDD81E79616AD848035007D4722"	"wow32/wkmem.c; wow32/sources (condition-aware)"
"MVDM-FILE-1560"	"wow32/wkmem.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"313BD585B854DDFA21D8029814D78A5560AEF3564179CEF82E5819FBF64DA524"	"wow32/wkmem.h; wow32/sources (condition-aware)"
"MVDM-FILE-1561"	"wow32/wktbl.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"054DC8C4703BDE7388D9131DD84C9D3D64913D42A4F251EB89088587A0C2347F"	"wow32/wktbl.h; wow32/sources (condition-aware)"
"MVDM-FILE-1562"	"wow32/wktbl2.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"906A9371263F08CA073AA74D0F87B57076C21FDEA5587B930398582B7C16B6F9"	"wow32/wktbl2.h; wow32/sources (condition-aware)"
"MVDM-FILE-1563"	"wow32/wmdisp32.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"message-and-window-procedure"	"overlay-required; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"4A9004C1F57AF28280D0176AFD72CAE76A7FBAE90FFB758426C287435E5912D4"	"wow32/wmdisp32.c; wow32/sources (condition-aware)"
"MVDM-FILE-1564"	"wow32/wmdisp32.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"4102D319DBAF7DC0ED6759EFBDCEC83E2882AF708CD7F70C97CACC50CD0E0057"	"wow32/wmdisp32.h; wow32/sources (condition-aware)"
"MVDM-FILE-1565"	"wow32/wmmalias.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"multimedia"	"adapter-backed; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"D4949206F261D22F80F96E769388AEE94037B27092C69C68EC058619F843F4FB"	"wow32/wmmalias.c; wow32/sources (condition-aware)"
"MVDM-FILE-1566"	"wow32/wmmalias.h"	"wow32"	"declaration"	"historical-wow32-declaration-or-table"	"carrier-or-inactive-form"	"binding-only"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"none; declaration/resource/inactive form"	"48BCEE7ABCCA92BAFD6DCEA4BCFD9437BAE10C170BB9BFEE4DB587E00E134CC0"	"wow32/wmmalias.h; wow32/sources (condition-aware)"
"MVDM-FILE-1567"	"wow32/wmmedia.c"	"wow32"	"source"	"historical-wow32-active-provider-body"	"multimedia"	"adapter-backed; future whole-subdomain package"	"adapter-mvdm-host-out/wow; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/softpc; adapter-mvdm-host-out/monitor; session"	"session.guest_memory; session.host_resource"	"FBC4695791937FEA487C91A0BA964E19625EBF4793C0123238100628FA95FD08"	"wow32/wmmedia.c; wow32/sources (condition-aware)"
