record_id	architecture	source_path	source_line	warning	message	occurrence_count	review_cluster	source_review_requirement	disposition
T310-S8-P4-WARN-001904	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1506	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001905	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1506	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001906	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1517	C4102	'L26_17if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001907	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1517	C4102	'L26_17if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001908	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1541	C4102	'S_2099_RdMode1Chain2ByteRead': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001909	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1541	C4102	'S_2099_RdMode1Chain2ByteRead': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001910	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1545	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001911	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1545	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001912	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1546	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001913	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1546	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001914	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1549	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001915	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1549	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001916	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1618	C4102	'S_2100_RdMode1Chain2WordRead': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001917	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1618	C4102	'S_2100_RdMode1Chain2WordRead': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001918	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1622	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001919	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1622	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001920	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1623	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001921	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1623	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001922	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1626	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001923	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1626	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001924	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001925	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001926	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001927	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001928	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001929	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001930	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001931	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001932	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001933	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1712	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001934	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1758	C4102	'L26_24if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001935	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1758	C4102	'L26_24if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001936	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1773	C4102	'S_2101_RdMode1Chain2DwordRead': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001937	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1773	C4102	'S_2101_RdMode1Chain2DwordRead': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001938	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1777	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001939	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1777	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001940	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1778	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001941	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1778	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001942	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1781	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001943	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1781	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001944	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001945	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001946	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001947	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001948	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001949	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001950	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001951	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001952	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001953	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1793	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001954	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001955	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001956	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001957	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001958	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001959	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001960	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001961	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001962	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001963	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1804	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001964	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1829	C4102	'S_2102_RdMode1Chain2StringReadFwd': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001965	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1829	C4102	'S_2102_RdMode1Chain2StringReadFwd': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001966	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1833	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001967	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1833	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001968	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1834	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001969	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1834	C4127	conditional expression is constant	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001970	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1837	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001971	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1837	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001972	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001973	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001974	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001975	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001976	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001977	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001978	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001979	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001980	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001981	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1855	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001982	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1861	C4102	'L26_26if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001983	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1861	C4102	'L26_26if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001984	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001985	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001986	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001987	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001988	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001989	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4456	declaration of 'returnValue' hides previous local declaration	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001990	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v1' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001991	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v2' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001992	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v3' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001993	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1920	C4457	declaration of 'v4' hides function parameter	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001994	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1965	C4102	'L26_28if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001995	x86	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1965	C4102	'L26_28if_d': unreferenced label	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
T310-S8-P4-WARN-001996	x64	src/mvdm-host/softpc.new/base/cvidc/SEVID000.c	1968	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	1	SPC-CVIDC-GENERATED-DISPATCH	read original declaration/caller/initializer and reconcile with static ABI inventory; warning alone is not a defect decision	unreviewed-source-context-required
