canonical_interface_id	callee_spelling	raw_candidate_ids	raw_call_site_count	resolution	original_definition_ids	original_definition_identities	basis
"MVDM-FIRST-INTERFACE-000222"	"FieldFloppyInterrupts"	"MVDM-FIRST-CANDIDATE-001099"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000223"	"FileTimeToLocalFileTime"	"MVDM-FIRST-CANDIDATE-000154;MVDM-FIRST-CANDIDATE-000194;MVDM-FIRST-CANDIDATE-000258;MVDM-FIRST-CANDIDATE-000259;MVDM-FIRST-CANDIDATE-002480"	"5"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000224"	"FillConsoleOutputAttribute"	"MVDM-FIRST-CANDIDATE-001583;MVDM-FIRST-CANDIDATE-001592"	"2"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000225"	"FillRgn"	"MVDM-FIRST-CANDIDATE-002319"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000226"	"FindClose"	"MVDM-FIRST-CANDIDATE-000141;MVDM-FIRST-CANDIDATE-000143;MVDM-FIRST-CANDIDATE-000145;MVDM-FIRST-CANDIDATE-000147;MVDM-FIRST-CANDIDATE-000302;MVDM-FIRST-CANDIDATE-001680;MVDM-FIRST-CANDIDATE-001681;MVDM-FIRST-CANDIDATE-001805"	"8"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000227"	"FindFirstFileOem"	"MVDM-FIRST-CANDIDATE-000137;MVDM-FIRST-CANDIDATE-000142"	"2"	"original-definition-found"	""	"undefined:377@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000228"	"FindNextFileOem"	"MVDM-FIRST-CANDIDATE-000140;MVDM-FIRST-CANDIDATE-000146"	"2"	"original-definition-found"	""	"undefined:442@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000229"	"floor"	"MVDM-FIRST-CANDIDATE-000348;MVDM-FIRST-CANDIDATE-000350;MVDM-FIRST-CANDIDATE-000351;MVDM-FIRST-CANDIDATE-000353;MVDM-FIRST-CANDIDATE-000354;MVDM-FIRST-CANDIDATE-000357;MVDM-FIRST-CANDIDATE-000368"	"7"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000230"	"FlushFileBuffers"	"MVDM-FIRST-CANDIDATE-000197;MVDM-FIRST-CANDIDATE-000289;MVDM-FIRST-CANDIDATE-002635"	"3"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000231"	"FmDebug"	"MVDM-FIRST-CANDIDATE-001068;MVDM-FIRST-CANDIDATE-001196"	"2"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000232"	"FrameRgn"	"MVDM-FIRST-CANDIDATE-002320"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000233"	"FreeDDElParam"	"MVDM-FIRST-CANDIDATE-002582;MVDM-FIRST-CANDIDATE-002583;MVDM-FIRST-CANDIDATE-002585;MVDM-FIRST-CANDIDATE-002586;MVDM-FIRST-CANDIDATE-002588;MVDM-FIRST-CANDIDATE-002589;MVDM-FIRST-CANDIDATE-002590;MVDM-FIRST-CANDIDATE-002592;MVDM-FIRST-CANDIDATE-002593;MVDM-FIRST-CANDIDATE-002594;MVDM-FIRST-CANDIDATE-002763"	"11"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000234"	"FREEFRAMEPTR"	"MVDM-FIRST-CANDIDATE-002223"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000235"	"FreeLibrary"	"MVDM-FIRST-CANDIDATE-001309;MVDM-FIRST-CANDIDATE-001310;MVDM-FIRST-CANDIDATE-001311;MVDM-FIRST-CANDIDATE-001312;MVDM-FIRST-CANDIDATE-001313;MVDM-FIRST-CANDIDATE-001316;MVDM-FIRST-CANDIDATE-001317;MVDM-FIRST-CANDIDATE-001318;MVDM-FIRST-CANDIDATE-001319;MVDM-FIRST-CANDIDATE-001320;MVDM-FIRST-CANDIDATE-001982;MVDM-FIRST-CANDIDATE-001983;MVDM-FIRST-CANDIDATE-002504"	"13"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000236"	"fscanf"	"MVDM-FIRST-CANDIDATE-000418"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000237"	"gain_ownership"	"MVDM-FIRST-CANDIDATE-001809;MVDM-FIRST-CANDIDATE-001810"	"2"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000238"	"GdiCleanCacheDC"	"MVDM-FIRST-CANDIDATE-002644"	"1"	"original-definition-variant-family"	";"	"undefined:182@c2fbc0ac7b158dc2ebc8dbc037503c0d8129c9187d590eba4031156d9d0a3c13;undefined:182@c2fbc0ac7b158dc2ebc8dbc037503c0d8129c9187d590eba4031156d9d0a3c13"	"Include-constrained package roots (base/mvdm) had no body; every approved-tree candidate is retained without selecting a provider."
"MVDM-FIRST-INTERFACE-000239"	"GdiFlush"	"MVDM-FIRST-CANDIDATE-002645"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000240"	"GdiQueryTable"	"MVDM-FIRST-CANDIDATE-002613"	"1"	"original-definition-variant-family"	";"	"undefined:51@c2fbc0ac7b158dc2ebc8dbc037503c0d8129c9187d590eba4031156d9d0a3c13;undefined:51@c2fbc0ac7b158dc2ebc8dbc037503c0d8129c9187d590eba4031156d9d0a3c13"	"Include-constrained package roots (base/mvdm) had no body; every approved-tree candidate is retained without selecting a provider."
"MVDM-FIRST-INTERFACE-000241"	"GdiSetBatchLimit"	"MVDM-FIRST-CANDIDATE-002245;MVDM-FIRST-CANDIDATE-002247;MVDM-FIRST-CANDIDATE-002517"	"3"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000242"	"GdpOffsetFromName"	"MVDM-FIRST-CANDIDATE-001436;MVDM-FIRST-CANDIDATE-001437"	"2"	"no-original-c-cpp-definition-found-in-approved-trees"	""	""	"No C/C++ body definition was found in either approved tree after include-constrained roots (base/mvdm) and the discovery fallback."
"MVDM-FIRST-INTERFACE-000243"	"get_offset_val"	"MVDM-FIRST-CANDIDATE-001070;MVDM-FIRST-CANDIDATE-001072"	"2"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000244"	"get_segreg_val"	"MVDM-FIRST-CANDIDATE-001071;MVDM-FIRST-CANDIDATE-001073;MVDM-FIRST-CANDIDATE-001074"	"3"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000245"	"GetAcpuNpxRegisters"	"MVDM-FIRST-CANDIDATE-000316"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000246"	"GetAspectRatioFilterEx"	"MVDM-FIRST-CANDIDATE-002407;MVDM-FIRST-CANDIDATE-002442"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000247"	"GetAsyncKeyState"	"MVDM-FIRST-CANDIDATE-002773"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000248"	"GetBitmapBits"	"MVDM-FIRST-CANDIDATE-002201;MVDM-FIRST-CANDIDATE-002202;MVDM-FIRST-CANDIDATE-002203;MVDM-FIRST-CANDIDATE-002204;MVDM-FIRST-CANDIDATE-002321"	"5"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000249"	"GetBitmapDimensionEx"	"MVDM-FIRST-CANDIDATE-002322;MVDM-FIRST-CANDIDATE-002408"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000250"	"GetBkColor"	"MVDM-FIRST-CANDIDATE-002323"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000251"	"GetBkMode"	"MVDM-FIRST-CANDIDATE-002324"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000252"	"GetBoundsRect"	"MVDM-FIRST-CANDIDATE-002409"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000253"	"GetBrushOrgEx"	"MVDM-FIRST-CANDIDATE-002326;MVDM-FIRST-CANDIDATE-002410"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000254"	"GetCapture"	"MVDM-FIRST-CANDIDATE-002774"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000255"	"GetCaretBlinkTime"	"MVDM-FIRST-CANDIDATE-002702"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000256"	"GetCaretPos"	"MVDM-FIRST-CANDIDATE-002703"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000257"	"GetClipboardData"	"MVDM-FIRST-CANDIDATE-002708;MVDM-FIRST-CANDIDATE-002709;MVDM-FIRST-CANDIDATE-002710;MVDM-FIRST-CANDIDATE-002711;MVDM-FIRST-CANDIDATE-002712;MVDM-FIRST-CANDIDATE-002713"	"6"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000258"	"GetClipboardViewer"	"MVDM-FIRST-CANDIDATE-002714"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000259"	"GetClipBox"	"MVDM-FIRST-CANDIDATE-002327"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000260"	"GetClipRgn"	"MVDM-FIRST-CANDIDATE-002439"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000261"	"GetCommModemStatus"	"MVDM-FIRST-CANDIDATE-002728;MVDM-FIRST-CANDIDATE-002740;MVDM-FIRST-CANDIDATE-002743;MVDM-FIRST-CANDIDATE-002748"	"4"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000262"	"GetCommState"	"MVDM-FIRST-CANDIDATE-001330;MVDM-FIRST-CANDIDATE-001827;MVDM-FIRST-CANDIDATE-001828;MVDM-FIRST-CANDIDATE-001829;MVDM-FIRST-CANDIDATE-002719"	"5"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000263"	"GetCommTimeouts"	"MVDM-FIRST-CANDIDATE-001332"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000264"	"GetComputerNameOem"	"MVDM-FIRST-CANDIDATE-000188"	"1"	"original-definition-found"	""	"undefined:1047@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000265"	"GetConsoleCP"	"MVDM-FIRST-CANDIDATE-000068"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000266"	"GetConsoleCursorInfo"	"MVDM-FIRST-CANDIDATE-001576;MVDM-FIRST-CANDIDATE-001608"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000267"	"GetConsoleDisplayMode"	"MVDM-FIRST-CANDIDATE-001294;MVDM-FIRST-CANDIDATE-001439;MVDM-FIRST-CANDIDATE-001554;MVDM-FIRST-CANDIDATE-001570;MVDM-FIRST-CANDIDATE-001572"	"5"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000268"	"GetConsoleFontSize"	"MVDM-FIRST-CANDIDATE-001588"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000269"	"GetConsoleHardwareState"	"MVDM-FIRST-CANDIDATE-001553;MVDM-FIRST-CANDIDATE-001561"	"2"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000270"	"GetConsoleInputWaitHandle"	"MVDM-FIRST-CANDIDATE-001497"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000271"	"GetConsoleMode"	"MVDM-FIRST-CANDIDATE-001577;MVDM-FIRST-CANDIDATE-001579;MVDM-FIRST-CANDIDATE-001604;MVDM-FIRST-CANDIDATE-001606"	"4"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000272"	"GetConsoleOutputCP"	"MVDM-FIRST-CANDIDATE-001551"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000273"	"GetConsoleScreenBufferInfo"	"MVDM-FIRST-CANDIDATE-001521;MVDM-FIRST-CANDIDATE-001552;MVDM-FIRST-CANDIDATE-001560;MVDM-FIRST-CANDIDATE-001565;MVDM-FIRST-CANDIDATE-001574;MVDM-FIRST-CANDIDATE-001582;MVDM-FIRST-CANDIDATE-001584;MVDM-FIRST-CANDIDATE-001585;MVDM-FIRST-CANDIDATE-001591;MVDM-FIRST-CANDIDATE-001599;MVDM-FIRST-CANDIDATE-001600;MVDM-FIRST-CANDIDATE-001609"	"12"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000274"	"GetConsoleTitleA"	"MVDM-FIRST-CANDIDATE-000069"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000275"	"GetCurrentConsoleFont"	"MVDM-FIRST-CANDIDATE-001587"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000276"	"GetCurrentDirectoryOem"	"MVDM-FIRST-CANDIDATE-002261"	"1"	"original-definition-found"	""	"undefined:586@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000277"	"GetCurrentPositionEx"	"MVDM-FIRST-CANDIDATE-002328;MVDM-FIRST-CANDIDATE-002411"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000278"	"GetCurrentThreadId"	"MVDM-FIRST-CANDIDATE-000307;MVDM-FIRST-CANDIDATE-000382;MVDM-FIRST-CANDIDATE-000383;MVDM-FIRST-CANDIDATE-000384;MVDM-FIRST-CANDIDATE-000386;MVDM-FIRST-CANDIDATE-000387;MVDM-FIRST-CANDIDATE-000389;MVDM-FIRST-CANDIDATE-000390;MVDM-FIRST-CANDIDATE-000391;MVDM-FIRST-CANDIDATE-000392;MVDM-FIRST-CANDIDATE-000393;MVDM-FIRST-CANDIDATE-000395;MVDM-FIRST-CANDIDATE-000396;MVDM-FIRST-CANDIDATE-000398;MVDM-FIRST-CANDIDATE-000399;MVDM-FIRST-CANDIDATE-000401;MVDM-FIRST-CANDIDATE-000402;MVDM-FIRST-CANDIDATE-000404;MVDM-FIRST-CANDIDATE-001300;MVDM-FIRST-CANDIDATE-001355;MVDM-FIRST-CANDIDATE-001362;MVDM-FIRST-CANDIDATE-001363;MVDM-FIRST-CANDIDATE-001364;MVDM-FIRST-CANDIDATE-001365;MVDM-FIRST-CANDIDATE-001481;MVDM-FIRST-CANDIDATE-001482;MVDM-FIRST-CANDIDATE-001650;MVDM-FIRST-CANDIDATE-001651;MVDM-FIRST-CANDIDATE-001751;MVDM-FIRST-CANDIDATE-001800;MVDM-FIRST-CANDIDATE-001801;MVDM-FIRST-CANDIDATE-002024;MVDM-FIRST-CANDIDATE-002025;MVDM-FIRST-CANDIDATE-002100;MVDM-FIRST-CANDIDATE-002106;MVDM-FIRST-CANDIDATE-002184;MVDM-FIRST-CANDIDATE-002516;MVDM-FIRST-CANDIDATE-002566;MVDM-FIRST-CANDIDATE-002567;MVDM-FIRST-CANDIDATE-002568"	"40"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000279"	"GetCursor"	"MVDM-FIRST-CANDIDATE-002783"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000280"	"GetDCOrgEx"	"MVDM-FIRST-CANDIDATE-002325;MVDM-FIRST-CANDIDATE-002329;MVDM-FIRST-CANDIDATE-002379"	"3"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000281"	"GetDesktopWindow"	"MVDM-FIRST-CANDIDATE-001484;MVDM-FIRST-CANDIDATE-001485;MVDM-FIRST-CANDIDATE-002637;MVDM-FIRST-CANDIDATE-002795;MVDM-FIRST-CANDIDATE-002809"	"5"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000282"	"GetDeviceCaps"	"MVDM-FIRST-CANDIDATE-002288;MVDM-FIRST-CANDIDATE-002289;MVDM-FIRST-CANDIDATE-002331;MVDM-FIRST-CANDIDATE-002332;MVDM-FIRST-CANDIDATE-002333;MVDM-FIRST-CANDIDATE-002452"	"6"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000283"	"GetDialogBaseUnits"	"MVDM-FIRST-CANDIDATE-002755"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000284"	"GetDIBColorTable"	"MVDM-FIRST-CANDIDATE-002248"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000285"	"GetDIBits"	"MVDM-FIRST-CANDIDATE-002330"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000286"	"GetDiskFreeSpaceOem"	"MVDM-FIRST-CANDIDATE-000189"	"1"	"original-definition-found"	""	"undefined:797@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000287"	"GetDriveTypeOem"	"MVDM-FIRST-CANDIDATE-000074;MVDM-FIRST-CANDIDATE-000078;MVDM-FIRST-CANDIDATE-000180;MVDM-FIRST-CANDIDATE-000201"	"4"	"original-definition-found"	""	"undefined:756@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000288"	"GetEnvironmentStringsW"	"MVDM-FIRST-CANDIDATE-000024"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000289"	"GetEnvironmentVariableOem"	"MVDM-FIRST-CANDIDATE-000041;MVDM-FIRST-CANDIDATE-000076;MVDM-FIRST-CANDIDATE-002250"	"3"	"original-definition-found"	""	"undefined:564@38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000290"	"GetETM"	"MVDM-FIRST-CANDIDATE-002299"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
"MVDM-FIRST-INTERFACE-000291"	"GetExitCodeProcess"	"MVDM-FIRST-CANDIDATE-000061;MVDM-FIRST-CANDIDATE-002533"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000292"	"GetFastBopEntryAddress"	"MVDM-FIRST-CANDIDATE-000272"	"1"	"no-original-c-cpp-definition-found-in-approved-trees"	""	""	"No C/C++ body definition was found in either approved tree after include-constrained roots (base/mvdm) and the discovery fallback."
"MVDM-FIRST-INTERFACE-000293"	"GetFaxDataMapName"	"MVDM-FIRST-CANDIDATE-000295;MVDM-FIRST-CANDIDATE-002641"	"2"	"no-original-c-cpp-definition-found-in-approved-trees"	""	""	"No C/C++ body definition was found in either approved tree after include-constrained roots (base/mvdm) and the discovery fallback."
"MVDM-FIRST-INTERFACE-000294"	"GetFileAttributesOem"	"MVDM-FIRST-CANDIDATE-000081;MVDM-FIRST-CANDIDATE-000087;MVDM-FIRST-CANDIDATE-000110;MVDM-FIRST-CANDIDATE-000111;MVDM-FIRST-CANDIDATE-000151;MVDM-FIRST-CANDIDATE-000162;MVDM-FIRST-CANDIDATE-002254;MVDM-FIRST-CANDIDATE-002255;MVDM-FIRST-CANDIDATE-002477;MVDM-FIRST-CANDIDATE-002554;MVDM-FIRST-CANDIDATE-002563"	"11"	"original-definition-found"	""	"undefined:182@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000295"	"GetFileSize"	"MVDM-FIRST-CANDIDATE-000019;MVDM-FIRST-CANDIDATE-000149;MVDM-FIRST-CANDIDATE-000155;MVDM-FIRST-CANDIDATE-000158;MVDM-FIRST-CANDIDATE-000170;MVDM-FIRST-CANDIDATE-000199;MVDM-FIRST-CANDIDATE-000200;MVDM-FIRST-CANDIDATE-001288;MVDM-FIRST-CANDIDATE-001676;MVDM-FIRST-CANDIDATE-001682;MVDM-FIRST-CANDIDATE-002470;MVDM-FIRST-CANDIDATE-002471"	"12"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000296"	"GetFileTime"	"MVDM-FIRST-CANDIDATE-000153;MVDM-FIRST-CANDIDATE-000191;MVDM-FIRST-CANDIDATE-002479;MVDM-FIRST-CANDIDATE-002577"	"4"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000297"	"GetFileType"	"MVDM-FIRST-CANDIDATE-000091;MVDM-FIRST-CANDIDATE-000092;MVDM-FIRST-CANDIDATE-000093;MVDM-FIRST-CANDIDATE-001612;MVDM-FIRST-CANDIDATE-001614;MVDM-FIRST-CANDIDATE-001638"	"6"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000298"	"GetFontData"	"MVDM-FIRST-CANDIDATE-002412"	"1"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000299"	"GetForegroundWindow"	"MVDM-FIRST-CANDIDATE-001569;MVDM-FIRST-CANDIDATE-002806"	"2"	"public-win32-or-crt-leaf"	""	""	"T298 public Win32/CRT leaf classification; no original body search is required."
"MVDM-FIRST-INTERFACE-000300"	"GetFreeSystemResources"	"MVDM-FIRST-CANDIDATE-002789"	"1"	"no-original-c-cpp-definition-found-in-approved-trees"	""	""	"No C/C++ body definition was found in either approved tree after include-constrained roots (base/mvdm) and the discovery fallback."
"MVDM-FIRST-INTERFACE-000301"	"GetFullPathNameOem"	"MVDM-FIRST-CANDIDATE-000080;MVDM-FIRST-CANDIDATE-000215;MVDM-FIRST-CANDIDATE-002257;MVDM-FIRST-CANDIDATE-002555"	"4"	"original-definition-found"	""	"undefined:494@a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"Parsed only from original include-constrained package roots: base/mvdm. Each source-root/path/hash/definition-line implementation remains distinct, even when byte-identical."
"MVDM-FIRST-INTERFACE-000302"	"GetGlyphOutlineWow"	"MVDM-FIRST-CANDIDATE-002413"	"1"	"original-boundary-no-body-search"	""	""	"All original raw call sites terminate at a public/private/kernel/not-host-runtime boundary; T299 does not search beyond that boundary."
