"caller_path"	"source_line"	"declaration_text"	"edge_kind"	"stage1_state"	"next_stage"	"lexical_name"	"selected_definition_paths"
"softpc.new/base/ccpu386/sascdef.c"	"55"	"extern TYPE_sas_scratch_address c_sas_scratch_address;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_scratch_address"	""
"softpc.new/base/ccpu386/sascdef.c"	"56"	"extern TYPE_sas_transbuf_address c_sas_transbuf_address;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_transbuf_address"	""
"softpc.new/base/ccpu386/sascdef.c"	"57"	"extern TYPE_sas_loads_to_transbuf c_sas_loads;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_loads"	""
"softpc.new/base/ccpu386/sascdef.c"	"58"	"extern TYPE_sas_stores_from_transbuf c_sas_stores;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_stores"	""
"softpc.new/base/ccpu386/sascdef.c"	"59"	"extern TYPE_sas_PR8 phy_r8;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_r8"	""
"softpc.new/base/ccpu386/sascdef.c"	"60"	"extern TYPE_sas_PR16 phy_r16;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_r16"	""
"softpc.new/base/ccpu386/sascdef.c"	"61"	"extern TYPE_sas_PR32 phy_r32;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_r32"	""
"softpc.new/base/ccpu386/sascdef.c"	"62"	"extern TYPE_sas_PW8 phy_w8;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w8"	""
"softpc.new/base/ccpu386/sascdef.c"	"63"	"extern TYPE_sas_PW16 phy_w16;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w16"	""
"softpc.new/base/ccpu386/sascdef.c"	"64"	"extern TYPE_sas_PW32 phy_w32;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w32"	""
"softpc.new/base/ccpu386/sascdef.c"	"65"	"extern TYPE_sas_PW8_no_check phy_w8_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w8_no_check"	""
"softpc.new/base/ccpu386/sascdef.c"	"66"	"extern TYPE_sas_PW16_no_check phy_w16_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w16_no_check"	""
"softpc.new/base/ccpu386/sascdef.c"	"67"	"extern TYPE_sas_PW32_no_check phy_w32_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w32_no_check"	""
"softpc.new/base/ccpu386/sascdef.c"	"68"	"extern TYPE_getPtrToPhysAddrByte c_GetPhyAdd;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_GetPhyAdd"	""
"softpc.new/base/ccpu386/sascdef.c"	"69"	"extern TYPE_get_byte_addr c_get_byte_addr;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_get_byte_addr"	""
"softpc.new/base/ccpu386/sascdef.c"	"70"	"extern TYPE_getPtrToLinAddrByte c_GetLinAdd;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_GetLinAdd"	""
"softpc.new/base/ccpu386/sascdef.c"	"71"	"extern TYPE_sas_init_pm_selectors c_SasRegisterVirtualSelectors;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_SasRegisterVirtualSelectors"	""
"softpc.new/base/ccpu386/sascdef.c"	"72"	"extern TYPE_sas_PWS c_sas_PWS;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PWS"	""
"softpc.new/base/ccpu386/sascdef.c"	"73"	"extern TYPE_sas_PWS_no_check c_sas_PWS_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PWS_no_check"	""
"softpc.new/base/ccpu386/sascdef.c"	"74"	"extern TYPE_sas_PRS c_sas_PRS;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PRS"	""
"softpc.new/base/ccpu386/sascdef.c"	"75"	"extern TYPE_sas_PRS_no_check c_sas_PRS_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PRS_no_check"	""
"softpc.new/base/ccpu386/sascdef.c"	"76"	"extern TYPE_sas_PigCmpPage c_sas_PigCmpPage;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PigCmpPage"	""
"softpc.new/base/ccpu386/sascdef.c"	"77"	"extern TYPE_sas_touch c_sas_touch;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_touch"	""
"softpc.new/base/ccpu386/sascdef.c"	"78"	"extern TYPE_IOVirtualised c_IOVirtualised;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_IOVirtualised"	""
"softpc.new/base/ccpu386/sascdef.c"	"79"	"extern TYPE_VirtualiseInstruction c_VirtualiseInstruction;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_VirtualiseInstruction"	""
"softpc.new/base/comms/com.c"	"2631"	"extern BOOL VDMForWOW;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"VDMForWOW"	""
"softpc.new/base/comms/printer_.c"	"203"	"extern  sys_addr lp16BitPrtId;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"lp16BitPrtId"	""
"softpc.new/base/cpu/src/evid/ev_glue.c"	"44"	"extern IHP Gdp;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Gdp"	""
"softpc.new/base/cpu/src/evid/ev_glue.c"	"46"	"extern IU32 gvi_pc_low_regen;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"gvi_pc_low_regen"	""
"softpc.new/base/cvidc/cpu4gen.h"	"179"	"extern	struct	CpuVector	Cpu;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Cpu"	""
"softpc.new/base/cvidc/ev_glue.c"	"44"	"extern IHP Gdp;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Gdp"	""
"softpc.new/base/cvidc/ev_glue.c"	"46"	"extern IU32 gvi_pc_low_regen;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"gvi_pc_low_regen"	""
"softpc.new/base/cvidc/evidfunc.h"	"702"	"extern EVID_WRT_POINTERS simple_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"simple_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"703"	"extern EVID_WRT_POINTERS gricvid_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"gricvid_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"704"	"extern EVID_WRT_POINTERS dith_evid[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"dith_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"705"	"extern EVID_WRT_POINTERS chain2_evid[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"chain2_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"706"	"extern EVID_WRT_POINTERS unchained_evid[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"unchained_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"707"	"extern EVID_WRT_POINTERS chain4_evid[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"chain4_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"708"	"extern EVID_READ_POINTERS simple_read_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"simple_read_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"709"	"extern EVID_READ_POINTERS ram_dsbld_read_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"ram_dsbld_read_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"710"	"extern EVID_READ_POINTERS read_mode0_evid[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"read_mode0_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"711"	"extern EVID_READ_POINTERS read_mode1_evid[];"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"read_mode1_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"712"	"extern EVID_MARK_POINTERS simple_mark_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"simple_mark_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"713"	"extern EVID_MARK_POINTERS cga_mark_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"cga_mark_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"714"	"extern EVID_MARK_POINTERS unchained_mark_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"unchained_mark_evid"	""
"softpc.new/base/cvidc/evidfunc.h"	"715"	"extern EVID_MARK_POINTERS chain4_mark_evid;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"chain4_mark_evid"	""
"softpc.new/base/cvidc/evidgen.h"	"91"	"extern	struct	VideoVector	Video;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Video"	""
"softpc.new/base/cvidc/gdpvar.h"	"697"	"extern IHP Gdp;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Gdp"	""
"softpc.new/base/cvidc/j_c_lang.h"	"22"	"extern IUH	rnull ; /* holder for a null arg in calls and null return args */"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	""	""
"softpc.new/base/cvidc/sas4gen.h"	"120"	"extern	struct	SasVector	Sas;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"Sas"	""
"softpc.new/base/cvidc/sascdef.c"	"17"	"extern TYPE_sas_memory_size c_sas_memory_size;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_memory_size"	""
"softpc.new/base/cvidc/sascdef.c"	"18"	"extern TYPE_sas_connect_memory c_sas_connect_memory;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_connect_memory"	""
"softpc.new/base/cvidc/sascdef.c"	"19"	"extern TYPE_sas_enable_20_bit_wrapping c_sas_enable_20_bit_wrapping;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_enable_20_bit_wrapping"	""
"softpc.new/base/cvidc/sascdef.c"	"20"	"extern TYPE_sas_disable_20_bit_wrapping c_sas_disable_20_bit_wrapping;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_disable_20_bit_wrapping"	""
"softpc.new/base/cvidc/sascdef.c"	"21"	"extern TYPE_sas_twenty_bit_wrapping_enabled c_sas_twenty_bit_wrapping_enabled;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_twenty_bit_wrapping_enabled"	""
"softpc.new/base/cvidc/sascdef.c"	"22"	"extern TYPE_sas_memory_type c_sas_memory_type;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_memory_type"	""
"softpc.new/base/cvidc/sascdef.c"	"23"	"extern TYPE_sas_hw_at c_sas_hw_at;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_hw_at"	""
"softpc.new/base/cvidc/sascdef.c"	"24"	"extern TYPE_sas_w_at c_sas_w_at;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_w_at"	""
"softpc.new/base/cvidc/sascdef.c"	"25"	"extern TYPE_sas_dw_at c_sas_dw_at;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_dw_at"	""
"softpc.new/base/cvidc/sascdef.c"	"26"	"extern TYPE_sas_hw_at_no_check c_sas_hw_at;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_hw_at"	""
"softpc.new/base/cvidc/sascdef.c"	"27"	"extern TYPE_sas_w_at_no_check c_sas_w_at;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_w_at"	""
"softpc.new/base/cvidc/sascdef.c"	"28"	"extern TYPE_sas_dw_at_no_check c_sas_dw_at;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_dw_at"	""
"softpc.new/base/cvidc/sascdef.c"	"29"	"extern TYPE_sas_store c_sas_store;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_store"	""
"softpc.new/base/cvidc/sascdef.c"	"30"	"extern TYPE_sas_storew c_sas_storew;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_storew"	""
"softpc.new/base/cvidc/sascdef.c"	"31"	"extern TYPE_sas_storedw c_sas_storedw;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_storedw"	""
"softpc.new/base/cvidc/sascdef.c"	"32"	"extern TYPE_sas_store_no_check c_sas_store;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_store"	""
"softpc.new/base/cvidc/sascdef.c"	"33"	"extern TYPE_sas_storew_no_check c_sas_storew;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_storew"	""
"softpc.new/base/cvidc/sascdef.c"	"34"	"extern TYPE_sas_storedw_no_check c_sas_storedw;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_storedw"	""
"softpc.new/base/cvidc/sascdef.c"	"35"	"extern TYPE_sas_loads c_sas_loads;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_loads"	""
"softpc.new/base/cvidc/sascdef.c"	"36"	"extern TYPE_sas_stores c_sas_stores;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_stores"	""
"softpc.new/base/cvidc/sascdef.c"	"37"	"extern TYPE_sas_loads_no_check c_sas_loads_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_loads_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"38"	"extern TYPE_sas_stores_no_check c_sas_stores_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_stores_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"39"	"extern TYPE_sas_move_bytes_forward c_sas_move_bytes_forward;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_move_bytes_forward"	""
"softpc.new/base/cvidc/sascdef.c"	"40"	"extern TYPE_sas_move_words_forward c_sas_move_words_forward;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_move_words_forward"	""
"softpc.new/base/cvidc/sascdef.c"	"41"	"extern TYPE_sas_move_doubles_forward c_sas_move_doubles_forward;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_move_doubles_forward"	""
"softpc.new/base/cvidc/sascdef.c"	"42"	"extern TYPE_sas_move_bytes_backward c_sas_move_bytes_backward;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_move_bytes_backward"	""
"softpc.new/base/cvidc/sascdef.c"	"43"	"extern TYPE_sas_move_words_backward c_sas_move_words_backward;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_move_words_backward"	""
"softpc.new/base/cvidc/sascdef.c"	"44"	"extern TYPE_sas_move_doubles_backward c_sas_move_doubles_backward;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_move_doubles_backward"	""
"softpc.new/base/cvidc/sascdef.c"	"45"	"extern TYPE_sas_fills c_sas_fills;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_fills"	""
"softpc.new/base/cvidc/sascdef.c"	"46"	"extern TYPE_sas_fillsw c_sas_fillsw;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_fillsw"	""
"softpc.new/base/cvidc/sascdef.c"	"47"	"extern TYPE_sas_fillsdw c_sas_fillsdw;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_fillsdw"	""
"softpc.new/base/cvidc/sascdef.c"	"48"	"extern TYPE_sas_scratch_address c_sas_scratch_address;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_scratch_address"	""
"softpc.new/base/cvidc/sascdef.c"	"49"	"extern TYPE_sas_transbuf_address c_sas_transbuf_address;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_transbuf_address"	""
"softpc.new/base/cvidc/sascdef.c"	"50"	"extern TYPE_sas_loads_to_transbuf c_sas_loads;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_loads"	""
"softpc.new/base/cvidc/sascdef.c"	"51"	"extern TYPE_sas_stores_from_transbuf c_sas_stores;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_stores"	""
"softpc.new/base/cvidc/sascdef.c"	"52"	"extern TYPE_sas_PR8 phy_r8;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_r8"	""
"softpc.new/base/cvidc/sascdef.c"	"53"	"extern TYPE_sas_PR16 phy_r16;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_r16"	""
"softpc.new/base/cvidc/sascdef.c"	"54"	"extern TYPE_sas_PR32 phy_r32;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_r32"	""
"softpc.new/base/cvidc/sascdef.c"	"55"	"extern TYPE_sas_PW8 phy_w8;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w8"	""
"softpc.new/base/cvidc/sascdef.c"	"56"	"extern TYPE_sas_PW16 phy_w16;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w16"	""
"softpc.new/base/cvidc/sascdef.c"	"57"	"extern TYPE_sas_PW32 phy_w32;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w32"	""
"softpc.new/base/cvidc/sascdef.c"	"58"	"extern TYPE_sas_PW8_no_check phy_w8_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w8_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"59"	"extern TYPE_sas_PW16_no_check phy_w16_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w16_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"60"	"extern TYPE_sas_PW32_no_check phy_w32_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"phy_w32_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"61"	"extern TYPE_getPtrToPhysAddrByte c_GetPhyAdd;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_GetPhyAdd"	""
"softpc.new/base/cvidc/sascdef.c"	"62"	"extern TYPE_get_byte_addr c_get_byte_addr;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_get_byte_addr"	""
"softpc.new/base/cvidc/sascdef.c"	"63"	"extern TYPE_getPtrToLinAddrByte c_GetLinAdd;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_GetLinAdd"	""
"softpc.new/base/cvidc/sascdef.c"	"64"	"extern TYPE_sas_init_pm_selectors c_SasRegisterVirtualSelectors;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_SasRegisterVirtualSelectors"	""
"softpc.new/base/cvidc/sascdef.c"	"65"	"extern TYPE_sas_PWS c_sas_PWS;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PWS"	""
"softpc.new/base/cvidc/sascdef.c"	"66"	"extern TYPE_sas_PWS_no_check c_sas_PWS_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PWS_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"67"	"extern TYPE_sas_PRS c_sas_PRS;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PRS"	""
"softpc.new/base/cvidc/sascdef.c"	"68"	"extern TYPE_sas_PRS_no_check c_sas_PRS_no_check;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PRS_no_check"	""
"softpc.new/base/cvidc/sascdef.c"	"69"	"extern TYPE_sas_PigCmpPage c_sas_PigCmpPage;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_sas_PigCmpPage"	""
"softpc.new/base/cvidc/sascdef.c"	"70"	"extern TYPE_IOVirtualised c_IOVirtualised;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"c_IOVirtualised"	""
"softpc.new/base/cvidc/sevid000.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid001.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid002.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid003.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid004.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid005.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid006.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid007.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid008.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid009.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid010.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
"softpc.new/base/cvidc/sevid011.c"	"6"	"extern IU8	J_EXT_DATA[] ;"	"extern-data-or-function-pointer declaration"	"unresolved declared data/function-pointer; BFS package resolution required"	"definition/package BFS"	"J_EXT_DATA"	""
