candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	call_form	boundary
"MVDM-FIRST-REBASELINED-001175"	"GetComputerNameOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1096"	"RtlInitUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001176"	"GetComputerNameOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1097"	"RtlUnicodeStringToOemString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001177"	"GetComputerNameOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1100"	"RtlFreeHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001178"	"GetComputerNameOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1100"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001179"	"RemoveFontResourceOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1125"	"NtCurrentTeb"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001180"	"RemoveFontResourceOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1127"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001181"	"RemoveFontResourceOem"	"oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"1137"	"RemoveFontResourceW"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001182"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"154"	"NtCurrentTeb"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001183"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"157"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001184"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"170"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001185"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"182"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001186"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"185"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001187"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"195"	"RtlAllocateHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001188"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"195"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001189"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"200"	"SearchPathW"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001190"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"209"	"RtlInitUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001191"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"212"	"RtlUnicodeStringToOemString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001192"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"230"	"RtlFreeHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001193"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"230"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001194"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"233"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001195"	"SearchPathOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"237"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001196"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"318"	"NtCurrentTeb"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001197"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"321"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001198"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"333"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001199"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"339"	"RtlAllocateHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001200"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"339"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001201"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"342"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001202"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"346"	"GetTempFileNameW"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001203"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"353"	"RtlInitUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001204"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"356"	"RtlUnicodeStringToOemString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001205"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"362"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001206"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"363"	"RtlFreeHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001207"	"GetTempFileNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"363"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001208"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"588"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001209"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"599"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001210"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"607"	"RtlAllocateHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001211"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"607"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001212"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"613"	"GetEnvironmentVariableA"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001213"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"620"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001214"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"622"	"RtlAnsiStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001215"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"630"	"RtlUnicodeStringToOemString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001216"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"641"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001217"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"645"	"RtlFreeAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001218"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"649"	"RtlFreeHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001219"	"GetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"649"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001220"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"684"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001221"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"695"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001222"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"700"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001223"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"705"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001224"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"716"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001225"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"724"	"SetEnvironmentVariableA"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001226"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"731"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001227"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"735"	"RtlFreeAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001228"	"SetEnvironmentVariableOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"739"	"RtlFreeAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001229"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"780"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001230"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"791"	"RtlUnicodeStringToAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001231"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"796"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001232"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"799"	"ExpandEnvironmentStrings"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001233"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"804"	"RtlInitString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001234"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"805"	"RtlAnsiStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001235"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"815"	"RtlUnicodeStringToOemString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001236"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"826"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001237"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"830"	"RtlFreeAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001238"	"ExpandEnvironmentStringsOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"834"	"RtlFreeAnsiString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001239"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"869"	"RtlOemStringToUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001240"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"878"	"RtlAllocateHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001241"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"878"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001242"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"890"	"GetShortPathNameW"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001243"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"900"	"RtlUnicodeStringToOemString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001244"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"912"	"RtlFreeUnicodeString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001245"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"913"	"RtlFreeHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001246"	"GetShortPathNameOem"	"oemuni/process.c"	"38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468"	"913"	"RtlProcessHeap"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001247"	"Sim32GetVDMMemory"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"45"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001248"	"Sim32GetVDMMemory"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"49"	"RtlMoveMemory"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001249"	"Sim32GetVDMMemory"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"55"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001250"	"Sim32SetVDMMemory"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"88"	"RtlMoveMemory"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001251"	"Sim32SetVDMMemory"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"91"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001252"	"Sim32SetVDMMemory"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"99"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001253"	"Sim32GetVDMPSZPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"139"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001254"	"Sim32GetVDMPSZPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"150"	"malloc"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001255"	"Sim32GetVDMPSZPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"153"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001256"	"Sim32GetVDMPSZPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"170"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001257"	"Sim32GetVDMPSZPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"174"	"RtlMoveMemory"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001258"	"Sim32GetVDMPSZPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"176"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001259"	"Sim32FreeVDMPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"197"	"free"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001260"	"Xceive"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"262"	"NtDeviceIoControlFile"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001261"	"Xceive"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"287"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001262"	"Xceive"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"291"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001263"	"Xceive"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"295"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001264"	"Xceive"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"300"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001265"	"Initialize"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"321"	"RtlInitString"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001266"	"Initialize"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"335"	"DbgPrint"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001267"	"Initialize"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"339"	"RtlMoveMemory"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001268"	"Sim32FreeVDMPointer"	"sim32/sim32.c"	"0adaea6079e0d913d3fe82aa5dcb51edab5cd419e2fdc570749568fb64f27b92"	"362"	"free"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
"MVDM-FIRST-REBASELINED-001269"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"85"	"cmos_read"	"direct-named-call"	"Resolved call leaves selected original MVDM definition closure; first-degree candidate."
