"file_id"	"target_path"	"file_kind"	"original_build_membership"	"original_subpackage_role"	"final_component_owner"	"provisional_composition_disposition"	"source_derived_reason"	"state"	"evidence"
"MVDM-FILE-0498"	"softpc.new/base/ccpu386/nop.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0499"	"softpc.new/base/ccpu386/nop.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0500"	"softpc.new/base/ccpu386/not.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0501"	"softpc.new/base/ccpu386/not.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0502"	"softpc.new/base/ccpu386/ntstubs.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0503"	"softpc.new/base/ccpu386/ntthread.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0504"	"softpc.new/base/ccpu386/ntthread.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0505"	"softpc.new/base/ccpu386/or.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0506"	"softpc.new/base/ccpu386/or.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0507"	"softpc.new/base/ccpu386/out.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0508"	"softpc.new/base/ccpu386/out.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0509"	"softpc.new/base/ccpu386/pigger_c.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0510"	"softpc.new/base/ccpu386/pop.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0511"	"softpc.new/base/ccpu386/pop.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0512"	"softpc.new/base/ccpu386/popa.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0513"	"softpc.new/base/ccpu386/popa.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0514"	"softpc.new/base/ccpu386/popf.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0515"	"softpc.new/base/ccpu386/popf.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0516"	"softpc.new/base/ccpu386/push.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0517"	"softpc.new/base/ccpu386/push.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0518"	"softpc.new/base/ccpu386/pusha.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0519"	"softpc.new/base/ccpu386/pusha.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0520"	"softpc.new/base/ccpu386/pushf.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0521"	"softpc.new/base/ccpu386/pushf.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0522"	"softpc.new/base/ccpu386/rcl.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0523"	"softpc.new/base/ccpu386/rcl.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0524"	"softpc.new/base/ccpu386/rcr.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0525"	"softpc.new/base/ccpu386/rcr.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0526"	"softpc.new/base/ccpu386/ret.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0527"	"softpc.new/base/ccpu386/ret.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0528"	"softpc.new/base/ccpu386/rol.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0529"	"softpc.new/base/ccpu386/rol.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0530"	"softpc.new/base/ccpu386/ror.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0531"	"softpc.new/base/ccpu386/ror.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0532"	"softpc.new/base/ccpu386/rsrvd.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0533"	"softpc.new/base/ccpu386/rsrvd.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0534"	"softpc.new/base/ccpu386/sahf.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0535"	"softpc.new/base/ccpu386/sahf.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0536"	"softpc.new/base/ccpu386/sar.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0537"	"softpc.new/base/ccpu386/sar.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0538"	"softpc.new/base/ccpu386/sascdef.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0539"	"softpc.new/base/ccpu386/sbb.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0540"	"softpc.new/base/ccpu386/sbb.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0541"	"softpc.new/base/ccpu386/setxx.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0542"	"softpc.new/base/ccpu386/setxx.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0543"	"softpc.new/base/ccpu386/sgdt.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0544"	"softpc.new/base/ccpu386/sgdt.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0545"	"softpc.new/base/ccpu386/shl.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0546"	"softpc.new/base/ccpu386/shl.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0547"	"softpc.new/base/ccpu386/shld.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0548"	"softpc.new/base/ccpu386/shld.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0549"	"softpc.new/base/ccpu386/shr.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0550"	"softpc.new/base/ccpu386/shr.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0551"	"softpc.new/base/ccpu386/shrd.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0552"	"softpc.new/base/ccpu386/shrd.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0553"	"softpc.new/base/ccpu386/sidt.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0554"	"softpc.new/base/ccpu386/sidt.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0555"	"softpc.new/base/ccpu386/sldt.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0556"	"softpc.new/base/ccpu386/sldt.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0557"	"softpc.new/base/ccpu386/smsw.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0558"	"softpc.new/base/ccpu386/smsw.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0559"	"softpc.new/base/ccpu386/sources"	"resource-or-other"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0560"	"softpc.new/base/ccpu386/stc.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0561"	"softpc.new/base/ccpu386/stc.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0562"	"softpc.new/base/ccpu386/std.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0563"	"softpc.new/base/ccpu386/std.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0564"	"softpc.new/base/ccpu386/sti.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0565"	"softpc.new/base/ccpu386/sti.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0566"	"softpc.new/base/ccpu386/str.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0567"	"softpc.new/base/ccpu386/str.h"	"declaration"	"not-a-translation-unit"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
"MVDM-FILE-0568"	"softpc.new/base/ccpu386/stubs.c"	"source"	"observed-in-literal-sources"	"historical-machine-execution-or-device"	"opennt-mvdm-host"	"bochs-replacement-profile-excluded"	"CPU/memory/device execution ownership belongs to Bochs; retain exact original source as exclusion evidence"	"provisional-not-enabled"	"mvdm-file-recovery-ledger.tsv; m0-t276-s2-translation-unit-build-ledger.tsv"
