source_root	source_path	source_sha256	source_line	symbol	signature_evidence	project_components	selected_identity_status
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2196"	"ThunkFindReplace16to32"	"ThunkFindReplace16to32( IN PFINDREPLACE16 FindReplace16, OUT FINDREPLACE *FindReplace ) /*++ Routine Description: This routine thunks a 16-bit FINDREPLACE structure to the 32-bit structure Arguments: FindReplace16 - Supplies a pointer to the 16-bit structure. FindReplace - Supplies a pointer to the 32-bit structure. Return Value: None. --*/"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2241"	"WCD32FindReplaceText"	"WCD32FindReplaceText( IN PVDMFRAME pFrame, IN FINDREPLACEPROC Function ) /*++ Routine Description: This routine is called by WCD32FindText and WCD32RepalceText. It copies a 16-bit FINDREPLACE structure to a 32-bit structure. Two per thread data entries are maintained. One is indexed by the owner hwnd, the other is indexed by the dialog hwnd. The dialog is always hooked by WCD32FindReplaceDialogProc, which dispatches to the 16-bit hookproc, and takes care of clean on WM_DESTROY, with dialog per thread data p"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2379"	"WCD32FindReplaceDialogProc"	"WCD32FindReplaceDialogProc( HWND hdlg, UINT uMsg, WPARAM uParam, LPARAM lParam ) /*++ Routine Description: This is the hook proc used by FindText and ReplaceText. It does cleanup on WM_DESTROY and calls WCD32CommonDialogProc to handle the 16-bit dialog hook callback on all messages, if needed. --*/"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2460"	"WCD32UpdateFindReplaceTextAndFlags"	"WCD32UpdateFindReplaceTextAndFlags( HWND hwndOwner, LPARAM lParam )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"BOOL ThunkEMMsg32(HWND hwnd, UINT uMsg, UINT uParam, LONG lParam, PWORD pwMsgNew, PWORD pwParamNew, PLONG plParamNew)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"23"	"W32CheckWOWCashforIconCursors"	"HICON16 W32CheckWOWCashforIconCursors(VPVOID pData, WORD ResType)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"56"	"W32FindCursorIcon"	"HICON16 W32FindCursorIcon (WORD hInst, LPSTR psz, WORD ResType, HICON16 *phRes16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"85"	"W32AddCursorIconCash"	"BOOL W32AddCursorIconCash (WORD hInst, LPSTR psz1, HICON16 hIcon16, HICON16 hRes16, WORD ResType)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"127"	"W32DeleteCursorIconCash"	"VOID W32DeleteCursorIconCash (HICON16 hRes16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"162"	"W32DeleteCursorIconCashForTask"	"VOID W32DeleteCursorIconCashForTask ()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"40"	"W32CreateCursorIcon32"	"HANDLE W32CreateCursorIcon32(LPCURSORICONALIAS lpCIAliasIn)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"118"	"W32Create16BitCursorIcon"	"HAND16 W32Create16BitCursorIcon(HAND16 hInst16, INT xHotSpot, INT yHotSpot, INT nWidth, INT nHeight, INT nPlanes, INT nBitsPixel, LPBYTE lpBitsAND, LPBYTE lpBitsXOR, INT nBytesAND, INT nBytesXOR )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"173"	"GetCursorIconAlias32"	"HANDLE GetCursorIconAlias32(HAND16 h16, UINT flType)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"253"	"GetCursorIconAlias16"	"HAND16 GetCursorIconAlias16(HAND32 h32, UINT flType)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"300"	"AllocCursorIconAlias"	"LPCURSORICONALIAS AllocCursorIconAlias()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"352"	"FindCursorIconAlias"	"LPCURSORICONALIAS FindCursorIconAlias(ULONG hCI, UINT flHandleSize)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"394"	"DeleteCursorIconAlias"	"BOOL DeleteCursorIconAlias(ULONG hCI, UINT flHandleSize)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"447"	"FreeCursorIconAlias"	"BOOL FreeCursorIconAlias(HAND16 hand16, ULONG ulFlags)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"487"	"SetupCursorIconAlias"	"HAND16 SetupCursorIconAlias(HAND16 hInst16, HAND32 h32, HAND16 h16, UINT flType, LPBYTE lpResName, WORD hRes16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"552"	"SetupResCursorIconAlias"	"HAND16 SetupResCursorIconAlias(HAND16 hInst16, HAND32 h32, LPBYTE lpResName, WORD hRes16, UINT flType)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"616"	"SetCursorIconFlag"	"ULONG SetCursorIconFlag(HAND16 h16, BOOL fSet)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"637"	"UpdateCursorIcon"	"VOID UpdateCursorIcon()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"688"	"ReplaceCursorIcon"	"BOOL ReplaceCursorIcon(LPCURSORICONALIAS lpIn)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"731"	"WK32WowCursorIconOp"	"BOOL FASTCALL WK32WowCursorIconOp(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"846"	"W32Create16BitCursorIconFrom32BitHandle"	"HAND16 W32Create16BitCursorIconFrom32BitHandle(HANDLE h32, HAND16 hInst16, PUINT pcbData)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"922"	"GetClassCursorIconAlias32"	"HANDLE GetClassCursorIconAlias32(HAND16 h16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"949"	"InvalidateCursorIconAlias"	"VOID InvalidateCursorIconAlias(LPCURSORICONALIAS lpT)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"1039"	"InitStdCursorIconAlias"	"BOOL InitStdCursorIconAlias()"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"1077"	"W32CheckIfAlreadyLoaded"	"HAND16 W32CheckIfAlreadyLoaded(VPVOID pData, WORD ResType)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"31"	"WI32DDEAddInitiator"	"VOID WI32DDEAddInitiator (HAND16 Initiator)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"72"	"WI32DDEDeleteInitiator"	"VOID WI32DDEDeleteInitiator(HAND16 Initiator)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"138"	"WI32DDEInitiate"	"BOOL WI32DDEInitiate(HAND16 Initiator)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"173"	"DDEIsTargetMSDraw"	"BOOL DDEIsTargetMSDraw(HAND16 To_hwnd)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"236"	"DDECopyhData16"	"HAND16 DDECopyhData16(HAND16 To_hwnd, HAND16 From_hwnd, HANDLE h32, PDDEINFO pDdeInfo)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"449"	"DDECopyhData32"	"HANDLE DDECopyhData32(HAND16 To_hwnd, HAND16 From_hwnd, HAND16 h16, PDDEINFO pDdeInfo)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"630"	"DDEAddhandle"	"BOOL DDEAddhandle(HAND16 To_hwnd, HAND16 From_hwnd, HAND16 hMem16, HANDLE hMem32, PDDEINFO pDdeInfo)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"672"	"DDEDeletehandle"	"BOOL DDEDeletehandle(HAND16 h16, HANDLE h32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"708"	"DDEFindPair16"	"HAND16 DDEFindPair16(HAND16 To_hwnd, HAND16 From_hwnd, HANDLE hMem32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"731"	"DDEFindPair32"	"HANDLE DDEFindPair32(HAND16 To_hwnd, HAND16 From_hwnd, HAND16 hMem16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"754"	"DDEFindNode16"	"PHDDE DDEFindNode16 (HAND16 h16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"774"	"DDEFindNode32"	"PHDDE DDEFindNode32 (HANDLE h32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"794"	"DDEFindAckNode"	"PHDDE DDEFindAckNode (HAND16 To_hwnd, HAND16 From_hwnd, HANDLE hMem32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"818"	"W32MarkDDEHandle"	"VOID W32MarkDDEHandle (HAND16 hMem16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"828"	"W32UnMarkDDEHandle"	"VOID W32UnMarkDDEHandle (HAND16 hMem16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"842"	"W32DDEFreeGlobalMem32"	"BOOL W32DDEFreeGlobalMem32 (HANDLE h32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"888"	"W32WowDdeFreeHandle"	"BOOL FASTCALL W32WowDdeFreeHandle (PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"905"	"W32DdeFreeHandle16"	"BOOL W32DdeFreeHandle16 (HAND16 h16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"952"	"CopyDataAddNode"	"BOOL CopyDataAddNode (HAND16 To_hwnd, HAND16 From_hwnd, DWORD Mem16, DWORD Mem32, DWORD Flags)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"979"	"CopyDataFindData16"	"VPVOID CopyDataFindData16 (HWND16 To_hwnd, HWND16 From_hwnd, DWORD Mem)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"999"	"CopyDataFindData32"	"PCPDATA CopyDataFindData32 (HWND16 To_hwnd, HWND16 From_hwnd, DWORD Mem)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1023"	"CopyDataDeleteNode"	"BOOL CopyDataDeleteNode (HWND16 To_hwnd, HWND16 From_hwnd, DWORD Mem)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1066"	"Copyh32Toh16"	"HAND16 Copyh32Toh16 (int cb, LPBYTE lpMem32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1086"	"Copyh16Toh32"	"HANDLE Copyh16Toh32 (int cb, LPBYTE lpMem16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1103"	"FixMetafile32To16"	"VOID FixMetafile32To16 (LPMETAFILEPICT lpMemMeta32, LPMETAFILEPICT16 lpMemMeta16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1135"	"WOWFreeMetafile"	"BOOL WINAPI WOWFreeMetafile( HANDLE h32 )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"53"	"WD32DdeInitialize"	"ULONG FASTCALL WD32DdeInitialize(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"97"	"WD32DdeUninitialize"	"ULONG FASTCALL WD32DdeUninitialize(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"130"	"WD32DdeConnectList"	"ULONG FASTCALL WD32DdeConnectList(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"152"	"WD32DdeQueryNextServer"	"ULONG FASTCALL WD32DdeQueryNextServer(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"180"	"WD32DdeDisconnectList"	"ULONG FASTCALL WD32DdeDisconnectList(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"207"	"WD32DdeConnect"	"ULONG FASTCALL WD32DdeConnect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"236"	"WD32DdeDisconnect"	"ULONG FASTCALL WD32DdeDisconnect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"263"	"WD32DdeQueryConvInfo"	"ULONG FASTCALL WD32DdeQueryConvInfo(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"331"	"WD32DdeSetUserHandle"	"ULONG FASTCALL WD32DdeSetUserHandle(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"358"	"WD32DdeClientTransaction"	"ULONG FASTCALL WD32DdeClientTransaction(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"419"	"WD32DdeAbandonTransaction"	"ULONG FASTCALL WD32DdeAbandonTransaction(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"446"	"WD32DdePostAdvise"	"ULONG FASTCALL WD32DdePostAdvise(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"473"	"WD32DdeCreateDataHandle"	"ULONG FASTCALL WD32DdeCreateDataHandle(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"526"	"WD32DdeAddData"	"ULONG FASTCALL WD32DdeAddData(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"572"	"WD32DdeGetData"	"ULONG FASTCALL WD32DdeGetData(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"623"	"WD32DdeAccessData"	"ULONG FASTCALL WD32DdeAccessData(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"683"	"WD32DdeUnaccessData"	"ULONG FASTCALL WD32DdeUnaccessData(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"732"	"WD32DdeFreeDataHandle"	"ULONG FASTCALL WD32DdeFreeDataHandle(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"751"	"WD32DdeGetLastError"	"ULONG FASTCALL WD32DdeGetLastError(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"768"	"WD32DdeCreateStringHandle"	"ULONG FASTCALL WD32DdeCreateStringHandle(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"787"	"WD32DdeFreeStringHandle"	"ULONG FASTCALL WD32DdeFreeStringHandle(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"806"	"WD32DdeQueryString"	"ULONG FASTCALL WD32DdeQueryString(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"832"	"WD32DdeKeepStringHandle"	"ULONG FASTCALL WD32DdeKeepStringHandle(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"850"	"WD32DdeEnableCallback"	"ULONG FASTCALL WD32DdeEnableCallback(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"868"	"WD32DdeNameService"	"ULONG FASTCALL WD32DdeNameService(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
