candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	source_map_disposition	global_original_definition_packages	declaration_shapes	declaration_count	static_disposition	rationale	next_action
"MVDM-FIRST-REBASELINED-000679"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"397"	"CallWindowProc"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000680"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"406"	"SendNotifyMessage"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000681"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"411"	"PeekMessage"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000682"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"413"	"DefWindowProc"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000683"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"416"	"DispatchMessage"	"non-MVDM-OpenNT-source-candidate-present"	"admin/netui/common"	"none"	"0"	"original-non-mvdm-binding-required"	"One or more non-MVDM original bodies exist; select only after caller declaration/frontier and linkage proof."	"perform declaration/frontier/linkage binding; then parse only the selected original first-degree body"
"MVDM-FIRST-REBASELINED-000684"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"428"	"UnmapViewOfFile"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000686"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"438"	"CreateFileMapping"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000687"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"441"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000688"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"445"	"MapViewOfFile"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000689"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"451"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000690"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"457"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000691"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"52"	"SetWindowLong"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000692"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"57"	"GetDlgItem"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000693"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"57"	"SetWindowText"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000694"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"59"	"GetWindowLong"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000695"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"70"	"LoadString"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000696"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"72"	"GetDlgItem"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000697"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"72"	"SetWindowText"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000698"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"81"	"GetWindowLong"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000699"	"FaxOptionsProc"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"87"	"pfnComPropSheet"	"no-OpenNT-source-definition-candidate"	""	"unclassified-header-token"	"10"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000700"	"AddDocPropPages"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"114"	"memset"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000701"	"AddDocPropPages"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"123"	"pfnComPropSheet"	"no-OpenNT-source-definition-candidate"	""	"unclassified-header-token"	"10"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000702"	"MyGetPrinter"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"142"	"GetPrinter"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000703"	"MyGetPrinter"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"143"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000704"	"MyGetPrinter"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"144"	"LocalAlloc"	"host-boundary-source-candidate-present"	"base/win32/client"	"macro-token"	"1"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000705"	"MyGetPrinter"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"145"	"GetPrinter"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000706"	"MyGetPrinter"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"151"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000707"	"FreeUiData"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"163"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000708"	"FreeUiData"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"164"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000709"	"FillUiData"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"184"	"LocalAlloc"	"host-boundary-source-candidate-present"	"base/win32/client"	"macro-token"	"1"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000710"	"FillUiData"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"201"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000711"	"DrvDevicePropertySheets"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"330"	"memset"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000712"	"DrvDevicePropertySheets"	"fax/wowfaxui/wfsheets.c"	"c43b25cb761cd8a3ca6dd95c3e4707b9a118544a1bcbc014ca5c780a40f0aac6"	"338"	"pfnComPropSheet"	"no-OpenNT-source-definition-candidate"	""	"unclassified-header-token"	"10"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000713"	"BuildPathW"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"38"	"wcscpy"	"CRT-source-candidate-present"	"base/crts/crtw32;com/ole32/stg"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000714"	"BuildPathW"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"39"	"wcscat"	"CRT-source-candidate-present"	"base/crts/crtw32;com/ole32/stg"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000715"	"BuildPathW"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"40"	"wcscat"	"CRT-source-candidate-present"	"base/crts/crtw32;com/ole32/stg"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000716"	"MyGetFileTime"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"65"	"FindFirstFile"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000717"	"MyGetFileTime"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"66"	"memcpy"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000718"	"MyGetFileTime"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"67"	"FindClose"	"host-boundary-source-candidate-present"	"base/fs/rdr;base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000719"	"MyGetFileTime"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"77"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000720"	"MyGetFileTime"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"80"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000721"	"CheckForNewerFiles"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"101"	"CompareFileTime"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000722"	"CheckForNewerFiles"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"108"	"CompareFileTime"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000723"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"153"	"GetSystemDirectory"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000724"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"164"	"OpenPrinter"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000725"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"169"	"GetPrinterDriver"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000726"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"171"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000727"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"181"	"GetPrinterDriver"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000728"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"182"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000729"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"185"	"ClosePrinter"	"non-MVDM-OpenNT-source-candidate-present"	"printscan/print/spooler"	"none"	"0"	"original-non-mvdm-binding-required"	"One or more non-MVDM original bodies exist; select only after caller declaration/frontier and linkage proof."	"perform declaration/frontier/linkage binding; then parse only the selected original first-degree body"
"MVDM-FIRST-REBASELINED-000730"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"188"	"wcsrchr"	"CRT-source-candidate-present"	"base/crts/crtw32;com/ole32/stg"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000731"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"197"	"memset"	"CRT-source-candidate-present"	"base/crts/crtw32"	"none"	"0"	"public-crt-leaf"	"CRT implementation is a public leaf; do not select an OpenNT CRT body."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000732"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"199"	"GetPrinterDriverDirectory"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000733"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"212"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000734"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"221"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000735"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"227"	"LoadString"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000736"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"229"	"AddPrinterDriver"	"no-OpenNT-source-definition-candidate"	""	"none"	"0"	"source-unavailable-or-declaration-only"	"No approved original function body or caller-frontier declaration token was found; retain explicit source-unavailable, assembly, macro or external-boundary disposition."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000737"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"230"	"GetLastError"	"host-boundary-source-candidate-present"	"base/win32/client;com/ole32/stg;ds/netapi/svcdlls"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000738"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"237"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000739"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"240"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
"MVDM-FIRST-REBASELINED-000740"	"DoUpgradePrinter"	"fax/wowfaxui/wfupgrad.c"	"67d44211d4014e713116b72347159da85df18ec5d9042094c009357f9062617e"	"243"	"LocalFree"	"host-boundary-source-candidate-present"	"base/win32/client"	"none"	"0"	"private-host-hard-boundary"	"Original source reaches CSR/CSRSS, kernel VDM, Win32k or an equivalent private host shell; retain declaration-only boundary."	"do not inspect a callee body in this disposition phase"
