# Generated by tools/research/Generate-WowPointerPlaneLedger.mjs.
# The ledger groups every selected original WOW32 source use by pointer form.
# Selected original C sources: 77.
form	class	span_contract	lease_ready	source_file	occurrences	current_disposition
FREEPSZPTR	terminated-string	terminator-bounded	Partial	wuser.c	10	Releases only a selected bounded string alias.
FREEPSZPTR	terminated-string	terminator-bounded	Partial	wutext.c	2	Releases only a selected bounded string alias.
FREEPSZPTR	terminated-string	terminator-bounded	Partial	wuwind.c	5	Releases only a selected bounded string alias.
FREEPSZPTR	terminated-string	terminator-bounded	Partial	wmmstru2.c	3	Releases only a selected bounded string alias.
FREEPSZPTR	terminated-string	terminator-bounded	Partial	wspool.c	2	Releases only a selected bounded string alias.
FREEPSZIDPTR	string-or-id	terminator-bounded	Partial	wuclass.c	1	No action for an ID branch; selected string alias may release.
FREEPSZIDPTR	string-or-id	terminator-bounded	Partial	wucursor.c	2	No action for an ID branch; selected string alias may release.
FREEPSZIDPTR	string-or-id	terminator-bounded	Partial	wulang.c	2	No action for an ID branch; selected string alias may release.
FREEPSZIDPTR	string-or-id	terminator-bounded	Partial	wumenu.c	2	No action for an ID branch; selected string alias may release.
FREEPSZIDPTR	string-or-id	terminator-bounded	Partial	wuser.c	1	No action for an ID branch; selected string alias may release.
FREEPSZIDPTR	string-or-id	terminator-bounded	Partial	wcuricon.c	1	No action for an ID branch; selected string alias may release.
GETSTRPTR	fixed-string	explicit-span	Yes	wgtext.c	3	Explicit byte count permits an ordinary scoped alias.
GETVARSTRPTR	variable-string	conditional span	Partial	wuser.c	1	The -1 form requires a selected terminated-string contract.
FREESTRPTR	string	matching span	Partial	wgtext.c	3	Pairs with the selected string acquisition form.
FREESTRPTR	string	matching span	Partial	wuser.c	1	Pairs with the selected string acquisition form.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wow32.c	3	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wcall16.c	3	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wgdi.c	1	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wkman.c	6	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wuclip.c	3	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wudlg.c	1	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wumsg.c	3	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
GETFRAMEPTR	frame	sizeof VDMFRAME	Yes	wuser.c	1	Fixed frame layout; P1/P4 prove the narrow mechanical lease.
CBFRAMEPTR	callback-frame	sizeof CBVDMFRAME	Yes	wcall16.c	3	Fixed callback-frame layout; requires original source hook.
CBFRAMEPTR	callback-frame	sizeof CBVDMFRAME	Yes	wres16.c	2	Fixed callback-frame layout; requires original source hook.
SEGPTR	selector-offset	unknown object span	No	wow32.c	1	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wgdi31.c	1	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wgdi.c	2	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wkman.c	11	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wkfileio.c	5	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wkernel.c	2	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wuser.c	2	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wuwind.c	1	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wdos.c	3	Requires CPU40 arbitrary-selector resolution and selected object extent.
SEGPTR	selector-offset	unknown object span	No	wusercli.c	1	Requires CPU40 arbitrary-selector resolution and selected object extent.
GetPModeVDMPointer	protected-pointer	caller span or unknown	No	wow32.c	1	Requires the same arbitrary-selector and lifetime contract.
GetPModeVDMPointer	protected-pointer	caller span or unknown	No	wkgthunk.c	1	Requires the same arbitrary-selector and lifetime contract.
GetPModeVDMPointer	protected-pointer	caller span or unknown	No	wkfileio.c	1	Requires the same arbitrary-selector and lifetime contract.
GetPModeVDMPointer	protected-pointer	caller span or unknown	No	wdib.c	1	Requires the same arbitrary-selector and lifetime contract.
GetPModeVDMPointer	protected-pointer	caller span or unknown	No	wparam.c	2	Requires the same arbitrary-selector and lifetime contract.
GetRModeVDMPointer	real-pointer	caller lifetime	No	wow32.c	1	Long-lived communication uses prohibit a generic synchronous lease.
GetRModeVDMPointer	real-pointer	caller lifetime	No	wstruc.c	1	Long-lived communication uses prohibit a generic synchronous lease.
GetRModeVDMPointer	real-pointer	caller lifetime	No	wkman.c	12	Long-lived communication uses prohibit a generic synchronous lease.
GetRModeVDMPointer	real-pointer	caller lifetime	No	wkfileio.c	2	Long-lived communication uses prohibit a generic synchronous lease.
GetRModeVDMPointer	real-pointer	caller lifetime	No	wucomm.c	3	Long-lived communication uses prohibit a generic synchronous lease.
VDMPTR	protected-pointer	caller span	Partial	wcall32.c	1	Alias of GETVDMPTR; the source-facing macro is selected with it.
VDMPTR	protected-pointer	caller span	Partial	wcommdlg.c	4	Alias of GETVDMPTR; the source-facing macro is selected with it.
FLUSHVDMPTR	commit	matching acquired span	Partial	wow32.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wstruc.c	17	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wcall16.c	3	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wcntl32.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wdde.c	6	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wmsg16.c	4	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wmdisp32.c	6	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wgdi31.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wgdi.c	5	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wgmeta.c	2	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wgprnset.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wgtext.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wkbman.c	6	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wkman.c	6	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wkernel.c	5	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wshell.c	8	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wuser31.c	4	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wuclass.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wuclip.c	3	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wucomm.c	5	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wudlg.c	3	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wulang.c	2	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wumenu.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wuser.c	2	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wuwind.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wowhooks.c	13	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wcuricon.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wsubcls.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wmmedia1.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wmmedia2.c	16	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wmmstruc.c	12	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wmmstru2.c	3	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	waccel.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wsdata.c	7	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wsext.c	1	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wsraw.c	11	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wcommdlg.c	9	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wusercli.c	2	Must commit the exact active write alias before release.
FLUSHVDMPTR	commit	matching acquired span	Partial	wdib.c	1	Must commit the exact active write alias before release.
FLUSHVDMCODEPTR	code-commit	matching acquired span	No	wow32.c	1	Needs the original CCPU code-invalidation contract, not a data flush.
FLUSHVDMCODEPTR	code-commit	matching acquired span	No	walias.c	1	Needs the original CCPU code-invalidation contract, not a data flush.
FLUSHVDMCODEPTR	code-commit	matching acquired span	No	wkfileio.c	1	Needs the original CCPU code-invalidation contract, not a data flush.
FLUSHVDMCODEPTR	code-commit	matching acquired span	No	wuman.c	4	Needs the original CCPU code-invalidation contract, not a data flush.
FLUSHVDMCODEPTR	code-commit	matching acquired span	No	wsubcls.c	1	Needs the original CCPU code-invalidation contract, not a data flush.
FREEVDMPTR	release	matching acquired span	Partial	wow32.c	5	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	walias.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wstruc.c	42	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wcall16.c	8	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wcntl32.c	5	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wres16.c	3	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmsg16.c	11	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmdisp32.c	12	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmsgcb.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmsglb.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wgdi31.c	3	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wgdi.c	10	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wgmeta.c	7	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wgtext.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wkmem.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wkman.c	18	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wkfileio.c	5	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wkernel.c	7	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wow32fax.c	9	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wuser31.c	4	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wuman.c	5	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wuclass.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wuclip.c	4	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wucomm.c	4	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wudlg.c	3	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wulang.c	2	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wumenu.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wumsg.c	10	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wuser.c	9	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wuwind.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wowhooks.c	31	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wdos.c	2	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wcuricon.c	3	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wsubcls.c	10	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmmedia1.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmmedia2.c	16	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmmstruc.c	12	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmmstru1.c	11	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wmmstru2.c	5	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	waccel.c	3	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wsdata.c	19	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wsext.c	1	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wsraw.c	22	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wcommdlg.c	45	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wusercli.c	3	Must reject stale/derived aliases and release only the exact base alias.
FREEVDMPTR	release	matching acquired span	Partial	wdib.c	1	Must reject stale/derived aliases and release only the exact base alias.
