caller_identity	caller_symbol	caller_source_path	caller_source_line	callee_spelling	internal_candidate_identity	disposition
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"cmos_write"	"softpc.new/base/bios/cmos_bis.c"	"178"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"cmos_write"	"softpc.new/base/bios/cmos_bis.c"	"178"	"outb"	"O:\repos.external\OpenNT\base\mvdm|v86/scaffold/i386/stubs.c|41825d03737ab8b001993798a2fcd20d752a81bdc8cf95d098b5929e70a97d4b|25"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|2920"	"conv_com_reg"	"softpc.new/base/comms/com.c"	"2920"	"strcmp"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"psaved"	"softpc.new/base/comms/com.c"	"3135"	"printf"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"psaved"	"softpc.new/base/comms/com.c"	"3135"	"psaved"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"tokenise_pig_cmd"	"softpc.new/base/debug/pigyoda.c"	"301"	"getNextToken"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"tokenise_pig_cmd"	"softpc.new/base/debug/pigyoda.c"	"301"	"getNextToken"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"tokenise_pig_cmd"	"softpc.new/base/debug/pigyoda.c"	"301"	"getNextToken"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|256"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"tokenise_pig_cmd"	"softpc.new/base/debug/pigyoda.c"	"301"	"strcpy"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|313"	"searchCommandTable"	"softpc.new/base/debug/pigyoda.c"	"313"	"void"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|313"	"searchCommandTable"	"softpc.new/base/debug/pigyoda.c"	"313"	"strcmp"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_sflp.c|396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5|718"	"rd_diskdata"	"softpc.new/base/disks/gfi_sflp.c"	"718"	"note_trace1"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_sflp.c|396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5|718"	"rd_diskdata"	"softpc.new/base/disks/gfi_sflp.c"	"718"	"rd_disk_buffer"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|400"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_sflp.c|396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5|718"	"rd_diskdata"	"softpc.new/base/disks/gfi_sflp.c"	"718"	"dma_request"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_sflp.c|396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5|718"	"rd_diskdata"	"softpc.new/base/disks/gfi_sflp.c"	"718"	"note_trace3"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_sflp.c|396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5|718"	"rd_diskdata"	"softpc.new/base/disks/gfi_sflp.c"	"718"	"note_trace1"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"mouse_adjust_screen_size"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1658"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"find_mode_table"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"getAH"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"find_mode_table"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"getBL"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"find_mode_table"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"getAL"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"find_mode_table"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"getAL"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"restore_ega_defaults"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1580"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"mouse_ega_mode"	"softpc.new/base/keymouse/mouse_io.c"	"1710"	"sas_store"	"O:\repos.external\OpenNT\base\mvdm|v86/monitor/i386/sas.c|d28d27e4bb22e955330dcbaf3a62ff6533b79fed8df46fe3eee615ce444e7834|885"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|654"	"write_host_timestamp"	"softpc.new/base/support/time_day.c"	"654"	"host_gettimeofday"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|726"	"get_host_time"	"softpc.new/base/support/time_day.c"	"726"	"host_time"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|348"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|726"	"get_host_time"	"softpc.new/base/support/time_day.c"	"726"	"host_localtime"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|322"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/system/quick_ev.c|fe23e0ef2fb79aebadc5c0404a2369a694ac6d82347bcae5f2a7bca74b807111|234"	"q_event_init_structs"	"softpc.new/base/system/quick_ev.c"	"234"	"host_free"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|509"	"host_flpy_heart_beat"	"softpc.new/host/src/nt_rflop.c"	"509"	"nt_floppy_close"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|878"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rflop.c|22c82627bf993ac4fd072ad1bb7d4f62000b60889e6955e83f5f676ac5bd7a29|509"	"host_flpy_heart_beat"	"softpc.new/host/src/nt_rflop.c"	"509"	"fdisk_heart_beat"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|573"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmexts/wow.c|385755e94188901161a9e22d63790210f25af014e0a06878655c86f0af856ec4|152"	"DumpTaskInfo"	"vdmexts/wow.c"	"152"	"GetInfoFromSelector"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmexts/wow.c|385755e94188901161a9e22d63790210f25af014e0a06878655c86f0af856ec4|152"	"DumpTaskInfo"	"vdmexts/wow.c"	"152"	"GetIntelBase"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlZeroMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"ResetEmulatedLocalBusyState"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1994"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"CreateBufferPool"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|156"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"LocalAlloc"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"CopyDosBuffersToDescriptorArray"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|2905"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"CopyDosBuffersToDescriptorArray"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|2905"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"lpDlcCallDriver"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"DlcCallWorker"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|3861"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"LocalFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"DeleteBufferPool"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|367"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlZeroMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlZeroMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"InitializeAdapterSupport"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|2681"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"OpenDirectStation"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|3266"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"LlcCommand"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|3084"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"LlcCommand"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|3084"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"RtlCopyMemory"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"CloseDirectStation"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|3323"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"CloseAdapter"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|3220"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"DeleteBufferPool"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|367"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"LocalFree"	""	"direct exit from newly discovered original-MVDM body; classify in T301 first-degree audit"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"DeleteBufferPool"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|367"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"DeleteBufferPool"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|367"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlc5c.c|850f2f1a746eee3610f06ebf489cb662bcd628f556299e445daac7fdd24e9bbf|1250"	"MapDosCommandsToNt"	"vdmredir/vrdlc5c.c"	"1250"	"DeleteBufferPool"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|367"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcpst.c|ea7ce5c516434bd5b08fddd53881705385f3d925388ff4e439b337faa388cf01|1437"	"ProcessReceiveFrame"	"vdmredir/vrdlcpst.c"	"1437"	"CalculateBufferRequirement"	"O:\repos.external\OpenNT\base\mvdm|vdmredir/vrdlcbuf.c|90e6dc8f5625c371c8c14a2a111c3403d0f4b24597eacce8549049138f5721a6|730"	"original-MVDM direct internal candidate; requires next shape/frontier gate if newly reached"
