binding_id	resolution_id	one_ledger1_identity	caller_include_frontier_id	callee_spelling	candidate_identity	definition_source_root	definition_source_path	definition_source_sha256	definition_source_line	definition_linkage	reachable_declaration_tokens	binding_disposition	next_action	boundary
"MVDM-HOST-ONE1-BINDING-000162"	"MVDM-HOST-ONE1-RESOLUTION-000157"	"MVDM-HOST-ONE1-000218"	"MVDM-HOST-ONE1-CALLER-000007"	"_stricmp"	"O:\repos.external\OpenNT|base/crts/crtw32/string/stricmp.c|4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1|59|_stricmp"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/stricmp.c"	"4d0bec9d5961484366a9af2534e90159241e0733d1194631f06d0f24e84f14c1"	"59"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000163"	"MVDM-HOST-ONE1-RESOLUTION-000158"	"MVDM-HOST-ONE1-000219"	"MVDM-HOST-ONE1-CALLER-000007"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000164"	"MVDM-HOST-ONE1-RESOLUTION-000159"	"MVDM-HOST-ONE1-000220"	"MVDM-HOST-ONE1-CALLER-000007"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000165"	"MVDM-HOST-ONE1-RESOLUTION-000160"	"MVDM-HOST-ONE1-000221"	"MVDM-HOST-ONE1-CALLER-000007"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000166"	"MVDM-HOST-ONE1-RESOLUTION-000160"	"MVDM-HOST-ONE1-000221"	"MVDM-HOST-ONE1-CALLER-000007"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000167"	"MVDM-HOST-ONE1-RESOLUTION-000160"	"MVDM-HOST-ONE1-000221"	"MVDM-HOST-ONE1-CALLER-000007"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000168"	"MVDM-HOST-ONE1-RESOLUTION-000161"	"MVDM-HOST-ONE1-000222"	"MVDM-HOST-ONE1-CALLER-000007"	"_strupr"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strupr.cxx|2eebd7dd73c2657c6cac79ccfa32eef4cff73af8b4dcae04edfa4f7c369620b8|40|_strupr"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strupr.cxx"	"2eebd7dd73c2657c6cac79ccfa32eef4cff73af8b4dcae04edfa4f7c369620b8"	"40"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000169"	"MVDM-HOST-ONE1-RESOLUTION-000161"	"MVDM-HOST-ONE1-000222"	"MVDM-HOST-ONE1-CALLER-000007"	"_strupr"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strupr.c|7daa1537253a8e256d6b924870e9761c23b3aaae3a8be379c4bbfdd4844459e8|77|_strupr"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strupr.c"	"7daa1537253a8e256d6b924870e9761c23b3aaae3a8be379c4bbfdd4844459e8"	"77"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000170"	"MVDM-HOST-ONE1-RESOLUTION-000162"	"MVDM-HOST-ONE1-000223"	"MVDM-HOST-ONE1-CALLER-000007"	"strstr"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strstr.cxx|bbeda426efef3ff3f3bf761d433955cdf71d57d5772ce42698c26219c2c0fd79|43|strstr"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strstr.cxx"	"bbeda426efef3ff3f3bf761d433955cdf71d57d5772ce42698c26219c2c0fd79"	"43"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000171"	"MVDM-HOST-ONE1-RESOLUTION-000162"	"MVDM-HOST-ONE1-000223"	"MVDM-HOST-ONE1-CALLER-000007"	"strstr"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strstr.cxx|bbeda426efef3ff3f3bf761d433955cdf71d57d5772ce42698c26219c2c0fd79|64|strstr"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strstr.cxx"	"bbeda426efef3ff3f3bf761d433955cdf71d57d5772ce42698c26219c2c0fd79"	"64"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000172"	"MVDM-HOST-ONE1-RESOLUTION-000162"	"MVDM-HOST-ONE1-000223"	"MVDM-HOST-ONE1-CALLER-000007"	"strstr"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strstr.c|ffad0f9ec514754d9a5f3553a60d10302663c07660129a4e5bdb57194005060a|43|strstr"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strstr.c"	"ffad0f9ec514754d9a5f3553a60d10302663c07660129a4e5bdb57194005060a"	"43"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000173"	"MVDM-HOST-ONE1-RESOLUTION-000163"	"MVDM-HOST-ONE1-000224"	"MVDM-HOST-ONE1-CALLER-000007"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000174"	"MVDM-HOST-ONE1-RESOLUTION-000165"	"MVDM-HOST-ONE1-000230"	"MVDM-HOST-ONE1-CALLER-000008"	"WriteProcessMemory"	"O:\repos.external\OpenNT|base/win32/client/process.c|45420076fafea9444cecac8226a828b2cebac307a893fb17099b870ce935aee3|3716|WriteProcessMemory"	"O:\repos.external\OpenNT"	"base/win32/client/process.c"	"45420076fafea9444cecac8226a828b2cebac307a893fb17099b870ce935aee3"	"3716"	"externally-linkable"	""	"original-definition-candidate-without-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000175"	"MVDM-HOST-ONE1-RESOLUTION-000166"	"MVDM-HOST-ONE1-000231"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000176"	"MVDM-HOST-ONE1-RESOLUTION-000166"	"MVDM-HOST-ONE1-000231"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000177"	"MVDM-HOST-ONE1-RESOLUTION-000167"	"MVDM-HOST-ONE1-000232"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000178"	"MVDM-HOST-ONE1-RESOLUTION-000167"	"MVDM-HOST-ONE1-000232"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000179"	"MVDM-HOST-ONE1-RESOLUTION-000168"	"MVDM-HOST-ONE1-000233"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000180"	"MVDM-HOST-ONE1-RESOLUTION-000168"	"MVDM-HOST-ONE1-000233"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000181"	"MVDM-HOST-ONE1-RESOLUTION-000169"	"MVDM-HOST-ONE1-000234"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000182"	"MVDM-HOST-ONE1-RESOLUTION-000169"	"MVDM-HOST-ONE1-000234"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000183"	"MVDM-HOST-ONE1-RESOLUTION-000170"	"MVDM-HOST-ONE1-000235"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000184"	"MVDM-HOST-ONE1-RESOLUTION-000170"	"MVDM-HOST-ONE1-000235"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000185"	"MVDM-HOST-ONE1-RESOLUTION-000171"	"MVDM-HOST-ONE1-000236"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000186"	"MVDM-HOST-ONE1-RESOLUTION-000171"	"MVDM-HOST-ONE1-000236"	"MVDM-HOST-ONE1-CALLER-000009"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000187"	"MVDM-HOST-ONE1-RESOLUTION-000172"	"MVDM-HOST-ONE1-000237"	"MVDM-HOST-ONE1-CALLER-000010"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000188"	"MVDM-HOST-ONE1-RESOLUTION-000172"	"MVDM-HOST-ONE1-000237"	"MVDM-HOST-ONE1-CALLER-000010"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000189"	"MVDM-HOST-ONE1-RESOLUTION-000173"	"MVDM-HOST-ONE1-000238"	"MVDM-HOST-ONE1-CALLER-000010"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000190"	"MVDM-HOST-ONE1-RESOLUTION-000173"	"MVDM-HOST-ONE1-000238"	"MVDM-HOST-ONE1-CALLER-000010"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000191"	"MVDM-HOST-ONE1-RESOLUTION-000174"	"MVDM-HOST-ONE1-000239"	"MVDM-HOST-ONE1-CALLER-000010"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/wsock32/setup.c|62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4|1380|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/wsock32/setup.c"	"62ddb105e0ddca32cba8f3e6ecbeee602039d7250ad17f7d71ab3d7fd4a94ba4"	"1380"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
"MVDM-HOST-ONE1-BINDING-000192"	"MVDM-HOST-ONE1-RESOLUTION-000174"	"MVDM-HOST-ONE1-000239"	"MVDM-HOST-ONE1-CALLER-000010"	"ReadDword"	"O:\repos.external\OpenNT|net/sockets/winsock2/wsock32/setup.c|c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936|1425|ReadDword"	"O:\repos.external\OpenNT"	"net/sockets/winsock2/wsock32/setup.c"	"c9e10b472b0a608b82d8a950d4db8e2f1ee0298486fc6d2620206ca663039936"	"1425"	"externally-linkable"	"OpenNT|base/mvdm/bde/bde.h|e85678f92da6f86f65e30b38530ccda84a03d632ee39917d5b3eec81d1a8fc8e@25"	"multiple-source-candidates-with-reachable-declaration-token"	"retain each candidate; declaration/signature/condition analysis must resolve or explicitly defer before body expansion"	"P19 reads caller include/declaration tokens and candidate declaration-line linkage only; it does not inspect a candidate body or select a runtime provider"
