definition_id	file_id	source_path	source_sha256	package_root	source_line	symbol	linkage	signature_evidence	file_disposition	final_function_disposition	function_disposition_basis	should_recover	recovery_form	leaf_status	leaf_basis	direct_call_summary
"MVDM-ZERO-DEFINITION-000603"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1132"	"c_getAF"	"external-or-unspecified"	"c_getAF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_AF@1134:macro-expression"
"MVDM-ZERO-DEFINITION-000604"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1138"	"c_getCF"	"external-or-unspecified"	"c_getCF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_CF@1140:macro-expression"
"MVDM-ZERO-DEFINITION-000605"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1144"	"c_getDF"	"external-or-unspecified"	"c_getDF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_DF@1146:macro-expression"
"MVDM-ZERO-DEFINITION-000606"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1150"	"c_getIF"	"external-or-unspecified"	"c_getIF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_IF@1152:macro-expression"
"MVDM-ZERO-DEFINITION-000607"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1156"	"c_getOF"	"external-or-unspecified"	"c_getOF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_OF@1158:macro-expression"
"MVDM-ZERO-DEFINITION-000608"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1162"	"c_getPF"	"external-or-unspecified"	"c_getPF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_PF@1164:macro-expression"
"MVDM-ZERO-DEFINITION-000609"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1168"	"c_getSF"	"external-or-unspecified"	"c_getSF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_SF@1170:macro-expression"
"MVDM-ZERO-DEFINITION-000610"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1174"	"c_getTF"	"external-or-unspecified"	"c_getTF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_TF@1176:macro-expression"
"MVDM-ZERO-DEFINITION-000611"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1180"	"c_getZF"	"external-or-unspecified"	"c_getZF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_ZF@1182:macro-expression"
"MVDM-ZERO-DEFINITION-000612"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1186"	"c_getIOPL"	"external-or-unspecified"	"c_getIOPL()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_IOPL@1188:macro-expression"
"MVDM-ZERO-DEFINITION-000613"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1192"	"c_getNT"	"external-or-unspecified"	"c_getNT()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_NT@1194:macro-expression"
"MVDM-ZERO-DEFINITION-000614"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1198"	"c_getRF"	"external-or-unspecified"	"c_getRF()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_RF@1200:macro-expression"
"MVDM-ZERO-DEFINITION-000615"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1204"	"c_getVM"	"external-or-unspecified"	"c_getVM()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_VM@1206:macro-expression"
"MVDM-ZERO-DEFINITION-000616"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1211"	"c_getAC"	"external-or-unspecified"	"c_getAC()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_AC@1213:macro-expression"
"MVDM-ZERO-DEFINITION-000617"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1217"	"c_getET"	"external-or-unspecified"	"c_getET()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_ET@1219:macro-expression"
"MVDM-ZERO-DEFINITION-000618"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1223"	"c_getNE"	"external-or-unspecified"	"c_getNE()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_NE@1225:macro-expression"
"MVDM-ZERO-DEFINITION-000619"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1229"	"c_getWP"	"external-or-unspecified"	"c_getWP()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_WP@1231:macro-expression"
"MVDM-ZERO-DEFINITION-000620"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1235"	"c_getAM"	"external-or-unspecified"	"c_getAM()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_AM@1237:macro-expression"
"MVDM-ZERO-DEFINITION-000621"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1241"	"c_getNW"	"external-or-unspecified"	"c_getNW()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_NW@1243:macro-expression"
"MVDM-ZERO-DEFINITION-000622"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1247"	"c_getCD"	"external-or-unspecified"	"c_getCD()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_CD@1249:macro-expression"
"MVDM-ZERO-DEFINITION-000623"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1254"	"c_getSTATUS"	"external-or-unspecified"	"c_getSTATUS()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"getFLAGS@1256:first:MVDM-FIRST-CANDIDATE-000509"
"MVDM-ZERO-DEFINITION-000624"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1437"	"c_getPE"	"external-or-unspecified"	"c_getPE()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_PE@1439:macro-expression"
"MVDM-ZERO-DEFINITION-000625"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1443"	"c_getMP"	"external-or-unspecified"	"c_getMP()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_MP@1445:macro-expression"
"MVDM-ZERO-DEFINITION-000626"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1449"	"c_getEM"	"external-or-unspecified"	"c_getEM()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_EM@1451:macro-expression"
"MVDM-ZERO-DEFINITION-000627"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1455"	"c_getTS"	"external-or-unspecified"	"c_getTS()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_TS@1457:macro-expression"
"MVDM-ZERO-DEFINITION-000628"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1461"	"c_getPG"	"external-or-unspecified"	"c_getPG()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_PG@1463:macro-expression"
"MVDM-ZERO-DEFINITION-000629"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1467"	"c_getMSW"	"external-or-unspecified"	"c_getMSW()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_MSW@1469:macro-expression"
"MVDM-ZERO-DEFINITION-000630"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1683"	"c_getGDT_BASE"	"external-or-unspecified"	"c_getGDT_BASE()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_GDT_BASE@1685:macro-expression"
"MVDM-ZERO-DEFINITION-000631"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1689"	"c_getGDT_LIMIT"	"external-or-unspecified"	"c_getGDT_LIMIT()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_GDT_LIMIT@1691:macro-expression"
"MVDM-ZERO-DEFINITION-000632"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1695"	"c_getIDT_BASE"	"external-or-unspecified"	"c_getIDT_BASE()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_IDT_BASE@1697:macro-expression"
"MVDM-ZERO-DEFINITION-000633"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1701"	"c_getIDT_LIMIT"	"external-or-unspecified"	"c_getIDT_LIMIT()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_IDT_LIMIT@1703:macro-expression"
"MVDM-ZERO-DEFINITION-000634"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1707"	"c_getLDT_SELECTOR"	"external-or-unspecified"	"c_getLDT_SELECTOR()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_LDT_SELECTOR@1709:macro-expression"
"MVDM-ZERO-DEFINITION-000635"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1713"	"c_getLDT_BASE"	"external-or-unspecified"	"c_getLDT_BASE()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_LDT_BASE@1715:macro-expression"
"MVDM-ZERO-DEFINITION-000636"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1719"	"c_getLDT_LIMIT"	"external-or-unspecified"	"c_getLDT_LIMIT()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_LDT_LIMIT@1721:macro-expression"
"MVDM-ZERO-DEFINITION-000637"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1725"	"c_getTR_SELECTOR"	"external-or-unspecified"	"c_getTR_SELECTOR()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_TR_SELECTOR@1727:macro-expression"
"MVDM-ZERO-DEFINITION-000638"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1731"	"c_getTR_BASE"	"external-or-unspecified"	"c_getTR_BASE()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_TR_BASE@1733:macro-expression"
"MVDM-ZERO-DEFINITION-000639"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1737"	"c_getTR_LIMIT"	"external-or-unspecified"	"c_getTR_LIMIT()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_TR_LIMIT@1739:macro-expression"
"MVDM-ZERO-DEFINITION-000640"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1743"	"c_getTR_AR"	"external-or-unspecified"	"c_getTR_AR()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_TR_AR_SUPER@1745:macro-expression"
"MVDM-ZERO-DEFINITION-000641"	"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"54bac68daf938cc40dc69fb2b4277f7ae535daebea6a8a5a70f3113d30caa48c"	"softpc.new"	"1863"	"c_getCPL"	"external-or-unspecified"	"c_getCPL()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_CPL@1865:macro-expression"
"MVDM-ZERO-DEFINITION-000642"	"MVDM-FILE-0378"	"softpc.new/base/ccpu386/c_stack.c"	"a038c8e79688b5e7430e3a9baf0c5e11848c4d2de89584ae71a4209c7ed54292"	"softpc.new"	"96"	"get_current_BP"	"external-or-unspecified"	"get_current_BP()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_SS_AR_X@98:macro-expression;GET_EBP@99:macro-expression;GET_BP@101:macro-expression"
"MVDM-ZERO-DEFINITION-000643"	"MVDM-FILE-0378"	"softpc.new/base/ccpu386/c_stack.c"	"a038c8e79688b5e7430e3a9baf0c5e11848c4d2de89584ae71a4209c7ed54292"	"softpc.new"	"161"	"spop"	"external-or-unspecified"	"spop()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_SS_BASE@189:macro-expression;GetStackPointer@189:macro-expression;GET_OPERAND_SIZE@191:macro-expression;vir_read_word@193:first:MVDM-FIRST-CANDIDATE-000510;byte_change_SP@194:first:MVDM-FIRST-CANDIDATE-000511;vir_read_dword@198:first:MVDM-FIRST-CANDIDATE-000512;byte_change_SP@199:first:MVDM-FIRST-CANDIDATE-000513"
"MVDM-ZERO-DEFINITION-000644"	"MVDM-FILE-0380"	"softpc.new/base/ccpu386/c_tlb.c"	"a83a7dd3f7e3fbb83723047aacddbd22d4001591c6d444d4bd6d45dd73e38fd8"	"softpc.new"	"255"	"flush_tlb"	"external-or-unspecified"	"flush_tlb()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"leaf"	"no-direct-function-call"	""
"MVDM-ZERO-DEFINITION-000645"	"MVDM-FILE-0380"	"softpc.new/base/ccpu386/c_tlb.c"	"a83a7dd3f7e3fbb83723047aacddbd22d4001591c6d444d4bd6d45dd73e38fd8"	"softpc.new"	"550"	"test_tlb"	"external-or-unspecified"	"test_tlb()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"fprintf@560:macro-expression;GET_TR@562:macro-expression;GET_TR@563:macro-expression;SET_TR@583:macro-expression;SET_TR@603:macro-expression;SET_TR@610:macro-expression"
"MVDM-ZERO-DEFINITION-000646"	"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"e1f8f19a1f513402a10dc13eaf3b43d45a208fd71a72692f690f808a7e7762b2"	"softpc.new"	"470"	"Int1_f"	"external-or-unspecified"	"Int1_f()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"benign_exception@473:first:MVDM-FIRST-CANDIDATE-000514"
"MVDM-ZERO-DEFINITION-000647"	"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"e1f8f19a1f513402a10dc13eaf3b43d45a208fd71a72692f690f808a7e7762b2"	"softpc.new"	"480"	"Int1_t"	"external-or-unspecified"	"Int1_t()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"benign_exception@483:first:MVDM-FIRST-CANDIDATE-000515"
"MVDM-ZERO-DEFINITION-000648"	"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"e1f8f19a1f513402a10dc13eaf3b43d45a208fd71a72692f690f808a7e7762b2"	"softpc.new"	"490"	"Int5"	"external-or-unspecified"	"Int5()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"benign_exception@493:first:MVDM-FIRST-CANDIDATE-000516"
"MVDM-ZERO-DEFINITION-000649"	"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"e1f8f19a1f513402a10dc13eaf3b43d45a208fd71a72692f690f808a7e7762b2"	"softpc.new"	"500"	"Int6"	"external-or-unspecified"	"Int6()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"benign_exception@503:first:MVDM-FIRST-CANDIDATE-000517"
"MVDM-ZERO-DEFINITION-000650"	"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"e1f8f19a1f513402a10dc13eaf3b43d45a208fd71a72692f690f808a7e7762b2"	"softpc.new"	"510"	"Int7"	"external-or-unspecified"	"Int7()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"benign_exception@513:first:MVDM-FIRST-CANDIDATE-000518"
"MVDM-ZERO-DEFINITION-000651"	"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"e1f8f19a1f513402a10dc13eaf3b43d45a208fd71a72692f690f808a7e7762b2"	"softpc.new"	"520"	"Int16"	"external-or-unspecified"	"Int16()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"one-or-more-first-degree-candidate-callees"	"benign_exception@523:first:MVDM-FIRST-CANDIDATE-000519"
"MVDM-ZERO-DEFINITION-000652"	"MVDM-FILE-0392"	"softpc.new/base/ccpu386/cbw.c"	"57ed4c085f1deff04e4a1f1d48e19f104928d338d468fef516d3772adbae4f5e"	"softpc.new"	"36"	"CBW"	"external-or-unspecified"	"CBW()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"GET_AL@38:macro-expression;SET_AH@39:macro-expression;SET_AH@41:macro-expression"
"MVDM-ZERO-DEFINITION-000653"	"MVDM-FILE-0397"	"softpc.new/base/ccpu386/ccpusas4.c"	"2802840ef84106ae0f99c6f17af370da66c9381a1355570f5998039fbb33534e"	"softpc.new"	"264"	"DumpMemType"	"external-or-unspecified"	"DumpMemType()"	"not-host-runtime"	"not-host-runtime"	"inherited from audited enclosing MVDM file disposition; no body is modified or enabled by T293"	"no"	"not-host-runtime"	"non-leaf"	"macro-or-function-pointer-expression-present"	"c_sas_memory_size@271:first:MVDM-FIRST-CANDIDATE-000520;fprintf@275:macro-expression;SAS_TYPE_TO_STRING@276:macro-expression;fprintf@280:macro-expression;c_sas_memory_size@280:first:MVDM-FIRST-CANDIDATE-000521"
