review_id	review_cluster	profile_class	source_path	static_candidate_count	candidate_kinds	candidate_symbols	compiler_diagnostic_occurrence_count	compiler_unique_diagnostic_count	compiler_warning_counts	source_review_state	required_source_review
T310-S8-P4-REVIEW-0080	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wkgthunk.c	3	architecture-conditional:3	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0081	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wkman.c	4	architecture-conditional:2;pointer-to-fixed-width-conversion:2	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0082	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wkmem.c	7	architecture-conditional:7	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0083	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmmedia.c	3	function-pointer-indirect-call:3	mmAPI	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0084	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmmedia.h	1	function-pointer-indirect-call:1	FINDCMDITEM	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0085	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmmedia1.c	14	function-pointer-indirect-call:14	mmAPI	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0086	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmmedia2.c	70	function-pointer-indirect-call:70	mmAPI	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0087	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmmstru1.c	18	function-pointer-indirect-call:17;pointer-to-fixed-width-conversion:1	mmAPIEatCmdEntry;mmAPIFindCmdItem;mmAPIGetParamSize;mmAPISendCmdW	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0088	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmmstru2.c	9	function-pointer-indirect-call:9	mmAPIEatCmdEntry;mmAPIGetParamSize;mmAPISendCmdW;mmAPIUnlockCmdTable	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0089	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wmsgsbm.c	1	pointer-to-fixed-width-conversion:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0090	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wow32.c	8	architecture-conditional:7;function-pointer-indirect-call:1	lpfnW32	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0091	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wow32.h	8	architecture-conditional:7;fixed-width-to-pointer-conversion:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0092	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wspool.h	3	architecture-conditional:1;function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	lpfn	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0093	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wstruc.c	1	pointer-to-fixed-width-conversion:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0094	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wsubcls.c	1	function-pointer-indirect-call:1	pfn	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0095	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wucomm.c	2	pointer-to-fixed-width-conversion:2	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0096	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wuman.c	1	function-pointer-indirect-call:1	W32WordBreakProc	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0097	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wuman.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	WBP	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0098	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wuser.c	1	architecture-conditional:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0099	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wuser31.c	6	architecture-conditional:6	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0100	MVDM-WOW32-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/wow32/wusercli.c	1	architecture-conditional:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0101	MVDM-XMS.486-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/xms.486/xms.c	2	architecture-conditional:2	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0102	MVDM-XMS.486-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/xms.486/xms.h	4	architecture-conditional:2;function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	PFNSVC	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0103	MVDM-XMS.486-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/xms.486/xmsblock.c	3	architecture-conditional:1;fixed-width-to-pointer-conversion:2	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0104	MVDM-XMS.486-OWNER-PACKAGE	unselected-owner-package-source	src/mvdm-host/xms.486/xmsmemr.c	2	fixed-width-to-pointer-conversion:2	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0105	SPC-BIOS-FIRMWARE-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/bios/bios.c	1	function-pointer-declaration-or-slot:1	BIOS	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0106	SPC-BIOS-FIRMWARE-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/bios/emm_fncs.c	1	function-pointer-declaration-or-slot:1	emm_func	30	30	C4018:4;C4244:22;C4305:2;C4310:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0107	SPC-BIOS-FIRMWARE-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/bios/reset.c	0		-	14	14	C4013:2;C4131:2;C4244:4;C4311:2;C4996:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0108	SPC-BIOS-FIRMWARE-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/bios/tape_io.c	0		-	8	8	C4013:4;C4101:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0109	SPC-BIOS-FIRMWARE-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/bios/virtual.c	0		-	20	20	C4013:8;C4244:7;C4312:3;C4431:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0110	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/host_cpu.h	305	function-pointer-declaration-or-slot:102;function-pointer-indirect-call:203	R_ROUTE;getAF_func;getAH_func;getAL_func;getAX_func;getBH_func;getBL_func;getBP_func;getBX_func;getCF_func;getCH_func;getCL_func;getCPL_func;getCS_func;getCX_func;getDF_func;getDH_func;getDI_func;getDL_func;getDSD_func;getDS_func;getDX_func;getEM_func;getES_func;getGDTR_base_func;getGDTR_limit_func;getIDTR_base_func;getIDTR_limit_func;getIF_func;getIOPL_func;getIP_func;getLDTR_func;getMP_func;getMSW_func;getMSW_reserved_func;getNT_func;getOF_func;getOPA_func;getOPB_func;getOPR_func;getPE_func;getPF_func;getSF_func;getSI_func;getSP_func;getSSD_func;getSS_func;getSTATUS_func;getTF_func;getTR_func;getTS_func;getZF_func;host_simulate_func;setAF_func;setAH_func;setAL_func;setAX_func;setBH_func;setBL_func;setBP_func;setBX_func;setCF_func;setCH_func;setCL_func;setCPL_func;setCS_func;setCX_func;setDF_func;setDH_func;setDI_func;setDL_func;setDS_func;setDX_func;setEM_func;setES_func;setGDTR_base_func;setGDTR_limit_func;setIDTR_base_func;setIDTR_limit_func;setIF_func;setIOPL_func;setIP_func;setLDTR_func;setMP_func;setMSW_func;setMSW_reserved_func;setNT_func;setOF_func;setOPA_func;setOPB_func;setOPLEN_func;setOPR_func;setPE_func;setPF_func;setSF_func;setSI_func;setSP_func;setSS_func;setTF_func;setTR_func;setTS_func;setZF_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0111	SPC-CCPU-ACCESS-TABLE	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_cprgs.c	284	function-pointer-declaration-or-slot:142;function-pointer-indirect-call:142	R_ROUTE;getAF_func;getAH_func;getAL_func;getAX_func;getBH_func;getBL_func;getBP_func;getBX_func;getCF_func;getCH_func;getCL_func;getCPL_func;getCS_func;getCX_func;getDF_func;getDH_func;getDI_func;getDL_func;getDSD_func;getDS_func;getDX_func;getEM_func;getES_func;getGDTR_base_func;getGDTR_limit_func;getIDTR_base_func;getIDTR_limit_func;getIF_func;getIOPL_func;getIP_func;getLDTR_func;getMP_func;getMSW_func;getMSW_reserved_func;getNT_func;getOF_func;getOPA_func;getOPB_func;getOPR_func;getPE_func;getPF_func;getSF_func;getSI_func;getSP_func;getSSD_func;getSS_func;getSTATUS_func;getTF_func;getTR_func;getTS_func;getZF_func;host_simulate_func;setAF_func;setAH_func;setAL_func;setAX_func;setBH_func;setBL_func;setBP_func;setBX_func;setCF_func;setCH_func;setCL_func;setCPL_func;setCS_func;setCX_func;setDF_func;setDH_func;setDI_func;setDL_func;setDS_func;setDX_func;setEM_func;setES_func;setGDTR_base_func;setGDTR_limit_func;setIDTR_base_func;setIDTR_limit_func;setIF_func;setIOPL_func;setIP_func;setLDTR_func;setMP_func;setMSW_func;setMSW_reserved_func;setNT_func;setOF_func;setOPA_func;setOPB_func;setOPLEN_func;setOPR_func;setPE_func;setPF_func;setSF_func;setSI_func;setSP_func;setSS_func;setTF_func;setTR_func;setTS_func;setZF_func	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0112	SPC-CCPU-ACCESS-TABLE	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_cpu.c	0		-	2	2	C4101:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0113	SPC-CCPU-EXECUTOR-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	72	function-pointer-indirect-call:72	inst232;inst2p32;inst2p3232;inst32;inst32328;instp32;instp3232;instp3232328;instp32328;instp328;instp32p32	237	237	C4013:18;C4024:4;C4047:4;C4100:6;C4101:2;C4244:201;C4456:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0114	SPC-CCPU-EXECUTOR-DISPATCH	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/ccpu386/c_tsksw.c	0		-	4	4	C4018:2;C4389:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0115	SPC-CCPU-EXECUTOR-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/ccpu386/ccpusas4.c	5	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:4	temp_func;vidFP	50	50	C4033:6;C4100:34;C4101:4;C4389:2;C4996:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0116	SPC-CCPU-EXECUTOR-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/ccpu386/fpu.c	4	pointer-to-fixed-width-conversion:4	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0117	SPC-CCPU-EXECUTOR-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/ccpu386/imul.c	1	pointer-to-fixed-width-conversion:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0118	SPC-CCPU-EXECUTOR-DISPATCH	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/ccpu386/iret.c	0		-	22	22	C4018:2;C4244:18;C4389:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0119	SPC-CCPU-EXECUTOR-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/ccpu386/ntstubs.c	1	function-pointer-indirect-call:1	func	20	20	C4013:6;C4100:12;C4431:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0120	SPC-CCPU-EXECUTOR-DISPATCH	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/ccpu386/popf.c	0		-	4	4	C4013:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0121	SPC-CCPU-EXECUTOR-DISPATCH	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/ccpu386/sasCdef.c	0		-	2	2	C4113:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0122	SPC-CCPU-EXECUTOR-DISPATCH	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/ccpu386/zfrsrvd.c	1	function-pointer-declaration-or-slot:1	inst_table	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0123	SPC-COMMS-CONTROLLER-CALLBACKS	selected-softpc-machine-source	src/mvdm-host/softpc.new/base/comms/com.c	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	fn	41	41	C4057:2;C4101:2;C4189:2;C4210:6;C4244:22;C4245:4;C4311:3	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0124	SPC-COMMS-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/comms/printer_.c	0		-	4	4	C4013:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0125	SPC-COMMS-CONTROLLER-CALLBACKS	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/comms/rs232_io.c	0		-	8	8	C4244:8	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0126	SPC-CVIDC-GENERATED-DISPATCH	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/cvidc/ev_glue.c	0		-	50	50	C4013:2;C4100:2;C4113:4;C4133:2;C4152:32;C4244:8	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0127	SPC-CVIDC-GENERATED-DISPATCH	compiler-crosscheck-only	src/mvdm-host/softpc.new/base/cvidc/evidfunc.h	0		-	68	34	C4431:68	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0128	SPC-DEBUG-UNSELECTED	unselected-debug-profile	src/mvdm-host/softpc.new/base/debug/dasm.c	1	function-pointer-declaration-or-slot:1	CPUOPS	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0129	SPC-DEBUG-UNSELECTED	unselected-debug-profile	src/mvdm-host/softpc.new/base/debug/pigyoda.c	5	function-pointer-declaration-or-slot:2;function-pointer-indirect-call:3	func;func_ptr	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0130	SPC-HOST-BOP-BINDING	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_bop.c	14	architecture-conditional:1;function-pointer-declaration-or-slot:2;function-pointer-indirect-call:7;pointer-to-fixed-width-conversion:4	DispatchEntry;InitEntry;MYFARPROC;WOWDispatchEntry;WOWInitEntry;pW32HungAppNotifyThread	18	18	C4210:10;C4311:2;C4706:2;C4996:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0131	SPC-HOST-COMMS-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_wcom.c	3	function-pointer-indirect-call:3	GetCommHandle;GetCommShadowMSR	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0132	SPC-HOST-INPUT-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_mouse.c	0		-	38	38	C4013:2;C4047:2;C4100:24;C4244:8;C4552:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0133	SPC-HOST-INPUT-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_msscs.c	0		-	47	47	C4013:4;C4057:2;C4100:4;C4101:14;C4189:2;C4244:2;C4311:13;C4312:4;C4431:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0134	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/error.h	18	function-pointer-declaration-or-slot:9;function-pointer-indirect-call:9	error;error_conf;error_ext	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0135	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/host_def.h	1	architecture-conditional:1	-	304	4	C4005:304	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0136	SPC-HOST-PLATFORM-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/inc/host_inc.h	0		-	4	4	C4005:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0137	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/nt_com.h	8	function-pointer-declaration-or-slot:4;function-pointer-indirect-call:4	GCHfn;GCSfn;GetCommHandle;GetCommShadowMSR	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0138	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/nt_eoi.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	EOIHOOKPROC	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0139	SPC-HOST-PLATFORM-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/inc/nt_event.h	0		-	24	2	C4431:24	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0140	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/nt_graph.h	38	function-pointer-declaration-or-slot:19;function-pointer-indirect-call:19	cga_hi_graph;cga_med_graph;cga_text;ega_hi_graph;ega_lo_graph;ega_med_graph;ega_text;v7vga_hi_graph;vga_graph;vga_hi_graph;vga_med_graph	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0141	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/inc/nt_vddp.h	2	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:1	VDDPROC	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0142	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/fprt.c	1	fixed-width-to-pointer-conversion:1	-	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0143	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_det.c	1	function-pointer-indirect-call:1	choose_display_mode	4	4	C4013:2;C4101:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0144	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_error.c	3	function-pointer-declaration-or-slot:1;function-pointer-indirect-call:2	pW32HungAppNotifyThread	62	62	C4013:2;C4100:12;C4142:2;C4244:2;C4311:4;C4312:4;C4996:36	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0145	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_event.c	2	function-pointer-indirect-call:2	host_key_down_fn_ptr;host_key_up_fn_ptr	13	13	C4013:2;C4100:2;C4133:2;C4142:2;C4213:2;C4244:1;C4431:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0146	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_fulsc.c	2	function-pointer-indirect-call:2	choose_display_mode	12	12	C4013:2;C4189:2;C4244:6;C4431:2	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0147	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_ntfun.c	1	function-pointer-indirect-call:1	lastBlock	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0148	SPC-HOST-PLATFORM-BINDINGS	compiler-crosscheck-only	src/mvdm-host/softpc.new/host/src/nt_unix.c	0		-	22	22	C4057:4;C4100:4;C4131:10;C4996:4	pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
T310-S8-P4-REVIEW-0149	SPC-HOST-PLATFORM-BINDINGS	selected-softpc-machine-source	src/mvdm-host/softpc.new/host/src/nt_yoda.c	2	function-pointer-declaration-or-slot:2	EA_reg_func;get_seg	0	0		pending-original-contract-review	read original declarations, assignments/initializers and selected callers; classify as minimal mirror correction, overlay, checked guest/physical mapping, or not selected
