"symbol"	"invocation_count"	"upstream_declaration_candidates"	"upstream_package_roots"	"first_hop_state"	"next_stage"	"selected_declaration_candidates"
"generate_iir"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GenerateAllProfileInfo"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\profile.h:216"
"generic_outw"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GenericAdd"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GenericCompare"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GenericDivide"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GenericMultiply"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GenericSubtract"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_256_colour_mode"	"10"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\egagraph.h:102"
"GET_AC"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:380"
"get_actual_offset_per_line"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\egagraph.h:68"
"GET_ADDRESS_SIZE"	"7"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:179;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:547;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:570;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:598;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:610;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:634;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:647;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:670;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:682;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:717;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:730;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:502"
"GET_AF"	"7"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:369"
"GET_AH"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:154"
"GET_AL"	"15"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:766;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:768;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:150"
"GET_AM"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:461"
"GET_AR_C"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:72"
"GET_AR_DPL"	"37"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:77"
"GET_AR_E"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:71"
"GET_AR_P"	"20"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:70"
"GET_AR_R"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:74"
"GET_AR_SUPER"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:78"
"GET_AR_W"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:73"
"GET_AR_X"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_bsic.h:75"
"GET_AX"	"11"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:116"
"GET_BASE"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_base_address"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\emm.h:241"
"GET_BH"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:157"
"GET_BIOS_FONT_ADDRESS"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GET_BL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:153"
"get_border_color"	"6"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\egagraph.h:178"
"GET_BP"	"7"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:121"
"GET_BX"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:766;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:119"
"get_byte_addr"	"35"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:709;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:713;src/mvdm-host\softpc.new\base\cvidc\sas4gen.h:715;src/mvdm-host\softpc.new\base\inc\host_sas.h:172;src/mvdm-host\softpc.new\base\inc\sas.h:111;src/mvdm-host\softpc.new\base\inc\sas.h:140;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:672;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:676;src/mvdm-host\softpc.new\host\inc\ppc\pig\sas4gen.h:678;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:672;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:676;src/mvdm-host\softpc.new\host\inc\ppc\prod\sas4gen.h:678"
"get_bytes_per_line"	"57"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:272"
"get_c0_cmd"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:56"
"get_c0_cyl"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:68"
"get_c0_drive"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:65"
"get_c0_DTL"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:86"
"get_c0_EOT"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:80"
"get_c0_GPL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:83"
"get_c0_hd"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:71"
"get_c0_head"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:62"
"get_c0_MFM"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:50"
"get_c0_MT"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:47"
"get_c0_N"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:77"
"get_c0_sector"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:74"
"get_c0_skip"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:53"
"get_c1_cyl"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:115"
"get_c1_drive"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:112"
"get_c1_DTL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:133"
"get_c1_EOT"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:127"
"get_c1_GPL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:130"
"get_c1_hd"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:118"
"get_c1_head"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:109"
"get_c1_MFM"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:97"
"get_c1_MT"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:94"
"get_c1_N"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:124"
"get_c1_sector"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:121"
"get_c2_cyl"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:160"
"get_c2_drive"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:157"
"get_c2_DTL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:178"
"get_c2_EOT"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:172"
"get_c2_GPL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:175"
"get_c2_hd"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:163"
"get_c2_head"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:154"
"get_c2_MFM"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:141"
"get_c2_N"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:169"
"get_c2_sector"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:166"
"get_c3_drive"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:204"
"get_c3_filler"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:216"
"get_c3_GPL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:213"
"get_c3_head"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:201"
"get_c3_MFM"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:189"
"get_c3_N"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:207"
"get_c3_SC"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:210"
"get_c4_drive"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:242"
"get_c4_head"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:239"
"get_c4_MFM"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:227"
"get_c5_drive"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:259"
"get_c6_HLT"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:276"
"get_c6_HUT"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:273"
"get_c6_ND"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:279"
"get_c6_SRT"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:270"
"get_c7_drive"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:293"
"get_c7_head"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:290"
"get_c8_drive"	"3"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:313"
"get_c8_head"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:310"
"get_c8_new_cyl"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gfi.h:316"
"GET_CD"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:463"
"GET_CF"	"23"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:367"
"get_cga_color_select"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\cga.h:97"
"get_cga_colormask"	"8"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\cga.h:98"
"get_cga_mode"	"6"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\cga.h:95"
"get_cga_resolution"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\cga.h:96"
"GET_CH"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:155"
"get_chain4_mode"	"11"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:292"
"get_char_attr"	"2"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_char_b"	"11"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_char_height"	"34"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:275;src/mvdm-host\softpc.new\base\inc\gvi.h:305;src/mvdm-host\softpc.new\host\inc\hostgrph.h:37"
"get_char_w"	"33"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_char_width"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:274"
"get_chars_per_line"	"28"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:273"
"get_chr_height"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"GET_CL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:151"
"get_colour_select"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\egagraph.h:104"
"get_control"	"3"	"base/ntos/vdm/x86/vdmprint.h:39"	"base/ntos/vdm"	"non-MVDM upstream declaration candidate"	"confirm exact declaration and source/build owner"	""
"GET_CPL"	"82"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:494"
"GET_CR"	"17"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:798;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:448"
"GET_CS_AR_X"	"15"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:224"
"GET_CS_BASE"	"9"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:217"
"GET_CS_LIMIT"	"19"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:218"
"GET_CS_SELECTOR"	"23"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:216;src/mvdm-host\softpc.new\base\ccpu386\newnpx.h:55"
"get_cur_x"	"14"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:264"
"get_cur_y"	"18"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:265"
"get_cursor_height"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:267"
"get_cursor_start"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:266"
"GET_CX"	"9"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:180;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:117"
"get_DAC_mask"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\egagraph.h:103"
"GET_DF"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:1007;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:1034;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:612;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:621;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:649;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:658;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:684;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:693;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:732;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:741;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:998;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:374"
"GET_DH"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:156"
"GET_DI"	"5"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:1020;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:1035;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:1037;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:671;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:685;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:687;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:718;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:733;src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:735;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:123"
"get_dirty_end"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_dirty_line"	"1"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_dirty_offset"	"3"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_dirty_rec_total"	"4"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_dirty_start"	"5"	""	""	"macro/CRT/public-import/assembly-or-unresolved leaf candidate"	"confirm exact declaration and source/build owner"	""
"get_display_disabled"	"18"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:271"
"GET_DL"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:152"
"get_doubleword_mode"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\inc\gvi.h:293"
"GET_DR"	"17"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_oprnd.h:804;src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:439"
"GET_DS_BASE"	"2"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:257"
"GET_DS_LIMIT"	"1"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:258"
"GET_DS_SELECTOR"	"7"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:256"
"GET_DX"	"4"	""	""	"selected-MVDM/platform declaration; no non-MVDM function edge"	"confirm exact declaration and source/build owner"	"src/mvdm-host\softpc.new\base\ccpu386\c_reg.h:118"
