caller_object	symbol	disposition	original_or_adapter_owner	current_conclusion	audit_input
original-command-provider-cohort.lib(cmdpif.obj)	DosSessionId	original-source-candidate	mvdm-host/softpc.new/host/src/nt_pif.c	adapter-backed through adapter-win32/session; no independent launch policy	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdpif.obj)	pfdata	original-source-candidate	mvdm-host/softpc.new/host/src/nt_pif.c	adapter-backed through adapter-win32/session; no independent launch policy	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	strncmp	public-crt-leaf	MSVC CRT	link public runtime; do not import historical CRT	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	__imp_LoadStringA	adapter-win32-or-public-leaf	adapter-mvdm-host-out/win32	preserve historical facade shape; bind public Win32/NTDLL only after source contract review	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	nt_init_event_thread	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	cmdPushExitInConsoleBuffer	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	nt_block_event_thread	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	nt_resume_event_thread	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	host_lpt_flush_initialize	original-source-candidate	mvdm-host/softpc.new/host/src/nt_lpt.c	adapter-backed LPT endpoint lifecycle; Bochs remains device owner	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdmisc.obj)	VdmExitCode	original-source-candidate	mvdm-host/softpc.new/host/src/nt_reset.c	adapter-backed session/app lifecycle state; no historical process-global exit behavior	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdexec.obj)	_strlwr	public-crt-leaf	MSVC CRT	link public runtime; do not import historical CRT	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdexec.obj)	__stdio_common_vsscanf	public-crt-leaf	MSVC CRT	link public runtime; do not import historical CRT	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdexec.obj)	SCS_hStdIn	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdexec.obj)	SCS_hStdOut	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdexec.obj)	SCS_hStdErr	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
original-command-provider-cohort.lib(cmdexec.obj)	CntrlHandlerState	original-source-candidate	mvdm-host/softpc.new/host/src/nt_event.c; mvdm-host/softpc.new/host/src/nt_hosts.c	adapter-backed session/console lifecycle; no CSRSS reconstruction	M0 T309 S2 x64 forced-link log; physical caller/symbol pair
