"work_item_id"	"caller_path"	"caller_line"	"symbol"	"family"	"original_provider_form"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"implementation_constraint"	"audit_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-00055"	"dos/command/cmdredir.c"	"602"	"cmdPipeFileDataEOF"	"COMMAND-local-pipe-observation"	"dos/command/cmdredir.c:602 defines the original pipe-data/EOF query over PPIPE_INPUT and HANDLE"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE,BOOL*) data/EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain TRUE/new-data-or-EOF and fEOF behavior; brokered pipe protocol belongs to adapter-redir"	"no guest-visible host HANDLE or new pipe protocol"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00055"
"MVDM-T277-S2-MVDM-BOUNDARY-00056"	"dos/command/cmdredir.c"	"641"	"cmdPipeFileEOF"	"COMMAND-local-pipe-observation"	"dos/command/cmdredir.c:641 defines the original pipe EOF query over PPIPE_INPUT and HANDLE"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE) EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain EOF result; brokered pipe protocol belongs to adapter-redir"	"no guest-visible host HANDLE or new pipe protocol"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00056"
"MVDM-T277-S2-MVDM-BOUNDARY-00057"	"dos/dem/dem.c"	"23"	"TerminateVDM"	"session-controlled-termination"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"historical v86 product shell is excluded; session successor must preserve caller ordering"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00057"
"MVDM-T277-S2-MVDM-BOUNDARY-00058"	"dos/dem/dem.c"	"42"	"malloc"	"CRT-allocation-and-environment"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00058"
"MVDM-T277-S2-MVDM-BOUNDARY-00059"	"dos/dem/dem.c"	"68"	"getenv"	"CRT-allocation-and-environment"	"the original host uses the CRT getenv form; softpc.new/obj.vdm/ntvdm.c contains a product-specific wrapper that is not a host-runtime provider"	"native CRT binding"	"original CRT getenv call and caller-side NULL handling"	"none"	"preserve original caller-side absent-variable path"	"no product-global environment wrapper"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00059"
"MVDM-T277-S2-MVDM-BOUNDARY-00060"	"dos/dem/dem.c"	"70"	"getenv"	"CRT-allocation-and-environment"	"the original host uses the CRT getenv form; softpc.new/obj.vdm/ntvdm.c contains a product-specific wrapper that is not a host-runtime provider"	"native CRT binding"	"original CRT getenv call and caller-side NULL handling"	"none"	"preserve original caller-side absent-variable path"	"no product-global environment wrapper"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00060"
"MVDM-T277-S2-MVDM-BOUNDARY-00061"	"dos/dem/demdasd.c"	"145"	"host_direct_access_error"	"top-level-direct-device-error"	"softpc.new/host/src/nt_error.c:217 defines original direct-device error dispatch by reason code"	"opennt-mvdm-host nt_error -> adapter-win32 -> session"	"original void reason-coded direct-access error call"	"no guest pointer or raw process-control state crosses the boundary"	"preserve reason and per-thread duplicate suppression; Ignore resumes caller path, Terminate requests controlled stop"	"WOW hard-error and old console placement remain named later branches"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00061"
"MVDM-T277-S2-MVDM-BOUNDARY-00062"	"dos/dem/demdasd.c"	"456"	"host_direct_access_error"	"top-level-direct-device-error"	"softpc.new/host/src/nt_error.c:217 defines original direct-device error dispatch by reason code"	"opennt-mvdm-host nt_error -> adapter-win32 -> session"	"original void reason-coded direct-access error call"	"no guest pointer or raw process-control state crosses the boundary"	"preserve reason and per-thread duplicate suppression; Ignore resumes caller path, Terminate requests controlled stop"	"WOW hard-error and old console placement remain named later branches"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00062"
"MVDM-T277-S2-MVDM-BOUNDARY-00063"	"dos/dem/demdasd.c"	"513"	"host_simulate"	"bounded-machine-run"	"softpc.new/host/inc/host_cpu.h publishes original host_simulate; S3 records its Bochs-only executor disposition"	"adapter-softpc -> adapter-bochs"	"original host_simulate call shape"	"S3 typed machine request; no pointer mapping"	"use S3 caller-return-path failure disposition"	"Bochs remains sole executor"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00063"
"MVDM-T277-S2-MVDM-BOUNDARY-00064"	"dos/dem/demdasd.c"	"532"	"host_simulate"	"bounded-machine-run"	"softpc.new/host/inc/host_cpu.h publishes original host_simulate; S3 records its Bochs-only executor disposition"	"adapter-softpc -> adapter-bochs"	"original host_simulate call shape"	"S3 typed machine request; no pointer mapping"	"use S3 caller-return-path failure disposition"	"Bochs remains sole executor"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00064"
"MVDM-T277-S2-MVDM-BOUNDARY-00065"	"dos/dem/demdasd.c"	"652"	"malloc"	"CRT-allocation-and-environment"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00065"
"MVDM-T277-S2-MVDM-BOUNDARY-00066"	"dos/dem/demdasd.c"	"704"	"malloc"	"CRT-allocation-and-environment"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00066"
"MVDM-T277-S2-MVDM-BOUNDARY-00067"	"dos/dem/demhndl.c"	"572"	"cmdPipeFileDataEOF"	"COMMAND-local-pipe-observation"	"dos/command/cmdredir.c:602 defines the original pipe-data/EOF query over PPIPE_INPUT and HANDLE"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE,BOOL*) data/EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain TRUE/new-data-or-EOF and fEOF behavior; brokered pipe protocol belongs to adapter-redir"	"no guest-visible host HANDLE or new pipe protocol"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00067"
"MVDM-T277-S2-MVDM-BOUNDARY-00068"	"dos/dem/demhndl.c"	"597"	"cmdPipeFileEOF"	"COMMAND-local-pipe-observation"	"dos/command/cmdredir.c:641 defines the original pipe EOF query over PPIPE_INPUT and HANDLE"	"opennt-mvdm-host COMMAND provider -> session -> adapter-win32"	"original BOOL(HANDLE) EOF query and timeout ordering"	"session host_resource mapping instance resolves the opaque host stream endpoint"	"retain EOF result; brokered pipe protocol belongs to adapter-redir"	"no guest-visible host HANDLE or new pipe protocol"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00068"
"MVDM-T277-S2-MVDM-BOUNDARY-00069"	"dos/dem/demioctl.c"	"206"	"host_direct_access_error"	"top-level-direct-device-error"	"softpc.new/host/src/nt_error.c:217 defines original direct-device error dispatch by reason code"	"opennt-mvdm-host nt_error -> adapter-win32 -> session"	"original void reason-coded direct-access error call"	"no guest pointer or raw process-control state crosses the boundary"	"preserve reason and per-thread duplicate suppression; Ignore resumes caller path, Terminate requests controlled stop"	"WOW hard-error and old console placement remain named later branches"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00069"
"MVDM-T277-S2-MVDM-BOUNDARY-00070"	"dos/dem/demmisc.c"	"172"	"malloc"	"CRT-allocation-and-environment"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00070"
"MVDM-T277-S2-MVDM-BOUNDARY-00071"	"dos/dem/demmisc.c"	"190"	"TerminateVDM"	"session-controlled-termination"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"historical v86 product shell is excluded; session successor must preserve caller ordering"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00071"
"MVDM-T277-S2-MVDM-BOUNDARY-00072"	"dos/dem/demmisc.c"	"196"	"TerminateVDM"	"session-controlled-termination"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"historical v86 product shell is excluded; session successor must preserve caller ordering"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00072"
"MVDM-T277-S2-MVDM-BOUNDARY-00073"	"dos/dem/demmisc.c"	"611"	"HostFloppyReset"	"host-device-state-cleanup"	"softpc.new/host/src/nt_rflop.c:241/857 defines the original floppy reset entry"	"opennt-mvdm-host floppy provider -> adapter-win32"	"original void floppy reset call"	"session host_resource state only"	"preserve original reset ordering; unavailable host device remains explicit failure"	"no direct physical I/O or Bochs floppy semantic in caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00073"
"MVDM-T277-S2-MVDM-BOUNDARY-00074"	"dos/dem/demmisc.c"	"612"	"HostFdiskReset"	"host-device-state-cleanup"	"softpc.new/host/src/nt_fdisk.c:262/589 defines the original fixed-disk reset entry"	"opennt-mvdm-host fixed-disk provider -> adapter-win32"	"original void fixed-disk reset call"	"session host_resource state only"	"preserve original reset ordering; unavailable host device remains explicit failure"	"no direct physical I/O or Bochs disk semantic in caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00074"
"MVDM-T277-S2-MVDM-BOUNDARY-00075"	"dos/dem/demmisc.c"	"629"	"TerminateVDM"	"session-controlled-termination"	"v86/scaffold/i386/softpc.c:397 supplies the historical standalone-product termination body; it is excluded from the rebootstrap host runtime"	"session -> adapter-bochs"	"original void termination call; typed controlled-stop record only"	"no raw process termination or host pointer"	"request session stop; never terminate the surrounding app process"	"historical v86 product shell is excluded; session successor must preserve caller ordering"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00075"
"MVDM-T277-S2-MVDM-BOUNDARY-00077"	"dos/dem/demsrch.c"	"2343"	"malloc"	"CRT-allocation-and-environment"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00077"
"MVDM-T277-S2-MVDM-BOUNDARY-00078"	"dos/dem/demsrch.c"	"2355"	"malloc"	"CRT-allocation-and-environment"	"softpc.new/base/inc/standard.h exposes the original CRT allocation form"	"native CRT binding"	"original CRT allocation call and caller-side NULL handling"	"none"	"preserve original caller-side allocation failure path"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00078"
"MVDM-T277-S2-MVDM-BOUNDARY-00076"	"dos/dem/demsrch.c"	"678"	"HostTerminatePDB"	"host-device-state-cleanup"	"softpc.new/host/src/nt_msscs.c:1411 calls original FloppyTerminatePDB and FdiskTerminatePDB cleanup"	"opennt-mvdm-host disk/floppy providers -> session"	"original void USHORT PDB cleanup call"	"PDB is a guest value; any host resource lookup uses session host_resource mapping only"	"preserve original cleanup ordering; missing owner record is a no-resource cleanup result"	"no raw host handle encoded in PDB"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00076"
