canonical_interface_id	callee_spelling	raw_call_site_count	raw_candidate_ids	caller_definition_count	caller_source_identities	initial_first_degree_statuses	prior_semantic_dispositions	boundary
"MVDM-FIRST-INTERFACE-000273"	"GetConsoleScreenBufferInfo"	"12"	"MVDM-FIRST-CANDIDATE-001521;MVDM-FIRST-CANDIDATE-001552;MVDM-FIRST-CANDIDATE-001560;MVDM-FIRST-CANDIDATE-001565;MVDM-FIRST-CANDIDATE-001574;MVDM-FIRST-CANDIDATE-001582;MVDM-FIRST-CANDIDATE-001584;MVDM-FIRST-CANDIDATE-001585;MVDM-FIRST-CANDIDATE-001591;MVDM-FIRST-CANDIDATE-001599;MVDM-FIRST-CANDIDATE-001600;MVDM-FIRST-CANDIDATE-001609"	"10"	"softpc.new/host/src/nt_event.c:1519;softpc.new/host/src/nt_fulsc.c:531;softpc.new/host/src/nt_fulsc.c:985;softpc.new/host/src/nt_fulsc.c:1135;softpc.new/host/src/nt_fulsc.c:1603;softpc.new/host/src/nt_graph.c:767;softpc.new/host/src/nt_graph.c:970;softpc.new/host/src/nt_graph.c:1042;softpc.new/host/src/nt_graph.c:1507;softpc.new/host/src/nt_graph.c:1955;softpc.new/host/src/nt_graph.c:1989;softpc.new/host/src/nt_hosts.c:139"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000274"	"GetConsoleTitleA"	"1"	"MVDM-FIRST-CANDIDATE-000069"	"1"	"dos/command/cmdmisc.c:117"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000275"	"GetCurrentConsoleFont"	"1"	"MVDM-FIRST-CANDIDATE-001587"	"1"	"softpc.new/host/src/nt_graph.c:1142"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000276"	"GetCurrentDirectoryOem"	"1"	"MVDM-FIRST-CANDIDATE-002261"	"1"	"wow32/wdos.c:563"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000277"	"GetCurrentPositionEx"	"2"	"MVDM-FIRST-CANDIDATE-002328;MVDM-FIRST-CANDIDATE-002411"	"2"	"wow32/wgdi.c:2185;wow32/wgdi31.c:244"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000278"	"GetCurrentThreadId"	"40"	"MVDM-FIRST-CANDIDATE-000307;MVDM-FIRST-CANDIDATE-000382;MVDM-FIRST-CANDIDATE-000383;MVDM-FIRST-CANDIDATE-000384;MVDM-FIRST-CANDIDATE-000386;MVDM-FIRST-CANDIDATE-000387;MVDM-FIRST-CANDIDATE-000389;MVDM-FIRST-CANDIDATE-000390;MVDM-FIRST-CANDIDATE-000391;MVDM-FIRST-CANDIDATE-000392;MVDM-FIRST-CANDIDATE-000393;MVDM-FIRST-CANDIDATE-000395;MVDM-FIRST-CANDIDATE-000396;MVDM-FIRST-CANDIDATE-000398;MVDM-FIRST-CANDIDATE-000399;MVDM-FIRST-CANDIDATE-000401;MVDM-FIRST-CANDIDATE-000402;MVDM-FIRST-CANDIDATE-000404;MVDM-FIRST-CANDIDATE-001300;MVDM-FIRST-CANDIDATE-001355;MVDM-FIRST-CANDIDATE-001362;MVDM-FIRST-CANDIDATE-001363;MVDM-FIRST-CANDIDATE-001364;MVDM-FIRST-CANDIDATE-001365;MVDM-FIRST-CANDIDATE-001481;MVDM-FIRST-CANDIDATE-001482;MVDM-FIRST-CANDIDATE-001650;MVDM-FIRST-CANDIDATE-001651;MVDM-FIRST-CANDIDATE-001751;MVDM-FIRST-CANDIDATE-001800;MVDM-FIRST-CANDIDATE-001801;MVDM-FIRST-CANDIDATE-002024;MVDM-FIRST-CANDIDATE-002025;MVDM-FIRST-CANDIDATE-002100;MVDM-FIRST-CANDIDATE-002106;MVDM-FIRST-CANDIDATE-002184;MVDM-FIRST-CANDIDATE-002516;MVDM-FIRST-CANDIDATE-002566;MVDM-FIRST-CANDIDATE-002567;MVDM-FIRST-CANDIDATE-002568"	"26"	"fax/wowfaxui/wowfaxui.c:104;softpc.new/base/ccpu386/ntthread.c:49;softpc.new/base/ccpu386/ntthread.c:66;softpc.new/base/ccpu386/ntthread.c:74;softpc.new/base/ccpu386/ntthread.c:80;softpc.new/base/ccpu386/ntthread.c:98;softpc.new/base/ccpu386/ntthread.c:104;softpc.new/base/ccpu386/ntthread.c:115;softpc.new/base/ccpu386/ntthread.c:133;softpc.new/base/ccpu386/ntthread.c:144;softpc.new/base/ccpu386/ntthread.c:161;softpc.new/base/ccpu386/ntthread.c:171;softpc.new/base/ccpu386/ntthread.c:194;softpc.new/base/ccpu386/ntthread.c:200;softpc.new/base/ccpu386/ntthread.c:222;softpc.new/base/ccpu386/ntthread.c:228;softpc.new/base/ccpu386/ntthread.c:242;softpc.new/base/ccpu386/ntthread.c:248;softpc.new/host/src/config.c:343;softpc.new/host/src/nt_com.c:1635;softpc.new/host/src/nt_com.c:1915;softpc.new/host/src/nt_com.c:1946;softpc.new/host/src/nt_com.c:1960;softpc.new/host/src/nt_com.c:1979;softpc.new/host/src/nt_error.c:544;softpc.new/host/src/nt_error.c:546;softpc.new/host/src/nt_mem.c:318;softpc.new/host/src/nt_mem.c:381;softpc.new/host/src/nt_timer.c:310;softpc.new/host/src/nt_unix.c:92;softpc.new/host/src/nt_unix.c:119;vdd/samples/vsbd/vdd.c:601;vdd/samples/vsbd/vdd.c:605;vdmredir/vrdlcpst.c:2717;vdmredir/vrdll.c:148;vdmredir/vrnmpipe.c:3263;wow32/wkman.c:895;wow32/wkman.c:4062;wow32/wkman.c:4145;wow32/wkman.c:4226"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000279"	"GetCursor"	"1"	"MVDM-FIRST-CANDIDATE-002783"	"1"	"wow32/wuser31.c:106"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000280"	"GetDCOrgEx"	"3"	"MVDM-FIRST-CANDIDATE-002325;MVDM-FIRST-CANDIDATE-002329;MVDM-FIRST-CANDIDATE-002379"	"3"	"wow32/wgdi.c:2141;wow32/wgdi.c:2203;wow32/wgdi.c:3559"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000281"	"GetDesktopWindow"	"5"	"MVDM-FIRST-CANDIDATE-001484;MVDM-FIRST-CANDIDATE-001485;MVDM-FIRST-CANDIDATE-002637;MVDM-FIRST-CANDIDATE-002795;MVDM-FIRST-CANDIDATE-002809"	"5"	"softpc.new/host/src/nt_error.c:685;softpc.new/host/src/nt_error.c:954;wow32/wow32.c:2315;wow32/wusercli.c:120;wow32/wuwind.c:2195"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000282"	"GetDeviceCaps"	"6"	"MVDM-FIRST-CANDIDATE-002288;MVDM-FIRST-CANDIDATE-002289;MVDM-FIRST-CANDIDATE-002331;MVDM-FIRST-CANDIDATE-002332;MVDM-FIRST-CANDIDATE-002333;MVDM-FIRST-CANDIDATE-002452"	"3"	"wow32/wgdi.c:1237;wow32/wgdi.c:1238;wow32/wgdi.c:2283;wow32/wgdi.c:2302;wow32/wgdi.c:2306;wow32/wgpal.c:129"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000283"	"GetDialogBaseUnits"	"1"	"MVDM-FIRST-CANDIDATE-002755"	"1"	"wow32/wudlg.c:781"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000284"	"GetDIBColorTable"	"1"	"MVDM-FIRST-CANDIDATE-002248"	"1"	"wow32/wdib.c:774"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000285"	"GetDIBits"	"1"	"MVDM-FIRST-CANDIDATE-002330"	"1"	"wow32/wgdi.c:2238"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000286"	"GetDiskFreeSpaceOem"	"1"	"MVDM-FIRST-CANDIDATE-000189"	"1"	"dos/dem/demgset.c:863"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000287"	"GetDriveTypeOem"	"4"	"MVDM-FIRST-CANDIDATE-000074;MVDM-FIRST-CANDIDATE-000078;MVDM-FIRST-CANDIDATE-000180;MVDM-FIRST-CANDIDATE-000201"	"4"	"dos/command/cmdmisc.c:549;dos/command/cmdmisc.c:821;dos/dem/demgset.c:372;dos/dem/demioctl.c:119"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000288"	"GetEnvironmentStringsW"	"1"	"MVDM-FIRST-CANDIDATE-000024"	"1"	"dos/command/cmdenv.c:45"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000289"	"GetEnvironmentVariableOem"	"3"	"MVDM-FIRST-CANDIDATE-000041;MVDM-FIRST-CANDIDATE-000076;MVDM-FIRST-CANDIDATE-002250"	"3"	"dos/command/cmdenv.c:679;dos/command/cmdmisc.c:559;wow32/wdos.c:76"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000290"	"GetETM"	"1"	"MVDM-FIRST-CANDIDATE-002299"	"1"	"wow32/wgdi.c:1469"	"requires-first-degree-source-audit"	"wow-private-host-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000291"	"GetExitCodeProcess"	"2"	"MVDM-FIRST-CANDIDATE-000061;MVDM-FIRST-CANDIDATE-002533"	"2"	"dos/command/cmdexec.c:409;wow32/wkman.c:1995"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000292"	"GetFastBopEntryAddress"	"1"	"MVDM-FIRST-CANDIDATE-000272"	"1"	"dpmi32/i386/dpmi386.c:269"	"requires-first-degree-source-audit"	"selected-mvdm-internal-or-adapter-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000293"	"GetFaxDataMapName"	"2"	"MVDM-FIRST-CANDIDATE-000295;MVDM-FIRST-CANDIDATE-002641"	"2"	"fax/wowfaxui/wfhelper.c:437;wow32/wow32fax.c:174"	"requires-first-degree-source-audit"	"selected-mvdm-internal-or-adapter-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000294"	"GetFileAttributesOem"	"11"	"MVDM-FIRST-CANDIDATE-000081;MVDM-FIRST-CANDIDATE-000087;MVDM-FIRST-CANDIDATE-000110;MVDM-FIRST-CANDIDATE-000111;MVDM-FIRST-CANDIDATE-000151;MVDM-FIRST-CANDIDATE-000162;MVDM-FIRST-CANDIDATE-002254;MVDM-FIRST-CANDIDATE-002255;MVDM-FIRST-CANDIDATE-002477;MVDM-FIRST-CANDIDATE-002554;MVDM-FIRST-CANDIDATE-002563"	"8"	"dos/command/cmdpif.c:94;dos/command/cmdpif.c:208;dos/dem/demdir.c:120;dos/dem/demdir.c:129;dos/dem/demfcb.c:576;dos/dem/demfile.c:478;wow32/wdos.c:175;wow32/wdos.c:184;wow32/wkfileio.c:1852;wow32/wkman.c:3424;wow32/wkman.c:3709"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000295"	"GetFileSize"	"12"	"MVDM-FIRST-CANDIDATE-000019;MVDM-FIRST-CANDIDATE-000149;MVDM-FIRST-CANDIDATE-000155;MVDM-FIRST-CANDIDATE-000158;MVDM-FIRST-CANDIDATE-000170;MVDM-FIRST-CANDIDATE-000199;MVDM-FIRST-CANDIDATE-000200;MVDM-FIRST-CANDIDATE-001288;MVDM-FIRST-CANDIDATE-001676;MVDM-FIRST-CANDIDATE-001682;MVDM-FIRST-CANDIDATE-002470;MVDM-FIRST-CANDIDATE-002471"	"12"	"dos/command/cmdconf.c:229;dos/dem/demfcb.c:509;dos/dem/demfcb.c:754;dos/dem/demfile.c:308;dos/dem/demfile.c:714;dos/dem/demhndl.c:575;dos/dem/demhndl.c:598;softpc.new/dat2obj/dat2obj.c:268;softpc.new/host/src/nt_msscs.c:186;softpc.new/host/src/nt_msscs.c:379;wow32/wkfileio.c:506;wow32/wkfileio.c:695"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000296"	"GetFileTime"	"4"	"MVDM-FIRST-CANDIDATE-000153;MVDM-FIRST-CANDIDATE-000191;MVDM-FIRST-CANDIDATE-002479;MVDM-FIRST-CANDIDATE-002577"	"4"	"dos/dem/demfcb.c:735;dos/dem/demhndl.c:461;wow32/wkfileio.c:1980;wow32/wkman.c:4753"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000297"	"GetFileType"	"6"	"MVDM-FIRST-CANDIDATE-000091;MVDM-FIRST-CANDIDATE-000092;MVDM-FIRST-CANDIDATE-000093;MVDM-FIRST-CANDIDATE-001612;MVDM-FIRST-CANDIDATE-001614;MVDM-FIRST-CANDIDATE-001638"	"3"	"dos/command/cmdredir.c:247;dos/command/cmdredir.c:264;dos/command/cmdredir.c:296;softpc.new/host/src/nt_hosts.c:176;softpc.new/host/src/nt_hosts.c:194;softpc.new/host/src/nt_lpt.c:260"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000298"	"GetFontData"	"1"	"MVDM-FIRST-CANDIDATE-002412"	"1"	"wow32/wgdi31.c:269"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000299"	"GetForegroundWindow"	"2"	"MVDM-FIRST-CANDIDATE-001569;MVDM-FIRST-CANDIDATE-002806"	"2"	"softpc.new/host/src/nt_fulsc.c:1240;wow32/wuwind.c:1533"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000300"	"GetFreeSystemResources"	"1"	"MVDM-FIRST-CANDIDATE-002789"	"1"	"wow32/wuser31.c:740"	"requires-first-degree-source-audit"	"non-mvdm-opennt-package-boundary"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000301"	"GetFullPathNameOem"	"4"	"MVDM-FIRST-CANDIDATE-000080;MVDM-FIRST-CANDIDATE-000215;MVDM-FIRST-CANDIDATE-002257;MVDM-FIRST-CANDIDATE-002555"	"4"	"dos/command/cmdpif.c:86;dos/dem/demmisc.c:505;wow32/wdos.c:436;wow32/wkman.c:3431"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000302"	"GetGlyphOutlineWow"	"1"	"MVDM-FIRST-CANDIDATE-002413"	"1"	"wow32/wgdi31.c:303"	"requires-first-degree-source-audit"	"wow-private-host-contract"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000303"	"GetHFONT"	"1"	"MVDM-FIRST-CANDIDATE-002444"	"1"	"wow32/wgfont.c:461"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000304"	"GETHGLOBAL16"	"5"	"MVDM-FIRST-CANDIDATE-002485;MVDM-FIRST-CANDIDATE-002488;MVDM-FIRST-CANDIDATE-002490;MVDM-FIRST-CANDIDATE-002492;MVDM-FIRST-CANDIDATE-002497"	"5"	"wow32/wkglobal.c:29;wow32/wkglobal.c:99;wow32/wkglobal.c:135;wow32/wkglobal.c:151;wow32/wkglobal.c:241"	"requires-first-degree-source-audit"	"not-host-runtime-source-only"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000305"	"GetIconInfo"	"1"	"MVDM-FIRST-CANDIDATE-002200"	"1"	"wow32/wcuricon.c:857"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000306"	"GetInputState"	"1"	"MVDM-FIRST-CANDIDATE-002775"	"1"	"wow32/wuser.c:1182"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000307"	"GetKBCodePage"	"1"	"MVDM-FIRST-CANDIDATE-002469"	"1"	"wow32/wkbman.c:162"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000308"	"GetKeyboardType"	"1"	"MVDM-FIRST-CANDIDATE-002468"	"1"	"wow32/wkbman.c:132"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000309"	"GetKeyState"	"5"	"MVDM-FIRST-CANDIDATE-001531;MVDM-FIRST-CANDIDATE-002698;MVDM-FIRST-CANDIDATE-002699;MVDM-FIRST-CANDIDATE-002770;MVDM-FIRST-CANDIDATE-002799"	"4"	"softpc.new/host/src/nt_event.c:1755;wow32/wstruc.c:833;wow32/wstruc.c:843;wow32/wumsg.c:1831;wow32/wusercli.c:659"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000310"	"GetLanmanSessionKey"	"2"	"MVDM-FIRST-CANDIDATE-002131;MVDM-FIRST-CANDIDATE-002164"	"2"	"vdmredir/vrnetapi.c:1060;vdmredir/vrnetapi.c:4081"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000311"	"GetLocalTime"	"11"	"MVDM-FIRST-CANDIDATE-000148;MVDM-FIRST-CANDIDATE-000181;MVDM-FIRST-CANDIDATE-000182;MVDM-FIRST-CANDIDATE-000183;MVDM-FIRST-CANDIDATE-000185;MVDM-FIRST-CANDIDATE-001191;MVDM-FIRST-CANDIDATE-001759;MVDM-FIRST-CANDIDATE-001803;MVDM-FIRST-CANDIDATE-002095;MVDM-FIRST-CANDIDATE-002096;MVDM-FIRST-CANDIDATE-002262"	"10"	"dos/dem/demfcb.c:414;dos/dem/demgset.c:452;dos/dem/demgset.c:481;dos/dem/demgset.c:509;dos/dem/demgset.c:536;softpc.new/base/system/cmosnt.c:981;softpc.new/host/src/nt_timer.c:459;softpc.new/host/src/nt_unix.c:329;vdmredir/vrdlcdbg.c:995;vdmredir/vrdlcdbg.c:1051;wow32/wdos.c:729"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000312"	"GetMailslotInfo"	"3"	"MVDM-FIRST-CANDIDATE-002112;MVDM-FIRST-CANDIDATE-002113;MVDM-FIRST-CANDIDATE-002115"	"3"	"vdmredir/vrmslot.c:313;vdmredir/vrmslot.c:512;vdmredir/vrmslot.c:676"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000313"	"GetMapMode"	"1"	"MVDM-FIRST-CANDIDATE-002334"	"1"	"wow32/wgdi.c:2440"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000314"	"GetMenuCheckMarkDimensions"	"1"	"MVDM-FIRST-CANDIDATE-002761"	"1"	"wow32/wumenu.c:652"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000315"	"GetMessageExtraInfo"	"1"	"MVDM-FIRST-CANDIDATE-002784"	"1"	"wow32/wuser31.c:139"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000316"	"GetMessagePos"	"1"	"MVDM-FIRST-CANDIDATE-002765"	"1"	"wow32/wumsg.c:938"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000317"	"GetMessageTime"	"1"	"MVDM-FIRST-CANDIDATE-002766"	"1"	"wow32/wumsg.c:976"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000318"	"GetNamedPipeInfo"	"2"	"MVDM-FIRST-CANDIDATE-002168;MVDM-FIRST-CANDIDATE-002169"	"2"	"vdmredir/vrnmpipe.c:337;vdmredir/vrnmpipe.c:481"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000319"	"GetNearestColor"	"1"	"MVDM-FIRST-CANDIDATE-002335"	"1"	"wow32/wgdi.c:2454"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000320"	"GetNearestPaletteIndex"	"1"	"MVDM-FIRST-CANDIDATE-002449"	"1"	"wow32/wgpal.c:76"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000321"	"GetNextVDMCommand"	"11"	"MVDM-FIRST-CANDIDATE-000048;MVDM-FIRST-CANDIDATE-000063;MVDM-FIRST-CANDIDATE-000066;MVDM-FIRST-CANDIDATE-000067;MVDM-FIRST-CANDIDATE-000071;MVDM-FIRST-CANDIDATE-000072;MVDM-FIRST-CANDIDATE-000073;MVDM-FIRST-CANDIDATE-001301;MVDM-FIRST-CANDIDATE-001674;MVDM-FIRST-CANDIDATE-001997;MVDM-FIRST-CANDIDATE-002508"	"8"	"dos/command/cmdexec.c:330;dos/command/cmdexec.c:419;dos/command/cmdexec.c:472;dos/command/cmdexec.c:633;dos/command/cmdmisc.c:177;dos/command/cmdmisc.c:196;dos/command/cmdmisc.c:218;softpc.new/host/src/config.c:397;softpc.new/host/src/nt_msscs.c:60;v86/scaffold/i386/softpc.c:94;wow32/wkman.c:310"	"requires-first-degree-source-audit"	"not-yet-classified-by-preceding-external-audit"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000322"	"GetObjectType"	"3"	"MVDM-FIRST-CANDIDATE-002336;MVDM-FIRST-CANDIDATE-002421;MVDM-FIRST-CANDIDATE-002706"	"3"	"wow32/wgdi.c:2471;wow32/wgdi31.c:584;wow32/wuclass.c:623"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000323"	"GetOEMCP"	"1"	"MVDM-FIRST-CANDIDATE-000022"	"1"	"dos/command/cmdconf.c:485"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000324"	"GetOpenClipboardWindow"	"1"	"MVDM-FIRST-CANDIDATE-002785"	"1"	"wow32/wuser31.c:149"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000325"	"GetOverlappedResult"	"14"	"MVDM-FIRST-CANDIDATE-001343;MVDM-FIRST-CANDIDATE-001351;MVDM-FIRST-CANDIDATE-001353;MVDM-FIRST-CANDIDATE-001358;MVDM-FIRST-CANDIDATE-001360;MVDM-FIRST-CANDIDATE-002175;MVDM-FIRST-CANDIDATE-002180;MVDM-FIRST-CANDIDATE-002182;MVDM-FIRST-CANDIDATE-002183;MVDM-FIRST-CANDIDATE-002725;MVDM-FIRST-CANDIDATE-002726;MVDM-FIRST-CANDIDATE-002730;MVDM-FIRST-CANDIDATE-002739;MVDM-FIRST-CANDIDATE-002746"	"12"	"softpc.new/host/src/nt_com.c:958;softpc.new/host/src/nt_com.c:1356;softpc.new/host/src/nt_com.c:1388;softpc.new/host/src/nt_com.c:1734;softpc.new/host/src/nt_com.c:1757;vdmredir/vrnmpipe.c:830;vdmredir/vrnmpipe.c:2081;vdmredir/vrnmpipe.c:2572;vdmredir/vrnmpipe.c:2710;wow32/wucomm.c:996;wow32/wucomm.c:1084;wow32/wucomm.c:1322;wow32/wucomm.c:2014;wow32/wucomm.c:2494"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000326"	"GetPaletteEntries"	"1"	"MVDM-FIRST-CANDIDATE-002450"	"1"	"wow32/wgpal.c:95"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000327"	"GetPixel"	"1"	"MVDM-FIRST-CANDIDATE-002337"	"1"	"wow32/wgdi.c:2571"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
"MVDM-FIRST-INTERFACE-000328"	"GetPolyFillMode"	"1"	"MVDM-FIRST-CANDIDATE-002338"	"1"	"wow32/wgdi.c:2591"	"public-modern-api-leaf-candidate"	"public-win32-or-crt-binding"	"Direct external interface spelling only; T298 does not inspect its definition or select an adapter."
