"call_id"	"caller_file_id"	"caller_path"	"caller_package"	"source_line"	"lexical_callee"	"original_correlation"	"declaration_candidate_ids"	"file_provisional_disposition"	"call_accounting_state"	"evidence"
"MVDM-CALL-006361"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"703"	"ARGUMENT_PRESENT"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:703"
"MVDM-CALL-006362"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"704"	"InitOemString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:704"
"MVDM-CALL-006363"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"705"	"RtlOemStringToUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:705"
"MVDM-CALL-006364"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"706"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:706"
"MVDM-CALL-006365"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"708"	"SetLastError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:708"
"MVDM-CALL-006366"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"711"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:711"
"MVDM-CALL-006367"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"716"	"RtlUnicodeStringToAnsiString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:716"
"MVDM-CALL-006368"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"717"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:717"
"MVDM-CALL-006369"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"718"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:718"
"MVDM-CALL-006370"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"724"	"SetEnvironmentVariableA"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:724"
"MVDM-CALL-006371"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"731"	"RtlFreeUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:731"
"MVDM-CALL-006372"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"735"	"RtlFreeAnsiString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:735"
"MVDM-CALL-006373"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"739"	"RtlFreeAnsiString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:739"
"MVDM-CALL-006374"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"750"	"ExpandEnvironmentStringsOem"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:750"
"MVDM-CALL-006375"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"769"	"ARGUMENT_PRESENT"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:769"
"MVDM-CALL-006376"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"770"	"SetLastError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:770"
"MVDM-CALL-006377"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"779"	"InitOemString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:779"
"MVDM-CALL-006378"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"780"	"RtlOemStringToUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:780"
"MVDM-CALL-006379"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"781"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:781"
"MVDM-CALL-006380"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"783"	"SetLastError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:783"
"MVDM-CALL-006381"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"786"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:786"
"MVDM-CALL-006382"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"791"	"RtlUnicodeStringToAnsiString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:791"
"MVDM-CALL-006383"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"792"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:792"
"MVDM-CALL-006384"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"793"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:793"
"MVDM-CALL-006385"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"796"	"RtlFreeUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:796"
"MVDM-CALL-006386"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"799"	"ExpandEnvironmentStrings"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:799"
"MVDM-CALL-006387"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"804"	"RtlInitString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:804"
"MVDM-CALL-006388"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"805"	"RtlAnsiStringToUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:805"
"MVDM-CALL-006389"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"806"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:806"
"MVDM-CALL-006390"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"808"	"SetLastError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:808"
"MVDM-CALL-006391"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"811"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:811"
"MVDM-CALL-006392"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"815"	"RtlUnicodeStringToOemString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:815"
"MVDM-CALL-006393"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"816"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:816"
"MVDM-CALL-006394"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"817"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:817"
"MVDM-CALL-006395"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"826"	"RtlFreeUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:826"
"MVDM-CALL-006396"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"830"	"RtlFreeAnsiString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:830"
"MVDM-CALL-006397"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"834"	"RtlFreeAnsiString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:834"
"MVDM-CALL-006398"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"844"	"GetShortPathNameOem"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:844"
"MVDM-CALL-006186"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"86"	"RtlAllocateHeap"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:86"
"MVDM-CALL-006399"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"864"	"SetLastError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:864"
"MVDM-CALL-006400"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"868"	"InitOemString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:868"
"MVDM-CALL-006401"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"869"	"RtlOemStringToUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:869"
"MVDM-CALL-006187"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"87"	"RtlProcessHeap"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:87"
"MVDM-CALL-006402"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"873"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:873"
"MVDM-CALL-006403"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"874"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:874"
"MVDM-CALL-006404"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"877"	"ARGUMENT_PRESENT"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:877"
"MVDM-CALL-006405"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"878"	"RtlAllocateHeap"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:878"
"MVDM-CALL-006406"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"878"	"RtlProcessHeap"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:878"
"MVDM-CALL-006407"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"882"	"SetLastError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:882"
"MVDM-CALL-006408"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"890"	"GetShortPathNameW"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:890"
"MVDM-CALL-006409"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"895"	"ARGUMENT_PRESENT"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:895"
"MVDM-CALL-006410"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"900"	"RtlUnicodeStringToOemString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:900"
"MVDM-CALL-006411"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"904"	"NT_SUCCESS"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:904"
"MVDM-CALL-006412"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"905"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:905"
"MVDM-CALL-006188"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"91"	"BaseSetLastNTError"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:91"
"MVDM-CALL-006413"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"912"	"RtlFreeUnicodeString"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:912"
"MVDM-CALL-006414"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"913"	"RtlFreeHeap"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:913"
"MVDM-CALL-006415"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"913"	"RtlProcessHeap"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:913"
"MVDM-CALL-006189"	"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"95"	"GetWindowsDirectoryW"	"no-selected-extern-candidate"	""	"runtime-support-candidate"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/process.c:95"
"MVDM-CALL-006456"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"101"	"CreateDirectoryOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:101"
"MVDM-CALL-006457"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"102"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:102"
"MVDM-CALL-006458"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"104"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:104"
"MVDM-CALL-006459"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"106"	"SetDirectory"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:106"
"MVDM-CALL-006460"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"108"	"CreateFileOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:108"
"MVDM-CALL-006461"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"116"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:116"
"MVDM-CALL-006462"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"119"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:119"
"MVDM-CALL-006463"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"120"	"CloseHandle"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:120"
"MVDM-CALL-006464"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"123"	"DeleteFileOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:123"
"MVDM-CALL-006465"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"124"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:124"
"MVDM-CALL-006466"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"126"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:126"
"MVDM-CALL-006467"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"129"	"SetDirectory"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:129"
"MVDM-CALL-006468"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"130"	"RemoveDirectoryOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:130"
"MVDM-CALL-006469"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"131"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:131"
"MVDM-CALL-006470"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"133"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:133"
"MVDM-CALL-006471"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"139"	"SetDirectory"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:139"
"MVDM-CALL-006472"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"145"	"SetCurrentDirectoryOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:145"
"MVDM-CALL-006473"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"146"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:146"
"MVDM-CALL-006474"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"148"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:148"
"MVDM-CALL-006416"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"15"	"TestDirNode"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:15"
"MVDM-CALL-006475"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"150"	"GetCurrentDirectoryOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:150"
"MVDM-CALL-006476"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"151"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:151"
"MVDM-CALL-006477"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"153"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:153"
"MVDM-CALL-006478"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"159"	"SetEnvironment"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:159"
"MVDM-CALL-006417"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"16"	"SetDirectory"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:16"
"MVDM-CALL-006479"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"166"	"SetEnvironmentVariableOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:166"
"MVDM-CALL-006480"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"167"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:167"
"MVDM-CALL-006481"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"169"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:169"
"MVDM-CALL-006418"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"17"	"SetEnvironment"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:17"
"MVDM-CALL-006482"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"172"	"GetEnvironmentVariableOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:172"
"MVDM-CALL-006483"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"173"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:173"
"MVDM-CALL-006484"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"175"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:175"
"MVDM-CALL-006419"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"18"	"Pause"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:18"
"MVDM-CALL-006485"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"180"	"Pause"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:180"
"MVDM-CALL-006486"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"182"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:182"
"MVDM-CALL-006487"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"183"	"getch"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:183"
"MVDM-CALL-006420"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"32"	"main"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:32"
"MVDM-CALL-006421"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"36"	"GetEnvironmentVariableOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:36"
"MVDM-CALL-006422"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"38"	"printf"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:38"
"MVDM-CALL-006423"	"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"38"	"GetEnvironmentVariableOem"	"no-selected-extern-candidate"	""	"test-program-profile-excluded"	"accounted-lexically; ABI/provider form remains governed by source-unit family disposition or later package review"	"oemuni/toemuni.c:38"
