candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	selected_definition_identity	call_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	next_disposition
"MVDM-FIRST-REBASELINED-000685"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"437"	"GetFaxDataMapName"	"O:\repos.external\OpenNT\base\mvdm|inc/wowfax.h|97c6c40dc2d0565a21dc1be4112fe24f138b10ddbb55fbd29e55da972a2a2c84|284"	"2"	"2;2;2;2"	"2"	"unconditional"	"ifdef:WOWFAX_INC_COMMON_CODE"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000969"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"85"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000970"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"88"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000971"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"89"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000972"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"97"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000973"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"100"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000974"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"101"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000975"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"109"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000976"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"112"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-000977"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"113"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"ifndef:NTVDM"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005939"	"do_back_trace"	"softpc.new/base/debug/yoda.c"	"444f1350d7c50b270652d7b062a375536e327952ebb5ba83937fba090db3c817"	"8213"	"file_back_trace"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/btrace.c|5a19a8cf73bd5c06c47bf3292189c8989bc970933bb4968336580f4be0028e3f|58"	"unresolved"	"1;0;1;0"	"1"	"unresolved-call-form"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005975"	"cmos_type"	"softpc.new/base/disks/floppy.c"	"35efd26857a3f5c7960b0890a6ec3fd778dfde7dc8e74959fd3a8e3d41db424c"	"2412"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005976"	"cmos_type"	"softpc.new/base/disks/floppy.c"	"35efd26857a3f5c7960b0890a6ec3fd778dfde7dc8e74959fd3a8e3d41db424c"	"2422"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006078"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"237"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006079"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"238"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006080"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"239"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006081"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"240"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006082"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"268"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006083"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"269"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006084"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"270"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006085"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"271"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006086"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"273"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006087"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"274"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006088"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"275"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006089"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"276"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006090"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"278"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006091"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"294"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006092"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"295"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006093"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"296"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006094"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"297"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006095"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"325"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006096"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"326"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006097"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"327"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006098"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"328"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006099"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"330"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006100"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"331"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006101"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"332"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006102"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"333"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006103"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"334"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006104"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"335"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006105"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"336"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006106"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"342"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006107"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"353"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006108"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"354"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006109"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"355"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006110"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"356"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006111"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"358"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006112"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"359"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006113"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"360"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006114"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"364"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006115"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"366"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006116"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"371"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006117"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"373"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
