"file_id"	"target_path"	"package_root"	"final_component_owner"	"file_kind"	"original_build_membership"	"provisional_composition_disposition"	"source_role_and_reason"	"original_evidence"	"interface_state"	"final_state"
"MVDM-FILE-0285"	"oemuni/oem.h"	"oemuni"	"opennt-mvdm-support"	"declaration"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original oemuni library or test"	"oemuni/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"opennt-mvdm-support"	"source"	"observed-in-literal-sources"	"runtime-support-candidate"	"original oemuni library source; public Win32 plus NT RTL binding review required"	"oemuni/sources: SOURCES=file.c process.c"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-0287"	"oemuni/sources"	"oemuni"	"opennt-mvdm-support"	"resource-or-other"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original oemuni library or test"	"oemuni/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"opennt-mvdm-support"	"source"	"not-observed-in-literal-sources"	"test-program-profile-excluded"	"original UMTEST only; not an oemuni library member"	"oemuni/sources: UMTEST=toemuni"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1300"	"suballoc/debug.c"	"suballoc"	"opennt-mvdm-support"	"source"	"not-observed-in-literal-sources"	"unreferenced-debug-source-profile-excluded"	"not listed in the original literal library or UMTEST source set"	"suballoc/sources"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1301"	"suballoc/foo.bar"	"suballoc"	"opennt-mvdm-support"	"resource-or-other"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original suballoc library or test"	"suballoc/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1302"	"suballoc/makefile"	"suballoc"	"opennt-mvdm-support"	"resource-or-other"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original suballoc library or test"	"suballoc/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1303"	"suballoc/sources"	"suballoc"	"opennt-mvdm-support"	"resource-or-other"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original suballoc library or test"	"suballoc/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1304"	"suballoc/suballcp.h"	"suballoc"	"opennt-mvdm-support"	"declaration"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original suballoc library or test"	"suballoc/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1305"	"suballoc/suballoc.c"	"suballoc"	"opennt-mvdm-support"	"source"	"observed-in-literal-sources"	"runtime-support-candidate"	"original suballoc library member; CRT and diagnostics binding review required"	"suballoc/sources: SOURCES=suballoc.c"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1306"	"suballoc/suballoc.txt"	"suballoc"	"opennt-mvdm-support"	"resource-or-other"	"not-a-translation-unit"	"runtime-support-input"	"supporting input for original suballoc library or test"	"suballoc/sources"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1307"	"suballoc/tsa.c"	"suballoc"	"opennt-mvdm-support"	"source"	"not-observed-in-literal-sources"	"test-program-profile-excluded"	"original UMTEST program; not a suballoc library member"	"suballoc/sources: UMTEST=tsa"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1446"	"vdmutils/dirs"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1447"	"vdmutils/forcedos/forcedos.c"	"vdmutils"	"opennt-mvdm-tools"	"source"	"observed-in-literal-sources"	"standalone-tool-profile-excluded"	"original utility program source, not a reusable VDM host runtime library"	"per-directory original sources description"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1448"	"vdmutils/forcedos/forcedos.h"	"vdmutils"	"opennt-mvdm-tools"	"declaration"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1449"	"vdmutils/forcedos/forcedos.rc"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1450"	"vdmutils/forcedos/makefile"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1451"	"vdmutils/forcedos/pif.h"	"vdmutils"	"opennt-mvdm-tools"	"declaration"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1452"	"vdmutils/forcedos/sources"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1453"	"vdmutils/graftabl/graftabl.c"	"vdmutils"	"opennt-mvdm-tools"	"source"	"observed-in-literal-sources"	"standalone-tool-profile-excluded"	"original utility program source, not a reusable VDM host runtime library"	"per-directory original sources description"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1454"	"vdmutils/graftabl/graftabl.h"	"vdmutils"	"opennt-mvdm-tools"	"declaration"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1455"	"vdmutils/graftabl/graftabl.rc"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1456"	"vdmutils/graftabl/makefile"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1457"	"vdmutils/graftabl/sources"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1458"	"vdmutils/pifedit/makefile"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1459"	"vdmutils/pifedit/mods.c"	"vdmutils"	"opennt-mvdm-tools"	"source"	"observed-in-literal-sources"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1460"	"vdmutils/pifedit/mods.h"	"vdmutils"	"opennt-mvdm-tools"	"declaration"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1461"	"vdmutils/pifedit/pif.def"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1462"	"vdmutils/pifedit/pifedit.c"	"vdmutils"	"opennt-mvdm-tools"	"source"	"observed-in-literal-sources"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1463"	"vdmutils/pifedit/pifedit.h"	"vdmutils"	"opennt-mvdm-tools"	"declaration"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1464"	"vdmutils/pifedit/pifedit.ico"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1465"	"vdmutils/pifedit/pifedit.rc"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1466"	"vdmutils/pifedit/pifedit.rcv"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1467"	"vdmutils/pifedit/pifhelp.h"	"vdmutils"	"opennt-mvdm-tools"	"declaration"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1468"	"vdmutils/pifedit/pifsubs.c"	"vdmutils"	"opennt-mvdm-tools"	"source"	"observed-in-literal-sources"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1469"	"vdmutils/pifedit/sources"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"historical-gui-tool-profile-excluded"	"original PIFEDIT Windows product input, outside host-runtime profile"	"vdmutils/pifedit/sources: UMTYPE=windows"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1470"	"vdmutils/win/makefile"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1471"	"vdmutils/win/sources"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
"MVDM-FILE-1472"	"vdmutils/win/win.c"	"vdmutils"	"opennt-mvdm-tools"	"source"	"observed-in-literal-sources"	"standalone-tool-profile-excluded"	"original utility program source, not a reusable VDM host runtime library"	"per-directory original sources description"	"see source-unit family ledger and call-accounting ledger"	"provisional-not-enabled"
"MVDM-FILE-1473"	"vdmutils/win/win.rc"	"vdmutils"	"opennt-mvdm-tools"	"resource-or-other"	"not-a-translation-unit"	"tool-support-input-profile-excluded"	"original standalone tool supporting input, outside host-runtime profile"	"per-directory original sources description"	"no executable source interface disposition in S11"	"provisional-not-enabled"
