raw_candidate_id	callee_spelling	canonical_resolution	canonical_group_keys	canonical_raw_definition_ids	boundary
"MVDM-FIRST-CANDIDATE-000572"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000573"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000574"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000575"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000576"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000577"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000578"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000579"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000580"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000581"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000582"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000583"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000584"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000585"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000586"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000587"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000588"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000589"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000590"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000591"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000592"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000593"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000594"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000595"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000596"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000597"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000598"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000599"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000600"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000601"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000602"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000603"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000604"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000605"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000606"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000607"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000608"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000609"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000610"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000611"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000612"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000613"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000614"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000615"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000616"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000617"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000618"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000619"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000620"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000621"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000622"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000623"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000624"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000625"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000626"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000627"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000628"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000629"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000630"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000631"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000632"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000633"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000634"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000635"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000636"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000637"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000638"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000639"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000640"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000641"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000642"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000643"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000644"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000645"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000646"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000647"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000648"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000649"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000650"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000651"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000652"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000653"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000654"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000655"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000656"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000657"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000658"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000659"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000660"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000661"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000662"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000663"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000664"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000665"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000666"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000667"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000668"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000669"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000670"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000671"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000672"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000673"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000674"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000675"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000676"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000677"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000678"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000679"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000680"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000681"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000682"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000683"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000684"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000685"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000686"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000687"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000688"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000689"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000690"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000691"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000692"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000693"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000694"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000695"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000696"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000697"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000698"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000699"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000700"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000701"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000702"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000703"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000704"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000705"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000706"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000707"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000708"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000709"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000710"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000711"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000712"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000713"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000714"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000715"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000716"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000717"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000718"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000719"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000720"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000721"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000722"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000723"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000724"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000725"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000726"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000727"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000728"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000729"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000730"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000731"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000732"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000733"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000734"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000735"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000736"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000737"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000738"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000739"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000740"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000741"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000742"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000743"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000744"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000745"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000746"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000747"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000748"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000749"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000750"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000751"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000752"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000753"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000754"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000755"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000756"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000757"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000758"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000759"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000760"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000761"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000762"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000763"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
"MVDM-FIRST-CANDIDATE-000764"	"IUH"	"remains-first-degree-external-interface"	""	""	"No canonical zero-degree function name matches this direct callee spelling."
