"symbol"	"candidate_path"	"candidate_line"	"candidate_class"	"source_text"	"evidence_state"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4298"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4299"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4409"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4410"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4502"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4503"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4623"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4624"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4726"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid006.c"	"4727"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"854"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"855"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"941"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"942"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1052"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1053"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1145"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1146"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1266"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1267"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1369"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1370"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1500"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1501"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1613"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1614"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1823"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1824"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1921"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1922"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1978"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"1979"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2198"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2199"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2307"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2308"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2511"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2512"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2604"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2605"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2814"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2815"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2913"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"2914"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3133"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3134"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3242"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3243"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3472"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3473"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3591"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3592"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3687"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3688"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3809"	"Bochs-replacement-executor-candidate"	"if(	48	>	0	)	LocalIUH	=	(IUH	*)malloc	(	48	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"3810"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4002"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4003"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4098"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4099"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4296"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4297"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4392"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4393"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4514"	"Bochs-replacement-executor-candidate"	"if(	48	>	0	)	LocalIUH	=	(IUH	*)malloc	(	48	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4515"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4727"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4728"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4823"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"4824"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"5041"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"5042"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"5137"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid007.c"	"5138"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"865"	"Bochs-replacement-executor-candidate"	"if(	48	>	0	)	LocalIUH	=	(IUH	*)malloc	(	48	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"866"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1042"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1043"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1138"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1139"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1324"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1325"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1420"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1421"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1542"	"Bochs-replacement-executor-candidate"	"if(	48	>	0	)	LocalIUH	=	(IUH	*)malloc	(	48	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1543"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1731"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1732"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1827"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"1828"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2025"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2026"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2121"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2122"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2243"	"Bochs-replacement-executor-candidate"	"if(	48	>	0	)	LocalIUH	=	(IUH	*)malloc	(	48	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2244"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2452"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2453"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2548"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2549"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2766"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2767"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2862"	"Bochs-replacement-executor-candidate"	"if(	24	>	0	)	LocalIUH	=	(IUH	*)malloc	(	24	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2863"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2984"	"Bochs-replacement-executor-candidate"	"if(	48	>	0	)	LocalIUH	=	(IUH	*)malloc	(	48	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"2985"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"3213"	"Bochs-replacement-executor-candidate"	"if(	20	>	0	)	LocalIUH	=	(IUH	*)malloc	(	20	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"3214"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"3309"	"Bochs-replacement-executor-candidate"	"if(	44	>	0	)	LocalIUH	=	(IUH	*)malloc	(	44	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"3310"	"Bochs-replacement-executor-candidate"	"if(	0	>	0	)	LocalFPH	=		(EXTENDED	*)malloc	(	0	)		;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
"malloc"	"softpc.new/base/cvidc/sevid008.c"	"3547"	"Bochs-replacement-executor-candidate"	"if(	12	>	0	)	LocalIUH	=	(IUH	*)malloc	(	12	)	;"	"lexical-candidate-only; definition-versus-call-or-declaration-not-inferred"
