resolution_id	one_ledger1_identity	caller_physical_identity	caller_source_path	caller_definition_line	caller_symbol	call_source_line	callee_spelling	original_definition_candidate_count	candidate_location_classes	source_definition_result	next_action	boundary
"MVDM-HOST-ONE1-RESOLUTION-001332"	"MVDM-HOST-ONE1-001476"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1481"	"CloseHandle"	"4"	"non-MVDM-OpenNT-source;selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001333"	"MVDM-HOST-ONE1-001477"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1505"	"EnterCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001334"	"MVDM-HOST-ONE1-001478"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1510"	"LeaveCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001335"	"MVDM-HOST-ONE1-001479"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1515"	"com_modem_change"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001336"	"MVDM-HOST-ONE1-001480"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1517"	"com_lsr_change"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001337"	"MVDM-HOST-ONE1-001481"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1519"	"com_recv_char"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001338"	"MVDM-HOST-ONE1-001482"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1428|nt_poll_comms"	"softpc.new/host/src/nt_com.c"	"1428"	"nt_poll_comms"	"1536"	"WaitForSingleObject"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001339"	"MVDM-HOST-ONE1-001483"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1552|WaitForAllXOFFsToComplete"	"softpc.new/host/src/nt_com.c"	"1552"	"WaitForAllXOFFsToComplete"	"1569"	"WaitForSingleObject"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001340"	"MVDM-HOST-ONE1-001484"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1578|RemoveCompletedXOFFs"	"softpc.new/host/src/nt_com.c"	"1578"	"RemoveCompletedXOFFs"	"1585"	"EnterCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001341"	"MVDM-HOST-ONE1-001485"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1578|RemoveCompletedXOFFs"	"softpc.new/host/src/nt_com.c"	"1578"	"RemoveCompletedXOFFs"	"1592"	"LeaveCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001342"	"MVDM-HOST-ONE1-001486"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1602|host_com_lock"	"softpc.new/host/src/nt_com.c"	"1602"	"host_com_lock"	"1607"	"EnterCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001343"	"MVDM-HOST-ONE1-001487"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1615|host_com_unlock"	"softpc.new/host/src/nt_com.c"	"1615"	"host_com_unlock"	"1623"	"LeaveCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001344"	"MVDM-HOST-ONE1-001488"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1615|host_com_unlock"	"softpc.new/host/src/nt_com.c"	"1615"	"host_com_unlock"	"1635"	"GetCurrentThreadId"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001345"	"MVDM-HOST-ONE1-001489"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1615|host_com_unlock"	"softpc.new/host/src/nt_com.c"	"1615"	"host_com_unlock"	"1638"	"SetEvent"	"2"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001346"	"MVDM-HOST-ONE1-001490"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1649|host_com_heart_beat"	"softpc.new/host/src/nt_com.c"	"1649"	"host_com_heart_beat"	"1687"	"GetTickCount"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001347"	"MVDM-HOST-ONE1-001491"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1729"	"WriteFile"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001348"	"MVDM-HOST-ONE1-001492"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1732"	"GetLastError"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001349"	"MVDM-HOST-ONE1-001493"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1734"	"GetOverlappedResult"	"2"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001350"	"MVDM-HOST-ONE1-001494"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1738"	"GetLastError"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001351"	"MVDM-HOST-ONE1-001495"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1744"	"ClearCommError"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001352"	"MVDM-HOST-ONE1-001496"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1746"	"always_trace2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001353"	"MVDM-HOST-ONE1-001497"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1749"	"tx_shift_register_empty"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001354"	"MVDM-HOST-ONE1-001498"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1757"	"GetOverlappedResult"	"2"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001355"	"MVDM-HOST-ONE1-001499"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1765"	"GetLastError"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001356"	"MVDM-HOST-ONE1-001500"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1770"	"always_trace2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001357"	"MVDM-HOST-ONE1-001501"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1780"	"WriteFile"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001358"	"MVDM-HOST-ONE1-001502"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1783"	"GetLastError"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001359"	"MVDM-HOST-ONE1-001503"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1789"	"ClearCommError"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001360"	"MVDM-HOST-ONE1-001504"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1719|FlushTXBuffer"	"softpc.new/host/src/nt_com.c"	"1719"	"FlushTXBuffer"	"1791"	"always_trace2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001361"	"MVDM-HOST-ONE1-001505"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1894|host_com_EOI_hook"	"softpc.new/host/src/nt_com.c"	"1894"	"host_com_EOI_hook"	"1903"	"com_modem_change"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001362"	"MVDM-HOST-ONE1-001506"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1894|host_com_EOI_hook"	"softpc.new/host/src/nt_com.c"	"1894"	"host_com_EOI_hook"	"1905"	"com_lsr_change"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001363"	"MVDM-HOST-ONE1-001507"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1894|host_com_EOI_hook"	"softpc.new/host/src/nt_com.c"	"1894"	"host_com_EOI_hook"	"1907"	"com_recv_char"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001364"	"MVDM-HOST-ONE1-001508"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1894|host_com_EOI_hook"	"softpc.new/host/src/nt_com.c"	"1894"	"host_com_EOI_hook"	"1915"	"GetCurrentThreadId"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001365"	"MVDM-HOST-ONE1-001509"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1929|host_com_poll"	"softpc.new/host/src/nt_com.c"	"1929"	"host_com_poll"	"1946"	"GetCurrentThreadId"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001366"	"MVDM-HOST-ONE1-001510"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1929|host_com_poll"	"softpc.new/host/src/nt_com.c"	"1929"	"host_com_poll"	"1960"	"GetCurrentThreadId"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001367"	"MVDM-HOST-ONE1-001511"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1929|host_com_poll"	"softpc.new/host/src/nt_com.c"	"1929"	"host_com_poll"	"1968"	"com_modem_change"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001368"	"MVDM-HOST-ONE1-001512"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1929|host_com_poll"	"softpc.new/host/src/nt_com.c"	"1929"	"host_com_poll"	"1970"	"com_lsr_change"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001369"	"MVDM-HOST-ONE1-001513"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1929|host_com_poll"	"softpc.new/host/src/nt_com.c"	"1929"	"host_com_poll"	"1976"	"com_recv_char"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001370"	"MVDM-HOST-ONE1-001514"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|1929|host_com_poll"	"softpc.new/host/src/nt_com.c"	"1929"	"host_com_poll"	"1979"	"GetCurrentThreadId"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001371"	"MVDM-HOST-ONE1-001515"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2059|GetCharFromRXBuffer"	"softpc.new/host/src/nt_com.c"	"2059"	"GetCharFromRXBuffer"	"2062"	"EnterCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001372"	"MVDM-HOST-ONE1-001516"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2059|GetCharFromRXBuffer"	"softpc.new/host/src/nt_com.c"	"2059"	"GetCharFromRXBuffer"	"2134"	"LeaveCriticalSection"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001373"	"MVDM-HOST-ONE1-001517"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2139|EmptyRXBuffer"	"softpc.new/host/src/nt_com.c"	"2139"	"EmptyRXBuffer"	"2146"	"always_trace0"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001374"	"MVDM-HOST-ONE1-001518"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2139|EmptyRXBuffer"	"softpc.new/host/src/nt_com.c"	"2139"	"EmptyRXBuffer"	"2153"	"com_modem_change"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001375"	"MVDM-HOST-ONE1-001519"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2139|EmptyRXBuffer"	"softpc.new/host/src/nt_com.c"	"2139"	"EmptyRXBuffer"	"2155"	"com_lsr_change"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001376"	"MVDM-HOST-ONE1-001520"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2139|EmptyRXBuffer"	"softpc.new/host/src/nt_com.c"	"2139"	"EmptyRXBuffer"	"2157"	"com_recv_char"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001377"	"MVDM-HOST-ONE1-001521"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2139|EmptyRXBuffer"	"softpc.new/host/src/nt_com.c"	"2139"	"EmptyRXBuffer"	"2164"	"SetEvent"	"2"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
