candidate_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	prior_semantic_disposition	resolution_outcome	definition_ids	definition_source_identities	final_disposition	final_owner	resolution_basis
"MVDM-FIRST-CANDIDATE-000548"	"MVDM-ZERO-DEFINITION-000870"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1454"	"npx_fld_temp"	"FLD"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000549"	"MVDM-ZERO-DEFINITION-000871"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1462"	"npx_fldcw"	"FLDCW"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000550"	"MVDM-ZERO-DEFINITION-000872"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1472"	"npx_fldenv"	"FLDENV"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000551"	"MVDM-ZERO-DEFINITION-000873"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1479"	"npx_fldlg2"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000552"	"MVDM-ZERO-DEFINITION-000874"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1486"	"npx_fldln2"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000553"	"MVDM-ZERO-DEFINITION-000875"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1493"	"npx_fldl2e"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000554"	"MVDM-ZERO-DEFINITION-000876"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1500"	"npx_fldl2t"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000555"	"MVDM-ZERO-DEFINITION-000877"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1507"	"npx_fldpi"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000556"	"MVDM-ZERO-DEFINITION-000878"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1514"	"npx_fldz"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000557"	"MVDM-ZERO-DEFINITION-000879"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1521"	"npx_fld1"	"FLDCONST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000558"	"MVDM-ZERO-DEFINITION-000880"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1530"	"npx_fmul_f0_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000559"	"MVDM-ZERO-DEFINITION-000881"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1539"	"npx_fmul_f0_f1"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000560"	"MVDM-ZERO-DEFINITION-000882"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1548"	"npx_fmul_f0_f2"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000561"	"MVDM-ZERO-DEFINITION-000883"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1557"	"npx_fmul_f0_f3"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000562"	"MVDM-ZERO-DEFINITION-000884"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1566"	"npx_fmul_f0_f4"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000563"	"MVDM-ZERO-DEFINITION-000885"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1575"	"npx_fmul_f0_f5"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000564"	"MVDM-ZERO-DEFINITION-000886"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1584"	"npx_fmul_f0_f6"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000565"	"MVDM-ZERO-DEFINITION-000887"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1593"	"npx_fmul_f0_f7"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000566"	"MVDM-ZERO-DEFINITION-000888"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1602"	"npx_fmul_f1_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000567"	"MVDM-ZERO-DEFINITION-000889"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1611"	"npx_fmul_f2_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000568"	"MVDM-ZERO-DEFINITION-000890"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1620"	"npx_fmul_f3_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000569"	"MVDM-ZERO-DEFINITION-000891"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1629"	"npx_fmul_f4_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000570"	"MVDM-ZERO-DEFINITION-000892"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1638"	"npx_fmul_f5_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000571"	"MVDM-ZERO-DEFINITION-000893"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1647"	"npx_fmul_f6_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000572"	"MVDM-ZERO-DEFINITION-000894"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1656"	"npx_fmul_f7_f0"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000573"	"MVDM-ZERO-DEFINITION-000895"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1667"	"npx_fmul_short"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000574"	"MVDM-ZERO-DEFINITION-000896"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1678"	"npx_fmul_long"	"FMUL"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000575"	"MVDM-ZERO-DEFINITION-000905"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1749"	"npx_fnop"	"FNOP"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000576"	"MVDM-ZERO-DEFINITION-000906"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1756"	"npx_fpatan"	"FPATAN"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000577"	"MVDM-ZERO-DEFINITION-000907"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1763"	"npx_fprem"	"FPREM"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000578"	"MVDM-ZERO-DEFINITION-000908"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1770"	"npx_fprem1"	"FPREM1"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000579"	"MVDM-ZERO-DEFINITION-000909"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1777"	"npx_fptan"	"FPTAN"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000580"	"MVDM-ZERO-DEFINITION-000910"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1784"	"npx_frndint"	"FRNDINT"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000581"	"MVDM-ZERO-DEFINITION-000911"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1791"	"npx_fscale"	"FSCALE"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000582"	"MVDM-ZERO-DEFINITION-000912"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1798"	"npx_fsin"	"FSIN"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000583"	"MVDM-ZERO-DEFINITION-000913"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1805"	"npx_fsincos"	"FSINCOS"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000584"	"MVDM-ZERO-DEFINITION-000914"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1812"	"npx_fsqrt"	"FSQRT"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000585"	"MVDM-ZERO-DEFINITION-000915"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1822"	"npx_frstor"	"FRSTOR"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000586"	"MVDM-ZERO-DEFINITION-000916"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1831"	"npx_fsave"	"FSAVE"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000587"	"MVDM-ZERO-DEFINITION-000917"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1841"	"npx_fst_f0"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000588"	"MVDM-ZERO-DEFINITION-000918"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1850"	"npx_fst_f1"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000589"	"MVDM-ZERO-DEFINITION-000919"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1859"	"npx_fst_f2"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000590"	"MVDM-ZERO-DEFINITION-000920"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1868"	"npx_fst_f3"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000591"	"MVDM-ZERO-DEFINITION-000921"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1877"	"npx_fst_f4"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000592"	"MVDM-ZERO-DEFINITION-000922"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1886"	"npx_fst_f5"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000593"	"MVDM-ZERO-DEFINITION-000923"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1895"	"npx_fst_f6"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000594"	"MVDM-ZERO-DEFINITION-000924"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1904"	"npx_fst_f7"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000595"	"MVDM-ZERO-DEFINITION-000925"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1914"	"npx_fst_short"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000596"	"MVDM-ZERO-DEFINITION-000926"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1925"	"npx_fst_long"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000597"	"MVDM-ZERO-DEFINITION-000927"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1933"	"npx_fstcw"	"FSTCW"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000598"	"MVDM-ZERO-DEFINITION-000928"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"1943"	"npx_fstenv"	"FSTENV"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000599"	"MVDM-ZERO-DEFINITION-000939"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"2035"	"npx_fstp_temp"	"FST"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000600"	"MVDM-ZERO-DEFINITION-000940"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"2044"	"npx_fstsw"	"FSTSW"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
"MVDM-FIRST-CANDIDATE-000601"	"MVDM-ZERO-DEFINITION-000941"	"softpc.new/base/ccpu386/zfrsrvd.c"	"3beaf1ec7ca8ac2092bb88de4597a19de8aecdd564fa2b55ccb1a4009041e961"	"2051"	"npx_fstswax"	"FSTSW"	"not-yet-classified-by-preceding-external-audit"	"caller-not-host-runtime-source-only"	""	""	"not-host-runtime"	"original package retained as source/contract evidence"	"caller file final disposition is not-host-runtime; its private outgoing call is source evidence, not a current host-runtime recovery dependency"
