"work_item_id"	"caller_path"	"caller_line"	"symbol"	"family"	"original_provider_form"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"implementation_constraint"	"audit_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-03225"	"softpc.new/host/src/nt_com.c"	"1749"	"tx_shift_register_empty"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03225"
"MVDM-T277-S2-MVDM-BOUNDARY-03226"	"softpc.new/host/src/nt_com.c"	"1905"	"com_lsr_change"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03226"
"MVDM-T277-S2-MVDM-BOUNDARY-03227"	"softpc.new/host/src/nt_com.c"	"1970"	"com_lsr_change"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03227"
"MVDM-T277-S2-MVDM-BOUNDARY-03228"	"softpc.new/host/src/nt_com.c"	"1989"	"host_com_da_int_change"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03228"
"MVDM-T277-S2-MVDM-BOUNDARY-03229"	"softpc.new/host/src/nt_com.c"	"2148"	"host_com_lock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03229"
"MVDM-T277-S2-MVDM-BOUNDARY-03230"	"softpc.new/host/src/nt_com.c"	"2155"	"com_lsr_change"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03230"
"MVDM-T277-S2-MVDM-BOUNDARY-03231"	"softpc.new/host/src/nt_com.c"	"2160"	"host_com_unlock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03231"
"MVDM-T277-S2-MVDM-BOUNDARY-03198"	"softpc.new/host/src/nt_com.c"	"296"	"host_com_check_adapter"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03198"
"MVDM-T277-S2-MVDM-BOUNDARY-03199"	"softpc.new/host/src/nt_com.c"	"373"	"malloc"	"CRT-resource-helper"	"original CRT/helper forms; softpc.new/host/src/nt_unix.c:307 is the host_memset body and standard.h carries CRT allocation/environment declarations"	"native CRT binding or original host helper"	"original function form and caller-side NULL/error path"	"none"	"retain original caller failure; no product-global CRT wrapper"	"no adapter body"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03199"
"MVDM-T277-S2-MVDM-BOUNDARY-03200"	"softpc.new/host/src/nt_com.c"	"384"	"com_int_data"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03200"
"MVDM-T277-S2-MVDM-BOUNDARY-03201"	"softpc.new/host/src/nt_com.c"	"517"	"SyncBaseLineSettings"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03201"
"MVDM-T277-S2-MVDM-BOUNDARY-03196"	"softpc.new/host/src/nt_com.c"	"52"	"host_com_lock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03196"
"MVDM-T277-S2-MVDM-BOUNDARY-03197"	"softpc.new/host/src/nt_com.c"	"53"	"host_com_unlock"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03197"
"MVDM-T277-S2-MVDM-BOUNDARY-03202"	"softpc.new/host/src/nt_com.c"	"581"	"FastCommSetLineControl"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03202"
"MVDM-T277-S2-MVDM-BOUNDARY-03203"	"softpc.new/host/src/nt_com.c"	"587"	"FastCommSetBaudRate"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03203"
"MVDM-T277-S2-MVDM-BOUNDARY-03204"	"softpc.new/host/src/nt_com.c"	"595"	"setup_RTSDTR"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03204"
"MVDM-T277-S2-MVDM-BOUNDARY-03205"	"softpc.new/host/src/nt_com.c"	"817"	"com_lsr_change"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03205"
"MVDM-T277-S2-MVDM-BOUNDARY-03206"	"softpc.new/host/src/nt_com.c"	"851"	"host_com_char_read"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03206"
"MVDM-T277-S2-MVDM-BOUNDARY-03207"	"softpc.new/host/src/nt_com.c"	"914"	"tx_holding_register_empty"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03207"
"MVDM-T277-S2-MVDM-BOUNDARY-03208"	"softpc.new/host/src/nt_com.c"	"919"	"tx_shift_register_empty"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03208"
"MVDM-T277-S2-MVDM-BOUNDARY-03209"	"softpc.new/host/src/nt_com.c"	"975"	"tx_shift_register_empty"	"serial-host-endpoint"	"softpc.new/host/src/nt_com.c and nt_ntfun.c provide original host serial forms; base/comms holds the historical serial executor"	"opennt-mvdm-host serial provider -> adapter-win32 and adapter-softpc -> adapter-bochs"	"original serial function parameters and BOOL/void result forms"	"session host_resource mapping owns endpoint identity; guest values stay fixed-width"	"preserve original result/timeout/error path; unavailable endpoint is explicit"	"no host HANDLE or COM executor crosses into guest/core"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03209"
"MVDM-T277-S2-MVDM-BOUNDARY-03245"	"softpc.new/host/src/nt_cpu.c"	"142"	"host_cpu_init"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03245"
"MVDM-T277-S2-MVDM-BOUNDARY-03246"	"softpc.new/host/src/nt_cpu.c"	"147"	"host_cpu_init"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03246"
"MVDM-T277-S2-MVDM-BOUNDARY-03247"	"softpc.new/host/src/nt_cpu.c"	"159"	"setNT"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03247"
"MVDM-T277-S2-MVDM-BOUNDARY-03248"	"softpc.new/host/src/nt_cpu.c"	"160"	"setIOPL"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03248"
"MVDM-T277-S2-MVDM-BOUNDARY-03249"	"softpc.new/host/src/nt_cpu.c"	"164"	"setTF"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03249"
"MVDM-T277-S2-MVDM-BOUNDARY-03250"	"softpc.new/host/src/nt_cpu.c"	"183"	"getPE"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03250"
"MVDM-T277-S2-MVDM-BOUNDARY-03251"	"softpc.new/host/src/nt_cpu.c"	"193"	"getPE"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03251"
"MVDM-T277-S2-MVDM-BOUNDARY-03252"	"softpc.new/host/src/nt_cpu.c"	"203"	"host_cpu_interrupt"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03252"
"MVDM-T277-S2-MVDM-BOUNDARY-03244"	"softpc.new/host/src/nt_cpu.c"	"82"	"host_simulate"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03244"
"MVDM-T277-S2-MVDM-BOUNDARY-03346"	"softpc.new/host/src/nt_emm.c"	"105"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03346"
"MVDM-T277-S2-MVDM-BOUNDARY-03347"	"softpc.new/host/src/nt_emm.c"	"108"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03347"
"MVDM-T277-S2-MVDM-BOUNDARY-03348"	"softpc.new/host/src/nt_emm.c"	"117"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03348"
"MVDM-T277-S2-MVDM-BOUNDARY-03349"	"softpc.new/host/src/nt_emm.c"	"120"	"sas_overwrite_memory"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03349"
"MVDM-T277-S2-MVDM-BOUNDARY-03350"	"softpc.new/host/src/nt_emm.c"	"807"	"host_GetSysTime"	"host-device-and-resource-endpoint"	"softpc.new/host/src/nt_error.c, nt_fdisk.c, nt_lpt.c, nt_msscs.c, nt_rez.c, nt_timer.c and nt_det.c provide original host endpoint forms"	"opennt-mvdm-host host provider -> adapter-win32; session owns resource records"	"original endpoint call shapes and sequencing"	"session host_resource mapping for host endpoint identity; no guest pointer"	"preserve original error/cleanup result; unsupported physical endpoint is explicit"	"no direct device I/O or Bochs policy in OpenNT caller"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03350"
"MVDM-T277-S2-MVDM-BOUNDARY-03351"	"softpc.new/host/src/nt_eoi.c"	"136"	"WOWIdle"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03351"
"MVDM-T277-S2-MVDM-BOUNDARY-03352"	"softpc.new/host/src/nt_eoi.c"	"306"	"WOWIdle"	"monitor-debugger-VDD-boundary"	"softpc.new/host/src/nt_eoi.c, nt_msscs.c and nt_bop.c call original monitor/debug/VDD forms; dbg and v86 bodies remain separate original packages"	"adapter-vdm-monitor, adapter-debugger or adapter-vdd as selected by original branch"	"same-shaped original monitor/debug/VDD call form"	"copied diagnostic/frame records or scoped guest_memory lease only"	"private NT4 monitor/VDD/debugger transport remains explicit unavailable/successor behavior"	"no kernel VDM, CSRSS or debugger body link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03352"
"MVDM-T277-S2-MVDM-BOUNDARY-03353"	"softpc.new/host/src/nt_eoi.c"	"319"	"ica_hw_interrupt"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03353"
"MVDM-T277-S2-MVDM-BOUNDARY-03354"	"softpc.new/host/src/nt_eoi.c"	"374"	"TerminateVDM"	"session-stop-and-event"	"softpc.new/host/src/nt_event.c and nt_msscs.c define original event/notification forms; v86/scaffold TerminateVDM is an excluded standalone product body"	"session -> adapter-win32; adapter-vdd successor where original hook is reached"	"original void event/notification/termination calls and source ordering"	"session-owned event/resource identity only"	"controlled stop never exits the surrounding app; VDD/CSRSS product branches remain explicit successors"	"no private event thread or process-global standard handles"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03354"
"MVDM-T277-S2-MVDM-BOUNDARY-03355"	"softpc.new/host/src/nt_eoi.c"	"449"	"ica_clear_int"	"machine-CPU-SAS-PIC-facade"	"softpc.new/host/src/nt_aorc.c, nt_cpu.c and sim32.c expose historical CPU/SAS facade forms; base/ccpu386, cvidc, system and video bodies are Bochs-replaced executors"	"adapter-softpc -> adapter-bochs"	"same-named historical CPU/SAS/PIC request form"	"session guest_memory lease for ranges; no raw pointer or parallel CPU state"	"typed mechanical failure is returned at the original caller boundary; Bochs remains sole executor"	"no CCPU/CVIDC/base device executor link"	"source-form-family-reviewed; implementation-not-enabled"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03355"
