"work_item_id"	"source_path"	"current_source_sha256"	"source_owner"	"final_disposition"	"implementation_group"	"final_owner_or_link_boundary"	"named_adapter"	"mapping_implication"	"inherited_evidence"	"admission_state"
"T285-MVDM-FILE-1240"	"softpc.new/host/src/nt_event.c"	"7f555a87ba029627d6811c0f7b96964bb8a96af90c60c89012975a4ac5442076"	"original SoftPC host-control package"	"adapter-backed"	"04-session-event-stop"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1241"	"softpc.new/host/src/nt_fdisk.c"	"e3bc0e710bdae1cf5dbbc5611f2eb77a6080747ecb69b1f0701e63d39eb1ccfa"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1242"	"softpc.new/host/src/nt_fulsc.c"	"e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1243"	"softpc.new/host/src/nt_graph.c"	"e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1244"	"softpc.new/host/src/nt_hfx.c"	"61514c95e1a9f3a3e491a262aff92c1d2e1f5dfb73dbc607fd1ee29f0359c371"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original alternate CPU, historical profile, virtual-FDC or debugger/product-shell evidence; no final host link input"	"none"	"not applicable to the final host runtime"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1245"	"softpc.new/host/src/nt_hosts.c"	"9840cb53a0298fdf7f9d27ade387c57659e3c57afbe587cfdf63fbdbafe8c41d"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1246"	"softpc.new/host/src/nt_hunt.c"	"6aeb2ba2efad017d65184d3fc32c09e0587bd02def267cc4fecfeca1c1715ad7"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original alternate CPU, historical profile, virtual-FDC or debugger/product-shell evidence; no final host link input"	"none"	"not applicable to the final host runtime"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1247"	"softpc.new/host/src/nt_input.c"	"9f54d1ed5c7074ba753b31daf28a42231598107e9a779381e94b91a25218e8f7"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1248"	"softpc.new/host/src/nt_inthk.c"	"a3465d006a88549ce5fd52ac3f8d9c0dcf1f2b2c6825f35db3d2dc683fbc7abe"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1249"	"softpc.new/host/src/nt_keycd.c"	"4de067c013b25120a09ec7d7a0bb5f0fe16eaba59b665aadbcf891cdfba0caef"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1250"	"softpc.new/host/src/nt_lpt.c"	"fba617ebdccda8f0cfae4541338d463352e7de3a3e97c3dcf7804fa7eed67ae8"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1251"	"softpc.new/host/src/nt_mem.c"	"55832ee249e18683e6d80c582ac8dff47318a5d467d1b1017777fc961bdccf5e"	"original SoftPC host-control package"	"overlay-required"	"05-machine-transport-overlay"	"original SoftPC control algorithm with a narrow same-shaped adapter-mvdm-host-out/softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"	"adapter-mvdm-host-out/softpc; adapter-bochs; session guest-memory and host-resource mapping managers; adapter-mvdm-host-out/monitor where reached"	"all historical 32-bit pointer-shaped values resolve via checked session mappings and typed machine requests; raw host addresses cannot enter the mirror body"	"T276 S12 SoftPC/SAS facade baseline: original useful control algorithm mixed with non-reusable executor or direct-address transport"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1252"	"softpc.new/host/src/nt_mess.c"	"00855ddb83164e8e20d8edc482f48ff403c42d2808d4d951081facb335550a83"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1253"	"softpc.new/host/src/nt_mouse.c"	"a73c0572fa1e44326d26b2f4d47c15bff768b031fca16dcfd789a35e65e0e48b"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1254"	"softpc.new/host/src/nt_msscs.c"	"96ee0fb677da9f35811f9dc1715d583474ce72bba9fa91f5eb2d5f6ab242b0c3"	"original SoftPC host-control package"	"adapter-backed"	"04-session-event-stop"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1255"	"softpc.new/host/src/nt_munge.c"	"3d4d9557f0c055db81d54e320150898f93addc5808c9562e4f7ebd94f9c51061"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1256"	"softpc.new/host/src/nt_nls.c"	"6cef4fc4adf6ce81f42cfa4ebfa9c1edb153a3ce651a69321f5b5022a9b6fa06"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1257"	"softpc.new/host/src/nt_ntfun.c"	"c2beca20761b59db5f8aede5f80e48d15ffd05cc0c81d1e0e5e017041ae01e63"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1258"	"softpc.new/host/src/nt_pif.c"	"4ae2c1d2c4a66dc63c9b2ddd673fcae067f2fbdab953dc8d96aecfcf03c262bc"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1259"	"softpc.new/host/src/nt_reset.c"	"9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47"	"original SoftPC host-control package"	"adapter-backed"	"04-session-event-stop"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1260"	"softpc.new/host/src/nt_rez.c"	"12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1261"	"softpc.new/host/src/nt_rflop.c"	"8686b559233ddf84b287bebe10dde40c97a48b2506b561897a7eef8ea4a0363b"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1262"	"softpc.new/host/src/nt_sas.c"	"077663754025071c48ec5f0bfebbcf07e1a6bcc240153b40545ef6f3c59c8344"	"original SoftPC host-control package"	"adapter-backed"	"02-softpc-machine-facade"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1263"	"softpc.new/host/src/nt_sec.c"	"2ba1facf8d0c0a00c71f78dfb1fc8e2d001b699e2659465044a94738b637c9bd"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1264"	"softpc.new/host/src/nt_smenu.c"	"1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1265"	"softpc.new/host/src/nt_sound.c"	"19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1266"	"softpc.new/host/src/nt_term.c"	"ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be"	"original SoftPC host-control package"	"adapter-backed"	"04-session-event-stop"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1267"	"softpc.new/host/src/nt_thred.c"	"776330ea072cfd005ea05968dc676634385d1c9f349bd71ba1667ecd3be68438"	"original SoftPC host-control package"	"adapter-backed"	"04-session-event-stop"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1268"	"softpc.new/host/src/nt_timer.c"	"10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1269"	"softpc.new/host/src/nt_umb.c"	"2a109f11985507463797e60b8b19fc12441bd18278b1444dde581cc351de72ed"	"original SoftPC host-control package"	"overlay-required"	"05-machine-transport-overlay"	"original SoftPC control algorithm with a narrow same-shaped adapter-mvdm-host-out/softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"	"adapter-mvdm-host-out/softpc; adapter-bochs; session guest-memory and host-resource mapping managers; adapter-mvdm-host-out/monitor where reached"	"all historical 32-bit pointer-shaped values resolve via checked session mappings and typed machine requests; raw host addresses cannot enter the mirror body"	"T276 S12 SoftPC/SAS facade baseline: original useful control algorithm mixed with non-reusable executor or direct-address transport"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1270"	"softpc.new/host/src/nt_unix.c"	"f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1271"	"softpc.new/host/src/nt_vdd.c"	"cb97f2c233b1062dae7942dfa3b2bc84d9f21b9d6527f6c993a99137c2c845e3"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1272"	"softpc.new/host/src/nt_vflop.c"	"b2766665ecd787cdc9dbabab3c44f25fcd6185d90b221cdd201a159dd77a339d"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original alternate CPU, historical profile, virtual-FDC or debugger/product-shell evidence; no final host link input"	"none"	"not applicable to the final host runtime"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1273"	"softpc.new/host/src/nt_vga.c"	"81db9f2e415e58c21b0a10110d03d0f16532c2150aba84feb2cab8f74627ee6d"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original SoftPC native device/executor evidence; Bochs is the sole final video, FDC/DMA, PIT/PIC or PPI/sound owner"	"none"	"no MVDM identity mapping is permitted into a parallel machine implementation"	"T276 S12 device-bridge baseline: original device execution is a Bochs-replacement exclusion"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1274"	"softpc.new/host/src/nt_wcom.c"	"18c709bc88c37de4d9323101d528af0ec23a5e7e7b6942a1d2a1a9e7ded111a8"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original host endpoint/control provider -> adapter-mvdm-host-out/win32 or adapter-mvdm-host-out/wow -> adapter-bochs typed device request; app supplies presentation policy"	"adapter-mvdm-host-out/win32; adapter-mvdm-host-out/wow where reached; adapter-bochs; session host-resource mapping manager"	"host handles/resources remain opaque session host-resource identities; Bochs receives only typed endpoint/device operations"	"T276 S12 device-bridge baseline: original host endpoint/provider body with named public capability and Bochs profile boundary"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1275"	"softpc.new/host/src/nt_yoda.c"	"2ec898da6746f0992020845bde73a30edaf7cdd5c744559501eb9cbaa000df0a"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1276"	"softpc.new/host/src/sim32.c"	"1f634b9d6c09d0f767a90ec9e577817800a07dc353cffa433ca2e0268d2cd42f"	"original SoftPC host-control package"	"overlay-required"	"05-machine-transport-overlay"	"original SoftPC control algorithm with a narrow same-shaped adapter-mvdm-host-out/softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"	"adapter-mvdm-host-out/softpc; adapter-bochs; session guest-memory and host-resource mapping managers; adapter-mvdm-host-out/monitor where reached"	"all historical 32-bit pointer-shaped values resolve via checked session mappings and typed machine requests; raw host addresses cannot enter the mirror body"	"T276 S12 SoftPC/SAS facade baseline: original useful control algorithm mixed with non-reusable executor or direct-address transport"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1277"	"softpc.new/host/src/sources"	"a6c0b2b3dc29151d6a760335d607114835490b1d2fe67e04e5f5c68865dab7e7"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original standalone SoftPC/NTVDM product build, resource or launch metadata; app owns the final product composition"	"none"	"no runtime mapping implication"	"T276 S12 original SoftPC host/app build-control evidence; no final host link input"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1278"	"softpc.new/host/src/stf_conf.c"	"dd83e6774b349f81b02abb625df4fdcfe943647144bf054422f9f671d1bf05f4"	"original SoftPC host-control package"	"adapter-backed"	"04-host-capability-control"	"mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"	"adapter-mvdm-host-in; adapter-mvdm-host-out/softpc; adapter-bochs; adapter-mvdm-host-out/win32; adapter-mvdm-host-out/monitor; adapter-mvdm-host-out/vdd; session as reached"	"guest data uses only session guest-memory mapping; callbacks/resources use the session completion or host-resource instance, never native identity in MVDM fields"	"T276 S12 monitor/session, Win32 capability and BOP/VDD/debugger source-span owner baselines"	"T285-S1-current-path-verified; implementation-not-enabled"
"T285-MVDM-FILE-1279"	"softpc.new/host/src/stubs.c"	"c1821a3738bbee78293a47262cb8df14e68043cfd6b4092b7fa56bdb01c6d991"	"original SoftPC host-control package"	"not-host-runtime"	"99-excluded-historical-product"	"retained original alternate CPU, historical profile, virtual-FDC or debugger/product-shell evidence; no final host link input"	"none"	"not applicable to the final host runtime"	"T276 S12 source-span review: no final profile may reintroduce this second executor or unsupported historical product shell"	"T285-S1-current-path-verified; implementation-not-enabled"
