"work_item_id"	"review_order"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"caller_final_disposition"	"symbol"	"declaration_path"	"declaration_package"	"correlation"	"source_form_state"	"abi_owner_state"	"failure_contract_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-00034"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"156"	"adapter-backed"	"cmdPushExitInConsoleBuffer"	"dos/command/cmd.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00034"
"MVDM-T277-S2-MVDM-BOUNDARY-00035"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"181"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00035"
"MVDM-T277-S2-MVDM-BOUNDARY-00036"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"198"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00036"
"MVDM-T277-S2-MVDM-BOUNDARY-00037"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"203"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00037"
"MVDM-T277-S2-MVDM-BOUNDARY-00038"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"220"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00038"
"MVDM-T277-S2-MVDM-BOUNDARY-00039"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"228"	"adapter-backed"	"nt_resume_event_thread"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00039"
"MVDM-T277-S2-MVDM-BOUNDARY-00040"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"379"	"adapter-backed"	"host_lpt_flush_initialize"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00040"
"MVDM-T277-S2-MVDM-BOUNDARY-00041"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"412"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00041"
"MVDM-T277-S2-MVDM-BOUNDARY-00042"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"467"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00042"
"MVDM-T277-S2-MVDM-BOUNDARY-00030"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"78"	"adapter-backed"	"host_lpt_flush_initialize"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00030"
"MVDM-T277-S2-MVDM-BOUNDARY-00043"	"40"	"MVDM-FILE-0028"	"dos/command/cmdmisc.c"	"dos"	"789"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00043"
"MVDM-T277-S2-MVDM-BOUNDARY-00044"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"110"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00044"
"MVDM-T277-S2-MVDM-BOUNDARY-00045"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"128"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00045"
"MVDM-T277-S2-MVDM-BOUNDARY-00046"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"202"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00046"
"MVDM-T277-S2-MVDM-BOUNDARY-00047"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"204"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00047"
"MVDM-T277-S2-MVDM-BOUNDARY-00048"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"212"	"adapter-backed"	"nt_std_handle_notification"	"dos/command/cmd.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00048"
"MVDM-T277-S2-MVDM-BOUNDARY-00049"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"217"	"adapter-backed"	"nt_std_handle_notification"	"dos/command/cmd.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00049"
"MVDM-T277-S2-MVDM-BOUNDARY-00050"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"250"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00050"
"MVDM-T277-S2-MVDM-BOUNDARY-00051"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"267"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00051"
"MVDM-T277-S2-MVDM-BOUNDARY-00052"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"299"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00052"
"MVDM-T277-S2-MVDM-BOUNDARY-00053"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"350"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00053"
"MVDM-T277-S2-MVDM-BOUNDARY-00054"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"484"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00054"
"MVDM-T277-S2-MVDM-BOUNDARY-00055"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"602"	"adapter-backed"	"cmdPipeFileDataEOF"	"dos/dem/dem.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00055"
"MVDM-T277-S2-MVDM-BOUNDARY-00056"	"40"	"MVDM-FILE-0031"	"dos/command/cmdredir.c"	"dos"	"641"	"adapter-backed"	"cmdPipeFileEOF"	"dos/dem/dem.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00056"
"MVDM-T277-S2-MVDM-BOUNDARY-00057"	"40"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"23"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00057"
"MVDM-T277-S2-MVDM-BOUNDARY-00058"	"40"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"42"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00058"
"MVDM-T277-S2-MVDM-BOUNDARY-00059"	"40"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"68"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00059"
"MVDM-T277-S2-MVDM-BOUNDARY-00060"	"40"	"MVDM-FILE-0034"	"dos/dem/dem.c"	"dos"	"70"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00060"
"MVDM-T277-S2-MVDM-BOUNDARY-00061"	"40"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"145"	"adapter-backed"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00061"
"MVDM-T277-S2-MVDM-BOUNDARY-00062"	"40"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"456"	"adapter-backed"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00062"
"MVDM-T277-S2-MVDM-BOUNDARY-00063"	"40"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"513"	"adapter-backed"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00063"
"MVDM-T277-S2-MVDM-BOUNDARY-00064"	"40"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"532"	"adapter-backed"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00064"
"MVDM-T277-S2-MVDM-BOUNDARY-00065"	"40"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"652"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00065"
"MVDM-T277-S2-MVDM-BOUNDARY-00066"	"40"	"MVDM-FILE-0036"	"dos/dem/demdasd.c"	"dos"	"704"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00066"
"MVDM-T277-S2-MVDM-BOUNDARY-00067"	"40"	"MVDM-FILE-0045"	"dos/dem/demhndl.c"	"dos"	"572"	"adapter-backed"	"cmdPipeFileDataEOF"	"dos/dem/dem.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00067"
"MVDM-T277-S2-MVDM-BOUNDARY-00068"	"40"	"MVDM-FILE-0045"	"dos/dem/demhndl.c"	"dos"	"597"	"adapter-backed"	"cmdPipeFileEOF"	"dos/dem/dem.h"	"dos"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00068"
"MVDM-T277-S2-MVDM-BOUNDARY-00069"	"40"	"MVDM-FILE-0046"	"dos/dem/demioctl.c"	"dos"	"206"	"adapter-backed"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00069"
"MVDM-T277-S2-MVDM-BOUNDARY-00070"	"40"	"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"172"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00070"
"MVDM-T277-S2-MVDM-BOUNDARY-00071"	"40"	"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"190"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00071"
"MVDM-T277-S2-MVDM-BOUNDARY-00072"	"40"	"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"196"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00072"
"MVDM-T277-S2-MVDM-BOUNDARY-00073"	"40"	"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"611"	"adapter-backed"	"HostFloppyReset"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00073"
"MVDM-T277-S2-MVDM-BOUNDARY-00074"	"40"	"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"612"	"adapter-backed"	"HostFdiskReset"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00074"
"MVDM-T277-S2-MVDM-BOUNDARY-00075"	"40"	"MVDM-FILE-0049"	"dos/dem/demmisc.c"	"dos"	"629"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00075"
"MVDM-T277-S2-MVDM-BOUNDARY-00077"	"40"	"MVDM-FILE-0052"	"dos/dem/demsrch.c"	"dos"	"2343"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00077"
"MVDM-T277-S2-MVDM-BOUNDARY-00078"	"40"	"MVDM-FILE-0052"	"dos/dem/demsrch.c"	"dos"	"2355"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00078"
"MVDM-T277-S2-MVDM-BOUNDARY-00076"	"40"	"MVDM-FILE-0052"	"dos/dem/demsrch.c"	"dos"	"678"	"adapter-backed"	"HostTerminatePDB"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00076"
"MVDM-T277-S2-MVDM-BOUNDARY-02781"	"50"	"MVDM-FILE-0943"	"softpc.new/base/support/get_env.c"	"softpc.new"	"45"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-02781"
"MVDM-T277-S2-MVDM-BOUNDARY-03138"	"50"	"MVDM-FILE-1225"	"softpc.new/host/src/fprt.c"	"softpc.new"	"118"	"adapter-backed"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03138"
"MVDM-T277-S2-MVDM-BOUNDARY-03139"	"50"	"MVDM-FILE-1225"	"softpc.new/host/src/fprt.c"	"softpc.new"	"150"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03139"
"MVDM-T277-S2-MVDM-BOUNDARY-03136"	"50"	"MVDM-FILE-1225"	"softpc.new/host/src/fprt.c"	"softpc.new"	"39"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03136"
"MVDM-T277-S2-MVDM-BOUNDARY-03137"	"50"	"MVDM-FILE-1225"	"softpc.new/host/src/fprt.c"	"softpc.new"	"41"	"adapter-backed"	"getenv"	"softpc.new/base/inc/standard.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03137"
"MVDM-T277-S2-MVDM-BOUNDARY-03157"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"181"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03157"
"MVDM-T277-S2-MVDM-BOUNDARY-03158"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"192"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03158"
"MVDM-T277-S2-MVDM-BOUNDARY-03159"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"202"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03159"
"MVDM-T277-S2-MVDM-BOUNDARY-03160"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"213"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03160"
"MVDM-T277-S2-MVDM-BOUNDARY-03161"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"223"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03161"
"MVDM-T277-S2-MVDM-BOUNDARY-03162"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"236"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03162"
"MVDM-T277-S2-MVDM-BOUNDARY-03163"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"247"	"adapter-backed"	"TerminateVDM"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03163"
"MVDM-T277-S2-MVDM-BOUNDARY-03164"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"282"	"adapter-backed"	"MS_bop_2"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03164"
"MVDM-T277-S2-MVDM-BOUNDARY-03165"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"331"	"adapter-backed"	"DBGDispatch"	"inc/dbgexp.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03165"
"MVDM-T277-S2-MVDM-BOUNDARY-03166"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"336"	"adapter-backed"	"DBGDispatch"	"inc/dbgexp.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03166"
"MVDM-T277-S2-MVDM-BOUNDARY-03167"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"574"	"adapter-backed"	"MS_bop_5"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03167"
"MVDM-T277-S2-MVDM-BOUNDARY-03168"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"588"	"adapter-backed"	"MS_bop_8"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03168"
"MVDM-T277-S2-MVDM-BOUNDARY-03169"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"625"	"adapter-backed"	"host_direct_access_error"	"inc/softpc.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03169"
"MVDM-T277-S2-MVDM-BOUNDARY-03170"	"50"	"MVDM-FILE-1229"	"softpc.new/host/src/nt_bop.c"	"softpc.new"	"661"	"adapter-backed"	"MS_bop_B"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03170"
